Team,Match Up,Game Date,Season,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
MIL,MIL vs. CHI,11/14/2019,,W,12,96.4,103.6,-7.1,25.0,0.29,5.6,42.9,78.6,60.7,25.0,44.7,53.7,112.0,42.9
DEN,DEN vs. BKN,11/14/2019,,W,12,95.7,60.9,34.8,50.0,2.5,15.6,30.8,78.9,59.4,8.7,47.7,46.3,92.0,90.7
NOP,NOP vs. LAC,11/14/2019,,W,12,133.3,115.4,17.9,58.3,3.5,17.1,46.7,77.8,58.3,7.4,55.8,59.2,106.0,57.6
LAC,LAC @ NOP,11/14/2019,,L,12,115.4,133.3,-17.9,63.6,1.17,20.0,22.2,53.3,41.7,23.1,66.7,68.3,106.0,42.4
CHI,CHI @ MIL,11/14/2019,,L,12,103.6,96.4,7.1,71.4,1.25,13.9,21.4,57.1,39.3,14.3,42.9,54.3,112.0,57.1
LAL,LAL vs. GSW,11/13/2019,,W,12,91.7,52.2,39.5,50.0,1.33,12.5,28.6,63.2,48.5,12.5,40.5,46.5,94.0,98.0
PHI,PHI @ ORL,11/13/2019,,L,12,62.5,133.3,-70.8,66.7,0.57,12.9,23.1,75.0,48.0,29.2,34.2,36.9,96.0,5.1
BOS,BOS vs. WAS,11/13/2019,,W,12,131.0,132.1,-1.1,50.0,6.0,15.0,33.3,66.7,48.1,3.4,51.9,59.7,114.0,47.6
SAS,SAS @ MIN,11/13/2019,,L,12,82.6,100.0,-17.4,71.4,1.67,16.7,15.4,64.3,40.7,13.0,38.9,44.1,92.0,41.8
LAC,LAC @ HOU,11/13/2019,,L,12,108.7,116.7,-8.0,33.3,0.75,10.0,28.6,80.0,55.2,17.4,50.0,52.6,94.0,42.9
MEM,MEM @ CHA,11/13/2019,,W,12,100.0,84.0,16.0,70.0,1.17,21.2,11.1,86.7,58.3,24.0,60.5,62.9,100.0,65.6
ORL,ORL vs. PHI,11/13/2019,,W,12,133.3,62.5,70.8,61.5,0.0,22.9,25.0,76.9,52.0,0.0,58.3,61.1,96.0,94.9
HOU,HOU vs. LAC,11/13/2019,,W,12,116.7,108.7,8.0,28.6,2.0,6.9,20.0,71.4,44.8,4.2,42.9,54.2,94.0,57.1
GSW,GSW @ LAL,11/13/2019,,L,12,52.2,91.7,-39.5,80.0,0.67,11.8,36.8,71.4,51.5,26.1,25.0,25.0,94.0,2.0
CHA,CHA vs. MEM,11/13/2019,,L,12,84.0,100.0,-16.0,66.7,3.0,18.2,13.3,88.9,41.7,8.0,43.8,43.8,100.0,34.4
POR,POR vs. TOR,11/13/2019,,L,12,112.0,108.0,4.0,60.0,1.5,17.6,25.0,75.0,45.0,16.0,56.8,58.9,100.0,44.9
WAS,WAS @ BOS,11/13/2019,,L,12,132.1,131.0,1.1,45.5,1.67,13.5,33.3,66.7,51.9,10.7,54.5,62.8,114.0,52.4
MIN,MIN vs. SAS,11/13/2019,,W,12,100.0,82.6,17.4,37.5,1.0,9.7,35.7,84.6,59.3,13.0,38.1,46.1,92.0,58.2
TOR,TOR @ POR,11/13/2019,,W,12,108.0,112.0,-4.0,75.0,1.5,25.0,25.0,75.0,55.0,24.0,65.0,66.0,100.0,55.1
CLE,CLE @ PHI,11/12/2019,,L,12,86.4,80.0,6.4,25.0,0.4,6.9,41.7,57.1,50.0,22.7,42.5,45.5,84.0,58.3
NYK,NYK @ CHI,11/12/2019,,L,12,70.8,140.0,-69.2,60.0,0.6,9.7,26.7,63.6,42.3,20.8,33.3,37.9,98.0,-4.8
POR,POR @ SAC,11/12/2019,,L,12,131.8,113.0,18.8,50.0,4.0,13.3,30.8,77.8,50.0,4.5,50.0,57.9,90.0,51.2
DET,DET @ MIA,11/12/2019,,L,12,144.0,100.0,44.0,80.0,2.0,21.6,40.0,88.9,63.2,16.0,63.9,70.6,100.0,68.8
IND,IND vs. OKC,11/12/2019,,W,12,100.0,92.0,8.0,54.5,2.0,18.2,16.7,81.8,47.8,12.0,52.3,53.6,100.0,60.8
ATL,ATL @ DEN,11/12/2019,,W,12,100.0,118.5,-18.5,33.3,0.5,5.9,35.7,60.0,50.0,14.8,38.9,52.1,108.0,33.8
BKN,BKN @ UTA,11/12/2019,,L,12,84.6,140.0,-55.4,44.4,1.0,11.1,33.3,75.0,50.0,15.4,40.4,40.9,102.0,17.8
PHI,PHI vs. CLE,11/12/2019,,W,12,80.0,86.4,-6.4,50.0,1.0,13.3,42.9,58.3,50.0,20.0,36.4,36.4,84.0,41.7
PHX,PHX vs. LAL,11/12/2019,,L,12,85.2,103.7,-18.5,85.7,2.0,16.7,16.7,66.7,41.7,11.1,35.4,42.5,108.0,43.9
LAL,LAL @ PHX,11/12/2019,,W,12,103.7,85.2,18.5,70.0,1.75,17.5,33.3,83.3,58.3,14.8,50.0,49.1,108.0,56.1
SAC,SAC vs. POR,11/12/2019,,W,12,113.0,131.8,-18.8,77.8,1.75,21.9,22.2,69.2,50.0,17.4,63.9,65.8,90.0,48.8
UTA,UTA vs. BKN,11/12/2019,,W,12,140.0,84.6,55.4,38.5,5.0,15.2,25.0,66.7,50.0,4.0,60.4,64.6,102.0,82.2
DEN,DEN vs. ATL,11/12/2019,,L,12,118.5,100.0,18.5,72.7,0.0,18.6,40.0,64.3,50.0,0.0,38.7,45.8,108.0,66.2
OKC,OKC @ IND,11/12/2019,,L,12,92.0,100.0,-8.0,75.0,1.0,18.2,18.2,83.3,52.2,24.0,55.3,55.4,100.0,39.2
MIA,MIA vs. DET,11/12/2019,,W,12,100.0,144.0,-44.0,100.0,1.2,18.8,11.1,60.0,36.8,20.0,50.0,63.8,100.0,31.2
CHI,CHI vs. NYK,11/12/2019,,W,12,140.0,70.8,69.2,58.3,2.33,19.4,36.4,73.3,57.7,12.0,70.5,71.0,98.0,104.8
TOR,TOR @ LAC,11/11/2019,,L,12,41.7,104.2,-62.5,50.0,0.67,6.5,22.7,42.9,30.6,12.5,18.8,19.4,96.0,-50.0
DAL,DAL @ BOS,11/11/2019,,L,12,117.4,145.5,-28.1,40.0,4.0,12.9,30.8,76.9,53.8,4.3,52.5,53.4,90.0,43.1
MIN,MIN @ DET,11/11/2019,,W,12,107.7,132.0,-24.3,63.6,1.4,19.4,27.3,69.2,50.0,19.2,59.5,60.3,102.0,43.8
MEM,MEM @ SAS,11/11/2019,,W,12,91.7,126.1,-34.4,85.7,2.0,18.2,21.4,72.7,44.0,12.5,40.0,46.8,94.0,38.0
UTA,UTA @ GSW,11/11/2019,,W,12,104.2,100.0,4.2,85.7,3.0,17.6,26.7,83.3,51.9,8.3,35.7,47.6,94.0,54.9
NOP,NOP vs. HOU,11/11/2019,,L,12,125.9,114.3,11.6,63.6,7.0,19.4,14.3,100.0,52.0,3.7,52.0,59.6,110.0,55.2
HOU,HOU @ NOP,11/11/2019,,W,12,114.3,125.9,-11.6,36.4,1.33,12.5,0.0,85.7,48.0,10.7,68.4,65.9,110.0,44.8
GSW,GSW vs. UTA,11/11/2019,,L,12,100.0,104.2,-4.2,50.0,2.0,13.8,16.7,73.3,48.1,8.7,42.5,48.9,94.0,45.1
SAS,SAS vs. MEM,11/11/2019,,L,12,126.1,91.7,34.4,100.0,3.67,30.6,27.3,78.6,56.0,13.0,61.9,62.5,94.0,62.0
DET,DET vs. MIN,11/11/2019,,L,12,132.0,107.7,24.3,90.9,2.5,25.6,30.8,72.7,50.0,16.0,60.9,63.3,102.0,56.2
BOS,BOS vs. DAL,11/11/2019,,W,12,145.5,117.4,28.1,40.0,0.0,13.8,23.1,69.2,46.2,0.0,56.8,60.6,90.0,56.9
LAC,LAC vs. TOR,11/11/2019,,W,12,104.2,41.7,62.5,87.5,1.4,17.9,57.1,77.3,69.4,20.8,40.5,48.4,96.0,150.0
ATL,ATL @ POR,11/10/2019,,L,12,133.3,128.0,5.3,23.1,1.0,9.1,42.9,77.8,56.5,12.5,57.4,58.3,98.0,39.4
POR,POR vs. ATL,11/10/2019,,W,12,128.0,133.3,-5.3,10.0,0.33,3.7,22.2,57.1,43.5,12.0,61.8,69.1,98.0,60.6
DEN,DEN @ MIN,11/10/2019,,W,12,56.0,100.0,-44.0,100.0,0.5,14.7,33.3,71.4,53.8,40.0,38.2,40.1,102.0,-17.6
TOR,TOR @ LAL,11/10/2019,,W,12,140.0,100.0,40.0,61.5,2.0,20.5,50.0,70.6,62.1,16.0,60.9,63.9,102.0,70.0
IND,IND @ ORL,11/10/2019,,W,12,116.7,100.0,16.7,66.7,0.0,24.2,10.0,81.3,53.8,0.0,56.8,58.9,98.0,62.1
LAL,LAL vs. TOR,11/10/2019,,L,12,100.0,140.0,-40.0,75.0,6.0,16.2,29.4,50.0,37.9,3.8,39.6,45.8,102.0,30.0
ORL,ORL vs. IND,11/10/2019,,L,12,100.0,116.7,-16.7,60.0,6.0,17.6,18.8,90.0,46.2,4.0,44.2,46.5,98.0,37.9
CLE,CLE @ NYK,11/10/2019,,W,12,130.4,104.3,26.1,55.6,2.5,15.6,36.4,69.2,54.2,8.7,47.4,59.6,92.0,67.4
MIL,MIL @ OKC,11/10/2019,,W,12,106.3,125.8,-19.6,36.4,0.44,10.5,22.2,100.0,63.2,28.1,62.5,71.0,126.0,44.5
CHA,CHA @ PHI,11/10/2019,,L,12,100.0,104.0,-4.0,50.0,1.0,13.3,9.1,80.0,42.9,16.0,57.9,60.2,100.0,37.3
NYK,NYK vs. CLE,11/10/2019,,L,12,104.3,130.4,-26.1,66.7,1.2,18.2,30.8,63.6,45.8,21.7,52.4,53.8,92.0,32.6
PHI,PHI vs. CHA,11/10/2019,,W,12,104.0,100.0,4.0,55.6,0.83,15.6,20.0,90.9,57.1,24.0,58.8,62.0,100.0,62.7
BKN,BKN @ PHX,11/10/2019,,L,12,114.3,114.3,0.0,61.5,2.0,20.5,25.0,84.6,56.0,14.3,56.0,59.8,112.0,44.8
OKC,OKC vs. MIL,11/10/2019,,L,12,125.8,106.3,19.6,57.1,1.6,20.5,0.0,77.8,36.8,16.1,77.3,75.1,126.0,55.5
MIN,MIN vs. DEN,11/10/2019,,L,12,100.0,56.0,44.0,71.4,1.67,14.3,28.6,66.7,46.2,11.5,42.1,51.7,102.0,117.6
PHX,PHX vs. BKN,11/10/2019,,W,12,114.3,114.3,0.0,91.7,11.0,26.8,15.4,75.0,44.0,3.6,54.0,57.9,112.0,55.2
OKC,OKC vs. GSW,11/09/2019,,W,12,115.4,96.0,19.4,54.5,0.86,18.2,20.0,90.0,66.7,26.9,75.0,80.5,102.0,63.9
GSW,GSW @ OKC,11/09/2019,,L,12,96.0,115.4,-19.4,77.8,1.4,21.2,10.0,80.0,33.3,20.0,50.0,56.6,102.0,36.1
BOS,BOS @ SAS,11/09/2019,,W,12,129.2,96.0,33.2,63.6,3.5,21.9,10.0,50.0,38.2,8.3,59.5,65.6,98.0,72.3
NOP,NOP @ CHA,11/09/2019,,W,12,130.8,96.0,34.8,75.0,2.25,22.5,45.5,70.6,60.7,15.4,60.9,66.3,102.0,68.9
HOU,HOU @ CHI,11/09/2019,,W,12,124.0,103.8,20.2,50.0,1.0,17.1,40.0,68.8,57.7,24.0,66.7,68.1,102.0,59.0
DAL,DAL @ MEM,11/09/2019,,W,12,117.2,110.7,6.5,53.3,1.6,19.5,33.3,80.0,54.5,17.2,63.5,62.2,114.0,54.1
SAS,SAS vs. BOS,11/09/2019,,L,12,96.0,129.2,-33.2,66.7,3.0,14.0,50.0,90.0,61.8,8.0,30.6,34.3,98.0,27.7
CHA,CHA vs. NOP,11/09/2019,,L,12,96.0,130.8,-34.8,62.5,5.0,14.3,29.4,54.5,39.3,4.0,36.0,42.1,102.0,31.1
MEM,MEM vs. DAL,11/09/2019,,L,12,110.7,117.2,-6.5,71.4,1.67,25.0,20.0,66.7,45.5,21.4,64.6,64.6,114.0,45.9
CHI,CHI vs. HOU,11/09/2019,,L,12,103.8,124.0,-20.2,54.5,2.0,16.2,31.3,60.0,42.3,11.5,44.2,47.9,102.0,41.0
ATL,ATL vs. SAC,11/08/2019,,L,12,118.2,136.4,-18.2,36.4,0.8,14.8,16.7,100.0,58.3,22.7,78.1,75.1,88.0,42.6
LAL,LAL vs. MIA,11/08/2019,,W,12,81.0,63.6,17.3,71.4,0.83,17.9,20.0,66.7,48.0,28.6,50.0,50.0,86.0,67.7
NYK,NYK @ DAL,11/08/2019,,W,12,88.0,88.0,0.0,33.3,0.67,6.5,26.7,92.9,58.6,12.0,36.8,44.5,100.0,47.6
POR,POR vs. BKN,11/08/2019,,L,12,120.8,130.4,-9.6,36.4,4.0,12.9,23.1,50.0,37.9,4.2,50.0,55.3,94.0,50.0
PHI,PHI @ DEN,11/08/2019,,L,12,54.2,145.8,-91.7,80.0,0.67,12.1,31.3,77.8,48.0,25.0,26.2,28.6,96.0,0.0
GSW,GSW @ MIN,11/08/2019,,L,12,82.8,111.1,-28.4,20.0,0.25,5.7,30.8,58.8,46.7,27.6,47.8,50.3,112.0,25.4
IND,IND vs. DET,11/08/2019,,W,12,112.5,136.0,-23.5,30.0,0.75,10.3,25.0,70.0,50.0,16.7,58.3,65.4,98.0,45.0
BKN,BKN @ POR,11/08/2019,,W,12,130.4,120.8,9.6,60.0,3.0,16.2,50.0,76.9,62.1,8.7,48.0,51.8,94.0,50.0
UTA,UTA vs. MIL,11/08/2019,,W,12,84.6,100.0,-15.4,57.1,0.8,12.1,21.4,57.9,42.4,19.2,42.1,45.3,104.0,46.7
NOP,NOP vs. TOR,11/08/2019,,L,12,111.5,96.2,15.4,50.0,3.0,17.6,15.4,78.6,48.1,7.7,56.5,56.6,104.0,63.0
SAC,SAC @ ATL,11/08/2019,,W,12,136.4,118.2,18.2,77.8,1.4,24.1,0.0,83.3,41.7,22.7,83.3,87.2,88.0,57.4
MIA,MIA @ LAL,11/08/2019,,L,12,63.6,81.0,-17.3,75.0,0.75,10.0,33.3,80.0,52.0,18.2,26.3,32.3,86.0,32.3
TOR,TOR @ NOP,11/08/2019,,W,12,96.2,111.5,-15.4,42.9,0.6,9.4,21.4,84.6,51.9,19.2,42.1,51.5,104.0,37.0
DET,DET @ IND,11/08/2019,,L,12,136.0,112.5,23.5,72.7,2.0,22.2,30.0,75.0,50.0,16.0,66.7,71.9,98.0,55.0
MIN,MIN vs. GSW,11/08/2019,,W,12,111.1,82.8,28.4,50.0,1.67,12.8,41.2,69.2,53.3,11.1,40.7,48.4,112.0,74.6
ORL,ORL vs. MEM,11/08/2019,,W,12,154.5,36.4,118.2,61.5,0.0,21.6,53.8,75.0,66.7,0.0,56.0,60.5,88.0,137.1
MIL,MIL @ UTA,11/08/2019,,L,12,100.0,84.6,15.4,10.0,0.25,2.9,42.1,78.6,57.6,15.4,40.7,43.9,104.0,53.3
DEN,DEN vs. PHI,11/08/2019,,W,12,145.8,54.2,91.7,78.6,5.5,29.7,22.2,68.8,52.0,8.3,71.7,73.3,96.0,100.0
DAL,DAL vs. NYK,11/08/2019,,L,12,88.0,88.0,0.0,62.5,2.5,16.1,7.1,73.3,41.4,8.0,40.9,45.5,100.0,52.4
CLE,CLE @ WAS,11/08/2019,,W,12,113.6,72.7,40.9,33.3,1.0,9.4,46.7,69.2,57.1,13.6,41.3,47.9,88.0,80.0
MEM,MEM @ ORL,11/08/2019,,L,12,36.4,154.5,-118.2,66.7,0.5,6.9,25.0,46.2,33.3,18.2,17.4,17.4,88.0,-37.1
WAS,WAS vs. CLE,11/08/2019,,L,12,72.7,113.6,-40.9,62.5,1.25,16.1,30.8,53.3,42.9,18.2,38.1,37.3,88.0,20.0
PHX,PHX vs. MIA,11/07/2019,,L,12,88.0,124.0,-36.0,100.0,2.25,25.0,16.7,75.0,40.0,16.0,52.5,50.6,100.0,33.7
BOS,BOS @ CHA,11/07/2019,,W,12,92.0,80.0,12.0,62.5,1.67,14.7,26.7,80.0,48.0,12.0,34.8,43.4,100.0,55.6
POR,POR @ LAC,11/07/2019,,L,12,92.6,137.0,-44.4,55.6,1.67,13.9,23.5,57.1,33.3,11.1,40.4,44.3,108.0,16.3
CHA,CHA vs. BOS,11/07/2019,,L,12,80.0,92.0,-12.0,100.0,1.17,20.6,20.0,73.3,52.0,24.0,47.1,50.9,100.0,44.4
OKC,OKC @ SAS,11/07/2019,,L,12,116.7,126.1,-9.4,54.5,1.5,19.4,12.5,72.7,47.4,16.7,63.9,67.8,94.0,49.6
SAS,SAS vs. OKC,11/07/2019,,W,12,126.1,116.7,9.4,84.6,5.5,29.7,27.3,87.5,52.6,8.7,60.4,60.4,94.0,50.4
MIA,MIA @ PHX,11/07/2019,,W,12,124.0,88.0,36.0,30.8,0.8,12.9,25.0,83.3,60.0,20.0,75.0,71.2,100.0,66.3
LAC,LAC vs. POR,11/07/2019,,W,12,137.0,92.6,44.4,28.6,1.0,11.8,42.9,76.5,66.7,14.8,69.0,75.4,108.0,83.7
IND,IND vs. WAS,11/06/2019,,W,12,117.4,113.0,4.3,62.5,0.83,14.3,53.8,66.7,60.7,26.1,47.5,56.3,92.0,48.6
ORL,ORL @ DAL,11/06/2019,,L,12,103.8,80.8,23.1,87.5,0.88,20.6,20.0,73.7,62.5,30.8,69.2,77.6,104.0,90.5
GSW,GSW @ HOU,11/06/2019,,L,12,126.1,134.8,-8.7,60.0,6.0,17.6,38.5,66.7,52.0,4.3,52.2,56.6,92.0,47.8
MIN,MIN @ MEM,11/06/2019,,L,12,104.2,150.0,-45.8,50.0,2.5,14.3,35.3,57.1,41.7,8.3,46.0,46.0,96.0,25.2
TOR,TOR vs. SAC,11/06/2019,,W,12,111.5,128.0,-16.5,66.7,4.0,21.6,23.1,78.6,51.9,7.7,56.3,56.3,102.0,47.5
UTA,UTA vs. PHI,11/06/2019,,W,12,88.0,124.0,-36.0,71.4,5.0,15.2,17.6,70.0,37.0,4.0,35.7,42.6,100.0,29.8
LAC,LAC vs. MIL,11/06/2019,,L,12,112.9,103.3,9.6,63.6,1.75,14.9,45.0,78.6,58.8,12.9,45.0,49.6,122.0,48.2
ATL,ATL vs. CHI,11/06/2019,,L,12,112.0,88.0,24.0,55.6,1.67,15.2,21.4,88.9,47.8,12.0,50.0,55.4,100.0,55.8
HOU,HOU vs. GSW,11/06/2019,,W,12,134.8,126.1,8.7,72.7,2.67,22.9,33.3,61.5,48.0,13.0,63.6,64.0,92.0,52.2
NYK,NYK @ DET,11/06/2019,,L,12,70.8,104.0,-33.2,50.0,0.6,11.1,0.0,80.0,38.1,20.8,40.6,45.6,98.0,23.6
DAL,DAL vs. ORL,11/06/2019,,W,12,80.8,103.8,-23.1,71.4,1.67,13.9,26.3,80.0,37.5,11.5,34.0,38.0,104.0,9.5
MEM,MEM vs. MIN,11/06/2019,,W,12,150.0,104.2,45.8,57.1,2.67,22.9,42.9,64.7,58.3,12.5,73.8,77.6,96.0,74.8
PHI,PHI @ UTA,11/06/2019,,L,12,124.0,88.0,36.0,55.6,1.25,15.2,30.0,82.4,63.0,16.0,55.9,66.9,100.0,70.2
SAC,SAC @ TOR,11/06/2019,,L,12,128.0,111.5,16.5,63.6,3.5,20.6,21.4,76.9,48.1,8.0,58.3,61.1,102.0,52.5
CHI,CHI @ ATL,11/06/2019,,W,12,88.0,112.0,-24.0,77.8,1.0,21.2,11.1,78.6,52.2,28.0,58.8,60.0,100.0,44.2
DET,DET vs. NYK,11/06/2019,,W,12,104.0,70.8,33.2,100.0,0.86,18.2,20.0,100.0,61.9,28.0,53.3,64.1,98.0,76.4
MIL,MIL @ LAC,11/06/2019,,W,12,103.3,112.9,-9.6,40.0,0.8,10.8,21.4,55.0,41.2,16.7,50.0,56.6,122.0,51.8
WAS,WAS @ IND,11/06/2019,,L,12,113.0,117.4,-4.3,70.0,7.0,20.0,33.3,46.2,39.3,4.3,46.0,49.4,92.0,51.4
LAL,LAL @ CHI,11/05/2019,,W,12,165.2,86.4,78.9,66.7,0.0,26.3,35.7,88.9,56.5,0.0,68.0,66.6,90.0,81.8
OKC,OKC vs. ORL,11/05/2019,,W,12,87.5,65.2,22.3,71.4,0.0,16.7,7.1,92.9,50.0,0.0,38.1,44.4,94.0,79.6
CLE,CLE vs. BOS,11/05/2019,,L,12,120.0,115.4,4.6,66.7,8.0,22.9,15.4,75.0,38.1,4.0,56.0,58.0,102.0,52.7
CHI,CHI vs. LAL,11/05/2019,,L,12,86.4,165.2,-78.9,71.4,0.71,17.9,11.1,64.3,43.5,31.8,60.7,58.6,90.0,18.2
DEN,DEN vs. MIA,11/05/2019,,W,12,80.0,80.0,0.0,80.0,1.14,22.9,20.0,60.0,44.0,28.0,50.0,50.0,100.0,59.1
SAS,SAS @ ATL,11/05/2019,,L,12,91.7,152.0,-60.3,37.5,0.6,9.7,28.6,63.6,44.0,20.8,42.9,47.4,98.0,17.6
IND,IND @ CHA,11/05/2019,,L,12,87.5,152.2,-64.7,55.6,0.83,16.7,20.0,60.0,40.0,25.0,52.6,54.0,94.0,17.3
ATL,ATL vs. SAS,11/05/2019,,W,12,152.0,91.7,60.3,53.8,3.5,19.4,36.4,71.4,56.0,8.0,69.6,72.9,98.0,82.4
CHA,CHA vs. IND,11/05/2019,,W,12,152.2,87.5,64.7,25.0,3.0,10.0,40.0,80.0,60.0,4.3,67.5,66.9,94.0,82.7
ORL,ORL @ OKC,11/05/2019,,L,12,65.2,87.5,-22.3,60.0,1.0,11.1,7.1,92.9,50.0,13.0,28.9,36.1,94.0,20.4
BOS,BOS @ CLE,11/05/2019,,W,12,115.4,120.0,-4.6,27.3,0.6,9.7,25.0,84.6,61.9,19.2,71.1,69.3,102.0,47.3
MIA,MIA @ DEN,11/05/2019,,L,12,80.0,80.0,0.0,62.5,0.83,13.9,40.0,80.0,56.0,24.0,38.6,40.6,100.0,40.9
MEM,MEM vs. HOU,11/04/2019,,L,12,100.0,92.0,8.0,44.4,2.0,11.4,41.2,60.0,50.0,8.3,34.6,40.7,98.0,75.6
WAS,WAS vs. DET,11/04/2019,,W,12,95.7,87.5,8.2,60.0,2.0,19.4,16.7,55.6,40.0,13.0,50.0,49.3,94.0,69.6
POR,POR @ GSW,11/04/2019,,L,12,116.7,137.9,-21.3,30.8,2.0,9.5,42.9,61.5,50.0,6.7,44.1,48.3,118.0,32.8
NOP,NOP @ BKN,11/04/2019,,L,12,112.5,129.2,-16.7,36.4,1.0,12.9,30.0,38.5,34.8,16.7,57.1,60.5,96.0,42.0
GSW,GSW vs. POR,11/04/2019,,W,12,137.9,116.7,21.3,55.6,2.5,12.8,38.5,57.1,50.0,6.9,45.5,64.0,118.0,67.2
PHX,PHX vs. PHI,11/04/2019,,W,12,126.9,103.8,23.1,54.5,2.0,17.6,18.2,81.8,50.0,11.5,59.5,66.1,104.0,65.3
MIL,MIL @ MIN,11/04/2019,,W,12,114.3,88.9,25.4,44.4,1.0,11.8,18.2,65.0,48.4,14.3,57.9,63.6,110.0,75.0
PHI,PHI @ PHX,11/04/2019,,L,12,103.8,126.9,-23.1,60.0,1.2,17.6,18.2,81.8,50.0,19.2,60.0,62.0,104.0,34.7
BKN,BKN vs. NOP,11/04/2019,,W,12,129.2,112.5,16.7,54.5,1.2,15.8,61.5,70.0,65.2,20.8,54.2,58.2,96.0,58.0
HOU,HOU @ MEM,11/04/2019,,W,12,92.0,100.0,-8.0,50.0,0.5,8.8,40.0,58.8,50.0,24.0,38.1,45.3,98.0,24.4
DET,DET @ WAS,11/04/2019,,L,12,87.5,95.7,-8.2,28.6,0.5,5.9,44.4,83.3,60.0,16.7,33.3,38.8,94.0,30.4
MIN,MIN vs. MIL,11/04/2019,,L,12,88.9,114.3,-25.4,50.0,1.67,12.8,35.0,81.8,51.6,11.1,38.3,38.9,110.0,25.0
MIA,MIA vs. HOU,11/03/2019,,W,12,111.1,107.4,3.7,80.0,1.6,21.6,18.2,100.0,59.1,18.5,61.9,65.9,108.0,57.1
UTA,UTA @ LAC,11/03/2019,,L,12,100.0,160.0,-60.0,16.7,0.17,3.7,11.1,33.3,23.8,24.0,50.0,63.8,100.0,9.2
SAC,SAC @ NYK,11/03/2019,,W,12,92.0,112.0,-20.0,57.1,1.0,11.4,40.0,81.8,57.7,16.0,42.1,45.7,100.0,36.0
HOU,HOU @ MIA,11/03/2019,,L,12,107.4,111.1,-3.7,70.0,1.4,20.6,0.0,81.8,40.9,18.5,65.0,66.6,108.0,42.9
CLE,CLE vs. DAL,11/03/2019,,L,12,100.0,164.0,-64.0,57.1,1.33,11.8,31.3,50.0,38.5,12.0,40.0,47.8,100.0,22.8
CHI,CHI @ IND,11/03/2019,,L,12,75.0,81.5,-6.5,80.0,0.67,11.1,25.0,84.6,51.7,21.4,36.1,43.5,110.0,50.0
SAS,SAS vs. LAL,11/03/2019,,L,12,96.0,104.0,-8.0,55.6,0.83,16.7,0.0,73.3,47.8,24.0,59.4,62.9,100.0,45.8
DAL,DAL @ CLE,11/03/2019,,W,12,164.0,100.0,64.0,75.0,4.0,28.6,50.0,68.8,61.5,12.0,71.2,73.8,100.0,77.2
LAL,LAL @ SAS,11/03/2019,,W,12,104.0,96.0,8.0,40.0,1.33,12.1,26.7,100.0,52.2,12.0,50.0,52.1,100.0,54.2
IND,IND vs. CHI,11/03/2019,,W,12,81.5,75.0,6.5,28.6,0.33,6.5,15.4,75.0,48.3,22.2,39.5,47.9,110.0,50.0
NYK,NYK vs. SAC,11/03/2019,,L,12,112.0,92.0,20.0,55.6,1.0,15.6,18.2,60.0,42.3,20.0,55.3,62.2,100.0,64.0
LAC,LAC vs. UTA,11/03/2019,,W,12,160.0,100.0,60.0,41.7,5.0,13.2,66.7,88.9,76.2,4.0,58.3,66.3,100.0,90.8
MIL,MIL vs. TOR,11/02/2019,,W,12,87.0,65.2,21.7,66.7,0.8,12.1,40.0,68.8,54.8,21.7,35.0,42.5,92.0,73.0
MEM,MEM vs. PHX,11/02/2019,,L,12,150.0,133.3,16.7,57.1,8.0,22.2,36.4,100.0,63.2,4.2,65.2,67.9,96.0,55.8
ORL,ORL vs. DEN,11/02/2019,,L,12,104.3,95.7,8.7,72.7,1.6,24.2,33.3,76.9,59.1,21.7,60.0,60.0,92.0,54.7
WAS,WAS vs. MIN,11/02/2019,,L,12,132.1,89.3,42.9,61.5,2.0,21.1,18.2,90.0,52.4,14.3,69.6,72.2,112.0,70.0
GSW,GSW vs. CHA,11/02/2019,,L,12,72.7,113.6,-40.9,66.7,0.8,14.3,16.7,46.7,33.3,22.7,44.1,44.7,88.0,20.4
CHA,CHA @ GSW,11/02/2019,,W,12,113.6,72.7,40.9,55.6,1.0,14.3,53.3,83.3,66.7,22.7,47.6,50.1,88.0,79.6
BKN,BKN @ DET,11/02/2019,,L,12,137.0,129.6,7.4,46.2,2.0,16.7,33.3,78.6,60.9,11.1,69.0,72.8,108.0,54.8
NOP,NOP @ OKC,11/02/2019,,L,12,69.2,77.8,-8.5,37.5,0.5,8.8,29.4,85.7,54.8,23.1,37.5,36.2,106.0,37.8
PHI,PHI @ POR,11/02/2019,,W,12,154.2,108.3,45.8,62.5,5.0,25.6,50.0,100.0,72.2,8.3,67.3,68.8,96.0,69.0
MIN,MIN @ WAS,11/02/2019,,W,12,89.3,132.1,-42.9,50.0,0.63,14.7,10.0,81.8,47.6,28.6,65.8,62.9,112.0,30.0
OKC,OKC vs. NOP,11/02/2019,,W,12,77.8,69.2,8.5,0.0,0.0,0.0,14.3,70.6,45.2,18.5,37.5,46.4,106.0,62.2
DEN,DEN @ ORL,11/02/2019,,W,12,95.7,104.3,-8.7,87.5,1.75,21.2,23.1,66.7,40.9,17.4,47.4,50.8,92.0,45.3
DET,DET vs. BKN,11/02/2019,,W,12,129.6,137.0,-7.4,50.0,0.0,16.7,21.4,66.7,39.1,0.0,54.2,59.8,108.0,45.2
