index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
456,GSW,GSW @ WAS,2020-02-03,W,36,99,34,67,0.5074626865671642,13,23,0.5652173913043478,18,24,0.75,7,26,33,26,9,4,6,19,13,0,WAS,86,30,65,0.4615384615384616,5,16,0.3125,21,26,0.8076923076923077,2,27,29,21,6,4,3,18,78.52764705882353,78.52764705882353,104.7035294117647,126.07024876963526,109.51556963826903,8,2020-02-03,16,33.0
457,DET,DET @ MEM,2020-02-03,L,36,63,26,79,0.3291139240506329,6,19,0.3157894736842105,5,7,0.7142857142857143,14,29,43,16,11,4,0,11,-9,0,MEM,72,31,67,0.4626865671641791,2,13,0.15384615384615385,8,10,0.8,4,32,36,19,8,5,11,14,74.9356719367589,74.9356719367589,99.91422924901185,84.0721092795006,96.08241060514354,-14,2020-02-03,16,21.0
458,DAL,DAL @ IND,2020-02-03,W,36,82,27,63,0.42857142857142855,14,32,0.4375,14,15,0.9333333333333332,6,28,34,16,10,3,2,10,5,0,IND,77,34,72,0.4722222222222222,6,26,0.2307692307692308,3,5,0.6,6,25,31,22,4,6,5,13,71.1846110056926,71.1846110056926,94.9128146742568,115.19343695429127,108.1694468961028,9,2020-02-03,16,27.333333333333332
459,CLE,CLE vs. NYK,2020-02-03,L,36,100,38,63,0.6031746031746031,14,27,0.5185185185185185,10,12,0.8333333333333334,4,20,24,24,12,5,1,12,5,1,NYK,95,40,69,0.5797101449275363,6,16,0.375,9,14,0.6428571428571429,6,20,26,24,10,9,1,13,76.39044871794871,76.39044871794871,101.85393162393162,130.90641785496408,124.3610969622159,0,2020-02-03,16,33.333333333333336
460,CHA,CHA vs. ORL,2020-02-03,L,36,77,32,63,0.5079365079365079,6,18,0.3333333333333333,7,11,0.6363636363636364,9,23,32,20,12,7,2,11,-8,1,ORL,85,35,65,0.5384615384615384,10,25,0.4,5,10,0.5,7,19,26,29,8,7,2,10,69.12410714285714,69.12410714285714,92.16547619047618,111.39384388845114,122.96723026647204,-12,2020-02-03,16,25.666666666666668
461,BOS,BOS @ ATL,2020-02-03,W,36,95,38,72,0.5277777777777778,11,27,0.4074074074074074,8,10,0.8,8,24,32,16,5,5,3,15,11,0,ATL,84,31,59,0.5254237288135594,10,24,0.4166666666666667,12,14,0.8571428571428571,4,23,27,16,12,3,5,14,71.9658064516129,71.9658064516129,95.95440860215054,132.00713600545063,116.72209920481949,8,2020-02-03,16,31.666666666666668
462,BKN,BKN vs. PHX,2020-02-03,W,36,90,33,67,0.4925373134328358,10,22,0.4545454545454545,14,17,0.8235294117647058,6,28,34,21,13,6,5,19,17,1,PHX,73,30,71,0.4225352112676056,4,13,0.3076923076923077,9,13,0.6923076923076923,11,22,33,17,10,5,3,17,76.41534798534798,76.41534798534798,101.88713064713063,117.77738683759809,95.53054710160734,22,2020-02-03,16,30.0
463,ATL,ATL vs. BOS,2020-02-03,L,36,84,31,59,0.5254237288135594,10,24,0.4166666666666667,12,14,0.8571428571428571,4,23,27,16,12,3,5,14,-11,1,BOS,95,38,72,0.5277777777777778,11,27,0.4074074074074074,8,10,0.8,8,24,32,16,5,5,3,15,71.9658064516129,71.9658064516129,95.95440860215054,116.72209920481949,132.00713600545063,-8,2020-02-03,16,28.0
464,TOR,TOR vs. CHI,2020-02-02,W,36,95,35,67,0.5223880597014925,10,25,0.4,15,17,0.8823529411764706,12,23,35,20,11,4,4,11,10,1,CHI,85,30,70,0.42857142857142855,14,37,0.3783783783783784,11,16,0.6875,11,19,30,23,12,7,0,15,73.04937381404176,73.04937381404176,97.399165085389,130.04902717145376,116.3596558902481,27,2020-02-02,15,31.666666666666668
465,PHX,PHX @ MIL,2020-02-02,L,36,80,31,83,0.3734939759036144,3,14,0.21428571428571427,15,17,0.8823529411764706,15,28,43,16,9,7,2,19,-17,0,MIL,97,36,76,0.4736842105263158,10,28,0.35714285714285715,15,22,0.6818181818181818,13,35,48,23,12,3,10,18,82.66863414634146,82.66863414634146,110.22484552845528,96.7718903621688,117.33591706412967,-21,2020-02-02,15,26.666666666666668
466,NOP,NOP @ HOU,2020-02-02,L,36,93,37,72,0.5138888888888888,10,24,0.4166666666666667,9,11,0.8181818181818182,13,38,51,20,21,3,3,11,1,0,HOU,92,32,79,0.4050632911392405,13,38,0.34210526315789475,15,18,0.8333333333333334,4,18,22,17,4,12,3,13,83.55281874039939,83.55281874039939,111.40375832053252,111.30683728211879,110.10998956940783,-8,2020-02-02,15,31.0
467,MIL,MIL vs. PHX,2020-02-02,W,36,97,36,76,0.4736842105263158,10,28,0.35714285714285715,15,22,0.6818181818181818,13,35,48,23,12,3,10,18,17,1,PHX,80,31,83,0.3734939759036144,3,14,0.21428571428571427,15,17,0.8823529411764706,15,28,43,16,9,7,2,19,82.66863414634146,82.66863414634146,110.22484552845528,117.33591706412967,96.7718903621688,21,2020-02-02,15,32.333333333333336
468,HOU,HOU vs. NOP,2020-02-02,W,36,92,32,79,0.4050632911392405,13,38,0.34210526315789475,15,18,0.8333333333333334,4,18,22,17,4,12,3,13,-1,1,NOP,93,37,72,0.5138888888888888,10,24,0.4166666666666667,9,11,0.8181818181818182,13,38,51,20,21,3,3,11,83.55281874039939,83.55281874039939,111.40375832053252,110.10998956940783,111.30683728211879,8,2020-02-02,15,30.666666666666668
469,DET,DET vs. DEN,2020-02-02,W,36,90,33,67,0.4925373134328358,12,25,0.48,12,18,0.6666666666666666,7,19,26,24,8,4,1,13,1,1,DEN,89,36,66,0.5454545454545454,6,21,0.2857142857142857,11,14,0.7857142857142857,9,26,35,22,10,4,6,12,72.88258658008658,72.88258658008658,97.1767821067821,123.48628694880917,122.11421709382239,0,2020-02-02,15,30.0
470,DEN,DEN @ DET,2020-02-02,L,36,89,36,66,0.5454545454545454,6,21,0.2857142857142857,11,14,0.7857142857142857,9,26,35,22,10,4,6,12,-1,0,DET,90,33,67,0.4925373134328358,12,25,0.48,12,18,0.6666666666666666,7,19,26,24,8,4,1,13,72.88258658008658,72.88258658008658,97.1767821067821,122.11421709382239,123.48628694880917,0,2020-02-02,15,29.666666666666668
471,CHI,CHI @ TOR,2020-02-02,L,36,85,30,70,0.42857142857142855,14,37,0.3783783783783784,11,16,0.6875,11,19,30,23,12,7,0,15,-10,0,TOR,95,35,67,0.5223880597014925,10,25,0.4,15,17,0.8823529411764706,12,23,35,20,11,4,4,11,73.04937381404176,73.04937381404176,97.399165085389,116.3596558902481,130.04902717145376,-27,2020-02-02,15,28.333333333333332
472,WAS,WAS vs. BKN,2020-02-01,W,36,81,33,79,0.4177215189873418,7,25,0.28,8,12,0.6666666666666666,13,23,36,15,7,8,7,14,-3,1,BKN,84,30,67,0.4477611940298508,15,36,0.4166666666666667,9,14,0.6428571428571429,5,33,38,20,14,3,6,12,78.21017857142857,78.21017857142857,104.28023809523809,103.56708228970928,107.4029001522911,6,2020-02-01,15,27.0
473,UTA,UTA @ POR,2020-02-01,L,36,83,29,69,0.42028985507246375,16,31,0.5161290322580645,9,9,1.0,7,19,26,15,5,5,3,9,-11,0,POR,94,37,71,0.5211267605633803,12,23,0.5217391304347826,8,8,1.0,12,28,40,17,9,2,4,13,69.07870967741935,69.07870967741935,92.10494623655913,120.15279438135087,136.07665869695157,-17,2020-02-01,15,27.666666666666668
474,SAS,SAS vs. CHA,2020-02-01,W,36,79,31,64,0.484375,5,18,0.2777777777777778,12,18,0.6666666666666666,4,25,29,18,9,9,1,8,5,1,CHA,74,30,62,0.4838709677419355,7,23,0.3043478260869565,7,8,0.875,3,24,27,25,13,3,6,16,74.84357142857144,74.84357142857144,99.79142857142858,105.55348775064179,98.87288726009486,24,2020-02-01,15,26.333333333333332
475,SAC,SAC vs. LAL,2020-02-01,L,36,89,30,70,0.42857142857142855,12,36,0.3333333333333333,17,20,0.85,10,22,32,16,11,3,3,19,-15,1,LAL,104,36,68,0.5294117647058824,16,33,0.4848484848484849,16,20,0.8,10,24,34,29,9,7,3,15,75.35588235294117,75.35588235294117,100.47450980392155,118.10624097420086,138.01178720580776,-16,2020-02-01,15,29.666666666666668
476,POR,POR vs. UTA,2020-02-01,W,36,94,37,71,0.5211267605633803,12,23,0.5217391304347826,8,8,1.0,12,28,40,17,9,2,4,13,11,1,UTA,83,29,69,0.42028985507246375,16,31,0.5161290322580645,9,9,1.0,7,19,26,15,5,5,3,9,69.07870967741935,69.07870967741935,92.10494623655913,136.07665869695157,120.15279438135087,17,2020-02-01,15,31.333333333333332
477,PHI,PHI @ BOS,2020-02-01,L,36,67,23,64,0.359375,4,24,0.16666666666666666,17,21,0.8095238095238095,8,27,35,11,11,5,2,19,-19,0,BOS,86,28,61,0.459016393442623,5,22,0.2272727272727273,25,31,0.8064516129032258,7,28,35,10,9,7,1,14,74.3907026143791,74.3907026143791,99.18760348583879,90.06501840332056,115.60584451769505,-21,2020-02-01,15,22.333333333333332
478,ORL,ORL vs. MIA,2020-02-01,L,36,67,27,65,0.4153846153846154,7,23,0.3043478260869565,6,8,0.75,6,24,30,16,9,5,3,13,-9,1,MIA,76,26,58,0.4482758620689655,11,22,0.5,13,17,0.7647058823529411,7,29,36,18,10,5,7,8,68.64905069124424,68.64905069124424,91.53206758832565,97.59785361248329,110.70801305296611,-13,2020-02-01,15,22.333333333333332
479,NYK,NYK @ IND,2020-02-01,W,36,72,25,61,0.4098360655737705,7,21,0.3333333333333333,15,21,0.7142857142857143,11,29,40,17,11,4,0,16,1,0,IND,71,27,58,0.4655172413793103,6,15,0.4,11,18,0.6111111111111112,4,23,27,17,9,4,1,17,69.05852049910874,69.05852049910874,92.07802733214498,104.25940127247473,102.81135403257926,7,2020-02-01,15,24.0
480,MIN,MIN @ LAC,2020-02-01,L,36,86,29,65,0.4461538461538462,6,29,0.20689655172413796,22,27,0.8148148148148148,6,24,30,21,12,8,3,17,-12,0,LAC,98,37,70,0.5285714285714286,8,23,0.3478260869565217,16,18,0.8888888888888888,7,26,33,15,11,7,4,21,80.4021370967742,80.4021370967742,107.20284946236559,106.96233098442154,121.88730740085248,-12,2020-02-01,15,28.666666666666668
481,MIA,MIA @ ORL,2020-02-01,W,36,76,26,58,0.4482758620689655,11,22,0.5,13,17,0.7647058823529411,7,29,36,18,10,5,7,8,9,0,ORL,67,27,65,0.4153846153846154,7,23,0.3043478260869565,6,8,0.75,6,24,30,16,9,5,3,13,68.64905069124424,68.64905069124424,91.53206758832565,110.70801305296611,97.59785361248329,13,2020-02-01,15,25.333333333333332
482,LAL,LAL @ SAC,2020-02-01,W,36,104,36,68,0.5294117647058824,16,33,0.4848484848484849,16,20,0.8,10,24,34,29,9,7,3,15,15,0,SAC,89,30,70,0.42857142857142855,12,36,0.3333333333333333,17,20,0.85,10,22,32,16,11,3,3,19,75.35588235294117,75.35588235294117,100.47450980392155,138.01178720580776,118.10624097420086,16,2020-02-01,15,34.666666666666664
483,LAC,LAC vs. MIN,2020-02-01,W,36,98,37,70,0.5285714285714286,8,23,0.3478260869565217,16,18,0.8888888888888888,7,26,33,15,11,7,4,21,12,1,MIN,86,29,65,0.4461538461538462,6,29,0.20689655172413796,22,27,0.8148148148148148,6,24,30,21,12,8,3,17,80.4021370967742,80.4021370967742,107.20284946236559,121.88730740085248,106.96233098442154,12,2020-02-01,15,32.666666666666664
484,IND,IND vs. NYK,2020-02-01,L,36,71,27,58,0.4655172413793103,6,15,0.4,11,18,0.6111111111111112,4,23,27,17,9,4,1,17,-1,1,NYK,72,25,61,0.4098360655737705,7,21,0.3333333333333333,15,21,0.7142857142857143,11,29,40,17,11,4,0,16,69.05852049910874,69.05852049910874,92.07802733214498,102.81135403257926,104.25940127247473,-7,2020-02-01,15,23.666666666666668
488,CHA,CHA @ SAS,2020-02-01,L,36,74,30,62,0.4838709677419355,7,23,0.3043478260869565,7,8,0.875,3,24,27,25,13,3,6,16,-5,0,SAS,79,31,64,0.484375,5,18,0.2777777777777778,12,18,0.6666666666666666,4,25,29,18,9,9,1,8,74.84357142857144,74.84357142857144,99.79142857142858,98.87288726009486,105.55348775064179,-24,2020-02-01,15,24.666666666666668
489,BOS,BOS vs. PHI,2020-02-01,W,36,86,28,61,0.459016393442623,5,22,0.2272727272727273,25,31,0.8064516129032258,7,28,35,10,9,7,1,14,19,1,PHI,67,23,64,0.359375,4,24,0.16666666666666666,17,21,0.8095238095238095,8,27,35,11,11,5,2,19,74.3907026143791,74.3907026143791,99.18760348583879,115.60584451769505,90.06501840332056,21,2020-02-01,15,28.666666666666668
490,BKN,BKN @ WAS,2020-02-01,L,36,84,30,67,0.4477611940298508,15,36,0.4166666666666667,9,14,0.6428571428571429,5,33,38,20,14,3,6,12,3,0,WAS,81,33,79,0.4177215189873418,7,25,0.28,8,12,0.6666666666666666,13,23,36,15,7,8,7,14,78.21017857142857,78.21017857142857,104.28023809523809,107.4029001522911,103.56708228970928,-6,2020-02-01,15,28.0
492,TOR,TOR @ DET,2020-01-31,W,36,78,32,64,0.5,9,22,0.4090909090909091,5,7,0.7142857142857143,7,23,30,19,13,5,6,19,9,0,DET,69,19,55,0.34545454545454546,10,29,0.3448275862068966,21,25,0.84,10,22,32,14,16,4,6,9,70.43122257053292,70.43122257053292,93.90829676071056,110.7463382761635,97.96791462891386,13,2020-01-31,15,26.0
493,POR,POR @ LAL,2020-01-31,W,36,103,38,73,0.5205479452054794,12,28,0.42857142857142855,15,19,0.7894736842105263,3,21,24,22,4,9,7,19,7,0,LAL,96,36,69,0.5217391304347826,8,20,0.4,16,24,0.6666666666666666,14,32,46,22,17,2,9,16,81.43299999999999,81.43299999999999,108.57733333333331,126.48434909680353,117.88832537177805,8,2020-01-31,15,34.333333333333336
494,PHX,PHX vs. OKC,2020-01-31,L,36,81,29,55,0.5272727272727272,6,16,0.375,17,18,0.9444444444444444,6,22,28,16,13,4,5,15,2,1,OKC,79,32,75,0.4266666666666667,5,24,0.20833333333333331,10,12,0.8333333333333334,14,19,33,19,9,9,4,18,69.7152111111111,69.7152111111111,92.9536148148148,116.18698230849989,113.31816793051223,-4,2020-01-31,15,27.0
495,OKC,OKC @ PHX,2020-01-31,W,36,79,32,75,0.4266666666666667,5,24,0.20833333333333331,10,12,0.8333333333333334,14,19,33,19,9,9,4,18,-2,0,PHX,81,29,55,0.5272727272727272,6,16,0.375,17,18,0.9444444444444444,6,22,28,16,13,4,5,15,69.7152111111111,69.7152111111111,92.9536148148148,113.31816793051223,116.18698230849989,4,2020-01-31,15,26.333333333333332
497,MIL,MIL vs. DEN,2020-01-31,L,36,91,33,77,0.42857142857142855,11,33,0.3333333333333333,14,23,0.6086956521739131,7,30,37,21,8,6,5,10,-9,1,DEN,100,38,81,0.4691358024691358,18,37,0.4864864864864865,6,6,1.0,7,36,43,25,9,5,10,15,85.11560967944689,85.11560967944689,113.48747957259584,106.91340911815618,117.4872627672046,-12,2020-01-31,15,30.333333333333332
499,LAL,LAL vs. POR,2020-01-31,L,36,96,36,69,0.5217391304347826,8,20,0.4,16,24,0.6666666666666666,14,32,46,22,17,2,9,16,-7,1,POR,103,38,73,0.5205479452054794,12,28,0.42857142857142855,15,19,0.7894736842105263,3,21,24,22,4,9,7,19,81.43299999999999,81.43299999999999,108.57733333333331,117.88832537177805,126.48434909680353,-8,2020-01-31,15,32.0
500,HOU,HOU vs. DAL,2020-01-31,W,36,101,36,77,0.4675324675324675,16,34,0.4705882352941176,13,15,0.8666666666666667,7,26,33,19,6,8,3,17,16,1,DAL,85,28,66,0.42424242424242425,10,27,0.3703703703703704,19,25,0.76,10,28,38,18,13,2,7,12,78.96577777777777,78.96577777777777,105.2877037037037,127.90350813010419,107.64156624810748,7,2020-01-31,15,33.666666666666664
501,DET,DET vs. TOR,2020-01-31,L,36,69,19,55,0.34545454545454546,10,29,0.3448275862068966,21,25,0.84,10,22,32,14,16,4,6,9,-9,1,TOR,78,32,64,0.5,9,22,0.4090909090909091,5,7,0.7142857142857143,7,23,30,19,13,5,6,19,70.43122257053292,70.43122257053292,93.90829676071056,97.96791462891386,110.7463382761635,-13,2020-01-31,15,23.0
502,DEN,DEN @ MIL,2020-01-31,W,36,100,38,81,0.4691358024691358,18,37,0.4864864864864865,6,6,1.0,7,36,43,25,9,5,10,15,9,0,MIL,91,33,77,0.42857142857142855,11,33,0.3333333333333333,14,23,0.6086956521739131,7,30,37,21,8,6,5,10,85.11560967944689,85.11560967944689,113.48747957259584,117.4872627672046,106.91340911815618,12,2020-01-31,15,33.333333333333336
503,DAL,DAL @ HOU,2020-01-31,L,36,85,28,66,0.42424242424242425,10,27,0.3703703703703704,19,25,0.76,10,28,38,18,13,2,7,12,-16,0,HOU,101,36,77,0.4675324675324675,16,34,0.4705882352941176,13,15,0.8666666666666667,7,26,33,19,6,8,3,17,78.96577777777777,78.96577777777777,105.2877037037037,107.64156624810748,127.90350813010419,-7,2020-01-31,15,28.333333333333332
504,CHI,CHI @ BKN,2020-01-31,L,36,96,34,65,0.5230769230769231,10,27,0.3703703703703704,18,20,0.9,8,16,24,23,12,6,2,14,-7,0,BKN,103,39,60,0.65,12,23,0.5217391304347826,13,16,0.8125,4,22,26,26,18,7,4,17,78.03033333333335,78.03033333333335,104.04044444444446,123.02907843530933,131.99994873788395,-15,2020-01-31,15,32.0
505,BKN,BKN vs. CHI,2020-01-31,W,36,103,39,60,0.65,12,23,0.5217391304347826,13,16,0.8125,4,22,26,26,18,7,4,17,7,1,CHI,96,34,65,0.5230769230769231,10,27,0.3703703703703704,18,20,0.9,8,16,24,23,12,6,2,14,78.03033333333335,78.03033333333335,104.04044444444446,131.99994873788395,123.02907843530933,15,2020-01-31,15,34.333333333333336
506,WAS,WAS vs. CHA,2020-01-30,W,36,86,29,68,0.4264705882352941,10,29,0.3448275862068966,18,20,0.9,16,31,47,17,14,1,5,20,7,1,CHA,79,32,74,0.4324324324324325,5,19,0.2631578947368421,10,16,0.625,12,19,31,24,6,7,4,18,72.39101661129568,72.39101661129568,96.52135548172757,118.79927099487757,109.12956289064336,14,2020-01-30,15,28.666666666666668
507,UTA,UTA @ DEN,2020-01-30,L,36,70,26,54,0.4814814814814815,13,27,0.4814814814814815,5,8,0.625,3,22,25,21,16,4,6,9,-6,0,DEN,76,32,66,0.4848484848484849,7,19,0.3684210526315789,5,6,0.8333333333333334,7,26,33,19,9,7,4,9,69.3596551724138,69.3596551724138,92.47954022988506,100.92322377611947,109.57378581407258,-6,2020-01-30,15,23.333333333333332
508,TOR,TOR @ CLE,2020-01-30,W,36,88,33,62,0.532258064516129,9,21,0.42857142857142855,13,19,0.6842105263157895,4,21,25,18,9,11,2,14,12,0,CLE,76,29,66,0.4393939393939394,9,29,0.3103448275862069,9,10,0.9,10,28,38,17,19,4,1,14,75.47514112903225,75.47514112903225,100.63352150537634,116.59468095535624,100.69540627962583,6,2020-01-30,15,29.333333333333332
509,SAC,SAC @ LAC,2020-01-30,W,36,85,31,64,0.484375,18,33,0.5454545454545454,5,8,0.625,9,30,39,21,10,5,6,12,14,0,LAC,71,26,75,0.3466666666666667,9,23,0.39130434782608703,10,11,0.9090909090909092,10,22,32,19,8,5,3,13,70.62060483870968,70.62060483870968,94.1608064516129,120.36147268085766,100.53723012165759,21,2020-01-30,15,28.333333333333332
510,PHI,PHI @ ATL,2020-01-30,L,36,92,32,63,0.5079365079365079,7,21,0.3333333333333333,21,30,0.7,6,28,34,18,11,8,2,16,-7,0,ATL,99,32,69,0.463768115942029,9,29,0.3103448275862069,26,29,0.8965517241379308,7,30,37,22,11,4,2,18,82.07683333333333,82.07683333333333,109.43577777777776,112.09009444402705,120.61868858650737,-10,2020-01-30,15,30.666666666666668
511,LAC,LAC vs. SAC,2020-01-30,L,36,71,26,75,0.3466666666666667,9,23,0.39130434782608703,10,11,0.9090909090909092,10,22,32,19,8,5,3,13,-14,1,SAC,85,31,64,0.484375,18,33,0.5454545454545454,5,8,0.625,9,30,39,21,10,5,6,12,70.62060483870968,70.62060483870968,94.1608064516129,100.53723012165759,120.36147268085766,-21,2020-01-30,15,23.666666666666668
512,GSW,GSW @ BOS,2020-01-30,L,36,79,26,59,0.4406779661016949,9,30,0.3,18,21,0.8571428571428571,3,20,23,17,13,6,4,14,-12,0,BOS,91,32,68,0.4705882352941176,11,27,0.4074074074074074,16,18,0.8888888888888888,12,26,38,23,17,8,2,18,77.25112068965518,77.25112068965518,103.00149425287357,102.26388859440716,117.79764382393736,-15,2020-01-30,15,26.333333333333332
513,DEN,DEN vs. UTA,2020-01-30,W,36,76,32,66,0.4848484848484849,7,19,0.3684210526315789,5,6,0.8333333333333334,7,26,33,19,9,7,4,9,6,1,UTA,70,26,54,0.4814814814814815,13,27,0.4814814814814815,5,8,0.625,3,22,25,21,16,4,6,9,69.3596551724138,69.3596551724138,92.47954022988506,109.57378581407258,100.92322377611947,6,2020-01-30,15,25.333333333333332
514,CLE,CLE vs. TOR,2020-01-30,L,36,76,29,66,0.4393939393939394,9,29,0.3103448275862069,9,10,0.9,10,28,38,17,19,4,1,14,-12,1,TOR,88,33,62,0.532258064516129,9,21,0.42857142857142855,13,19,0.6842105263157895,4,21,25,18,9,11,2,14,75.47514112903225,75.47514112903225,100.63352150537634,100.69540627962583,116.59468095535624,-6,2020-01-30,15,25.333333333333332
515,CHA,CHA @ WAS,2020-01-30,L,36,79,32,74,0.4324324324324325,5,19,0.2631578947368421,10,16,0.625,12,19,31,24,6,7,4,18,-7,0,WAS,86,29,68,0.4264705882352941,10,29,0.3448275862068966,18,20,0.9,16,31,47,17,14,1,5,20,72.39101661129568,72.39101661129568,96.52135548172757,109.12956289064336,118.79927099487757,-14,2020-01-30,15,26.333333333333332
516,BOS,BOS vs. GSW,2020-01-30,W,36,91,32,68,0.4705882352941176,11,27,0.4074074074074074,16,18,0.8888888888888888,12,26,38,23,17,8,2,18,12,1,GSW,79,26,59,0.4406779661016949,9,30,0.3,18,21,0.8571428571428571,3,20,23,17,13,6,4,14,77.25112068965518,77.25112068965518,103.00149425287357,117.79764382393736,102.26388859440716,15,2020-01-30,15,30.333333333333332
517,ATL,ATL vs. PHI,2020-01-30,W,36,99,32,69,0.463768115942029,9,29,0.3103448275862069,26,29,0.8965517241379308,7,30,37,22,11,4,2,18,7,1,PHI,92,32,63,0.5079365079365079,7,21,0.3333333333333333,21,30,0.7,6,28,34,18,11,8,2,16,82.07683333333333,82.07683333333333,109.43577777777776,120.61868858650737,112.09009444402705,10,2020-01-30,15,33.0
518,UTA,UTA @ SAS,2020-01-29,L,36,94,28,63,0.4444444444444444,14,31,0.4516129032258064,24,33,0.7272727272727273,8,23,31,13,10,2,0,17,-4,0,SAS,98,36,63,0.5714285714285714,5,21,0.2380952380952381,21,22,0.9545454545454546,2,24,26,19,5,4,1,20,75.66315,75.66315,100.88419999999999,124.23484880024161,129.52143811089016,-7,2020-01-29,15,31.333333333333332
519,SAS,SAS vs. UTA,2020-01-29,W,36,98,36,63,0.5714285714285714,5,21,0.2380952380952381,21,22,0.9545454545454546,2,24,26,19,5,4,1,20,4,1,UTA,94,28,63,0.4444444444444444,14,31,0.4516129032258064,24,33,0.7272727272727273,8,23,31,13,10,2,0,17,75.66315,75.66315,100.88419999999999,129.52143811089016,124.23484880024161,7,2020-01-29,15,32.666666666666664
520,SAC,SAC vs. OKC,2020-01-29,L,36,76,33,66,0.5,7,27,0.25925925925925924,3,7,0.42857142857142855,5,19,24,17,12,4,1,17,-20,1,OKC,96,35,67,0.5223880597014925,13,29,0.4482758620689655,13,15,0.8666666666666667,9,25,34,27,11,8,3,12,73.95464285714286,73.95464285714286,98.60619047619048,102.76569132624726,129.80929430683864,-20,2020-01-29,15,25.333333333333332
521,POR,POR vs. HOU,2020-01-29,W,36,97,36,65,0.5538461538461539,11,26,0.4230769230769231,14,19,0.7368421052631579,5,29,34,19,16,8,7,11,15,1,HOU,82,33,74,0.4459459459459459,14,36,0.3888888888888889,2,4,0.5,7,22,29,17,14,7,4,16,81.96171296296296,81.96171296296296,109.28228395061728,118.34794136602851,100.04671331973545,13,2020-01-29,15,32.333333333333336
522,OKC,OKC @ SAC,2020-01-29,W,36,96,35,67,0.5223880597014925,13,29,0.4482758620689655,13,15,0.8666666666666667,9,25,34,27,11,8,3,12,20,0,SAC,76,33,66,0.5,7,27,0.25925925925925924,3,7,0.42857142857142855,5,19,24,17,12,4,1,17,73.95464285714286,73.95464285714286,98.60619047619048,129.80929430683864,102.76569132624726,20,2020-01-29,15,32.0
523,NYK,NYK vs. MEM,2020-01-29,L,36,84,34,76,0.4473684210526316,8,22,0.3636363636363637,8,16,0.5,8,26,34,23,9,7,5,17,-12,1,MEM,96,32,64,0.5,9,21,0.42857142857142855,23,26,0.8846153846153846,4,33,37,19,9,3,2,14,80.7329430894309,80.7329430894309,107.6439241192412,104.04674570943122,118.91056652506427,-21,2020-01-29,15,28.0
