index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
1030,HOU,HOU @ GSW,2019-12-25,L,36,87,31,80,0.3875,14,40,0.35,11,11,1.0,13,25,38,17,9,7,1,15,-5,0,GSW,92,35,71,0.4929577464788733,5,18,0.2777777777777778,17,18,0.9444444444444444,10,31,41,22,12,7,7,14,78.55180194805195,78.55180194805195,104.73573593073593,110.75493857866563,117.12016493376134,-12,2019-12-25,10,29.0
1031,GSW,GSW vs. HOU,2019-12-25,W,36,92,35,71,0.4929577464788733,5,18,0.2777777777777778,17,18,0.9444444444444444,10,31,41,22,12,7,7,14,5,1,HOU,87,31,80,0.3875,14,40,0.35,11,11,1.0,13,25,38,17,9,7,1,15,78.55180194805195,78.55180194805195,104.73573593073593,117.12016493376134,110.75493857866563,12,2019-12-25,10,30.666666666666668
1032,DEN,DEN vs. NOP,2019-12-25,L,36,80,30,71,0.4225352112676056,8,23,0.3478260869565217,12,16,0.75,10,19,29,19,10,10,2,11,-4,1,NOP,84,31,63,0.492063492063492,12,33,0.3636363636363637,10,10,1.0,8,27,35,16,18,7,4,12,75.19902902902902,75.19902902902902,100.26537203870535,106.38435234199322,111.7035699590929,-12,2019-12-25,10,26.666666666666668
1033,BOS,BOS @ TOR,2019-12-25,W,36,88,34,69,0.4927536231884058,12,23,0.5217391304347826,8,9,0.8888888888888888,11,24,35,21,14,5,1,16,19,0,TOR,69,26,56,0.4642857142857143,6,18,0.3333333333333333,11,15,0.7333333333333333,5,19,24,14,15,10,5,10,72.16692528735632,72.16692528735632,96.22256704980842,121.93951682103553,95.61166659831194,16,2019-12-25,10,29.333333333333332
1034,WAS,WAS @ NYK,2019-12-23,W,36,94,39,80,0.4875,8,21,0.3809523809523809,8,17,0.4705882352941176,15,24,39,21,7,9,6,9,3,0,NYK,91,34,67,0.5074626865671642,13,25,0.52,10,13,0.7692307692307693,5,23,28,24,10,3,9,16,76.29748185117967,76.29748185117967,101.72997580157289,123.2019690811678,119.2699913445348,6,2019-12-23,10,31.333333333333332
1035,UTA,UTA @ MIA,2019-12-23,L,36,81,30,65,0.4615384615384616,9,23,0.39130434782608703,12,16,0.75,6,28,34,13,9,9,6,15,5,0,MIA,76,26,69,0.37681159420289856,6,20,0.3,18,21,0.8571428571428571,10,32,42,13,11,6,2,13,75.38947368421054,75.38947368421054,100.51929824561405,107.4420552918179,100.8098296565205,-3,2019-12-23,10,27.0
1036,TOR,TOR @ IND,2019-12-23,L,36,79,30,69,0.43478260869565216,7,27,0.25925925925925924,12,14,0.8571428571428571,9,31,40,23,12,2,5,14,1,0,IND,78,30,68,0.4411764705882353,10,28,0.35714285714285715,8,15,0.5333333333333333,10,23,33,23,8,6,8,14,73.47318216463414,73.47318216463414,97.96424288617885,107.52222467101222,106.16118385239182,0,2019-12-23,10,26.333333333333332
1037,SAS,SAS @ MEM,2019-12-23,W,36,108,44,67,0.6567164179104478,12,18,0.6666666666666666,8,11,0.7272727272727273,2,31,33,26,7,6,4,10,19,0,MEM,89,35,75,0.4666666666666667,12,29,0.4137931034482759,7,11,0.6363636363636364,10,21,31,22,9,4,0,15,77.11048780487806,77.11048780487806,102.81398373983741,140.058769013737,115.41880039094994,30,2019-12-23,10,36.0
1038,SAC,SAC vs. HOU,2019-12-23,L,36,79,31,69,0.4492753623188406,6,23,0.2608695652173913,11,14,0.7857142857142857,8,26,34,17,15,2,2,16,-18,1,HOU,97,36,70,0.5142857142857142,12,28,0.42857142857142855,13,15,0.8666666666666667,4,27,31,17,7,8,2,15,79.22780952380953,79.22780952380953,105.63707936507936,99.71246267544345,122.43175796858246,-9,2019-12-23,10,26.333333333333332
1039,POR,POR vs. NOP,2019-12-23,L,36,77,31,70,0.4428571428571429,2,18,0.1111111111111111,13,14,0.9285714285714286,6,30,36,14,9,5,6,14,-5,1,NOP,82,30,71,0.4225352112676056,12,27,0.4444444444444444,10,14,0.7142857142857143,10,29,39,19,10,6,6,15,76.53939285714284,76.53939285714284,102.05252380952379,100.60179095451784,107.13437478273329,-8,2019-12-23,10,25.666666666666668
1040,PHX,PHX vs. DEN,2019-12-23,L,36,81,31,67,0.4626865671641791,9,28,0.32142857142857145,10,14,0.7142857142857143,9,21,30,21,11,8,0,11,-1,1,DEN,82,34,61,0.5573770491803278,12,23,0.5217391304347826,2,4,0.5,5,25,30,24,16,7,0,20,73.22388009049774,73.22388009049774,97.63184012066365,110.61965017408488,111.98532486759211,-2,2019-12-23,10,27.0
1041,PHI,PHI @ DET,2019-12-23,W,36,94,39,71,0.5492957746478874,9,21,0.42857142857142855,7,9,0.7777777777777778,13,25,38,26,9,5,6,16,8,0,DET,86,34,67,0.5074626865671642,10,26,0.38461538461538464,8,11,0.7272727272727273,4,17,21,23,9,6,1,12,72.14616091954022,72.14616091954022,96.19488122605362,130.29106303359913,119.20246192435664,16,2019-12-23,10,31.333333333333332
1042,ORL,ORL vs. CHI,2019-12-23,W,36,83,30,62,0.4838709677419355,8,19,0.42105263157894735,15,23,0.6521739130434783,5,27,32,17,8,8,6,11,2,1,CHI,81,29,63,0.4603174603174603,11,29,0.3793103448275862,12,15,0.8,6,27,33,19,14,5,5,16,75.11772727272728,75.11772727272728,100.1569696969697,110.49322578497993,107.83073841666717,8,2019-12-23,10,27.666666666666668
1043,NYK,NYK vs. WAS,2019-12-23,L,36,91,34,67,0.5074626865671642,13,25,0.52,10,13,0.7692307692307693,5,23,28,24,10,3,9,16,-3,1,WAS,94,39,80,0.4875,8,21,0.3809523809523809,8,17,0.4705882352941176,15,24,39,21,7,9,6,9,76.29748185117967,76.29748185117967,101.72997580157289,119.2699913445348,123.2019690811678,-6,2019-12-23,10,30.333333333333332
1044,NOP,NOP @ POR,2019-12-23,W,36,82,30,71,0.4225352112676056,12,27,0.4444444444444444,10,14,0.7142857142857143,10,29,39,19,10,6,6,15,5,0,POR,77,31,70,0.4428571428571429,2,18,0.1111111111111111,13,14,0.9285714285714286,6,30,36,14,9,5,6,14,76.53939285714284,76.53939285714284,102.05252380952379,107.13437478273329,100.60179095451784,8,2019-12-23,10,27.333333333333332
1045,MIN,MIN @ GSW,2019-12-23,L,36,67,21,60,0.35,6,24,0.25,19,24,0.7916666666666666,5,25,30,10,13,6,7,13,-17,0,GSW,84,30,72,0.4166666666666667,8,24,0.3333333333333333,16,20,0.8,13,34,47,20,12,10,5,19,76.93789473684211,76.93789473684211,102.58385964912281,87.08322502086439,109.17896868287475,-9,2019-12-23,10,22.333333333333332
1046,MIA,MIA vs. UTA,2019-12-23,W,36,76,26,69,0.37681159420289856,6,20,0.3,18,21,0.8571428571428571,10,32,42,13,11,6,2,13,-5,1,UTA,81,30,65,0.4615384615384616,9,23,0.39130434782608703,12,16,0.75,6,28,34,13,9,9,6,15,75.38947368421054,75.38947368421054,100.51929824561405,100.8098296565205,107.4420552918179,3,2019-12-23,10,25.333333333333332
1047,MEM,MEM vs. SAS,2019-12-23,L,36,89,35,75,0.4666666666666667,12,29,0.4137931034482759,7,11,0.6363636363636364,10,21,31,22,9,4,0,15,-19,1,SAS,108,44,67,0.6567164179104478,12,18,0.6666666666666666,8,11,0.7272727272727273,2,31,33,26,7,6,4,10,77.11048780487806,77.11048780487806,102.81398373983741,115.41880039094994,140.058769013737,-30,2019-12-23,10,29.666666666666668
1048,IND,IND vs. TOR,2019-12-23,W,36,78,30,68,0.4411764705882353,10,28,0.35714285714285715,8,15,0.5333333333333333,10,23,33,23,8,6,8,14,-1,1,TOR,79,30,69,0.43478260869565216,7,27,0.25925925925925924,12,14,0.8571428571428571,9,31,40,23,12,2,5,14,73.47318216463414,73.47318216463414,97.96424288617885,106.16118385239182,107.52222467101222,0,2019-12-23,10,26.0
1049,HOU,HOU @ SAC,2019-12-23,W,36,97,36,70,0.5142857142857142,12,28,0.42857142857142855,13,15,0.8666666666666667,4,27,31,17,7,8,2,15,18,0,SAC,79,31,69,0.4492753623188406,6,23,0.2608695652173913,11,14,0.7857142857142857,8,26,34,17,15,2,2,16,79.22780952380953,79.22780952380953,105.63707936507936,122.43175796858246,99.71246267544345,9,2019-12-23,10,32.333333333333336
1050,GSW,GSW vs. MIN,2019-12-23,W,36,84,30,72,0.4166666666666667,8,24,0.3333333333333333,16,20,0.8,13,34,47,20,12,10,5,19,17,1,MIN,67,21,60,0.35,6,24,0.25,19,24,0.7916666666666666,5,25,30,10,13,6,7,13,76.93789473684211,76.93789473684211,102.58385964912281,109.17896868287475,87.08322502086439,9,2019-12-23,10,28.0
1051,DET,DET vs. PHI,2019-12-23,L,36,86,34,67,0.5074626865671642,10,26,0.38461538461538464,8,11,0.7272727272727273,4,17,21,23,9,6,1,12,-8,1,PHI,94,39,71,0.5492957746478874,9,21,0.42857142857142855,7,9,0.7777777777777778,13,25,38,26,9,5,6,16,72.14616091954022,72.14616091954022,96.19488122605362,119.20246192435664,130.29106303359913,-16,2019-12-23,10,28.666666666666668
1052,DEN,DEN @ PHX,2019-12-23,W,36,82,34,61,0.5573770491803278,12,23,0.5217391304347826,2,4,0.5,5,25,30,24,16,7,0,20,1,0,PHX,81,31,67,0.4626865671641791,9,28,0.32142857142857145,10,14,0.7142857142857143,9,21,30,21,11,8,0,11,73.22388009049774,73.22388009049774,97.63184012066365,111.98532486759211,110.61965017408488,2,2019-12-23,10,27.333333333333332
1053,CLE,CLE vs. ATL,2019-12-23,W,36,94,39,77,0.5064935064935064,8,21,0.3809523809523809,8,10,0.8,7,25,32,15,16,5,5,11,0,1,ATL,94,38,76,0.5,9,29,0.3103448275862069,9,11,0.8181818181818182,5,25,30,20,11,8,5,16,86.36447916666667,86.36447916666667,115.15263888888889,108.84104310824159,108.84104310824159,3,2019-12-23,10,31.333333333333332
1054,CHI,CHI @ ORL,2019-12-23,L,36,81,29,63,0.4603174603174603,11,29,0.3793103448275862,12,15,0.8,6,27,33,19,14,5,5,16,-2,0,ORL,83,30,62,0.4838709677419355,8,19,0.42105263157894735,15,23,0.6521739130434783,5,27,32,17,8,8,6,11,75.11772727272728,75.11772727272728,100.1569696969697,107.83073841666717,110.49322578497993,-8,2019-12-23,10,27.0
1055,ATL,ATL @ CLE,2019-12-23,L,36,94,38,76,0.5,9,29,0.3103448275862069,9,11,0.8181818181818182,5,25,30,20,11,8,5,16,0,0,CLE,94,39,77,0.5064935064935064,8,21,0.3809523809523809,8,10,0.8,7,25,32,15,16,5,5,11,86.36447916666667,86.36447916666667,115.15263888888889,108.84104310824159,108.84104310824159,-3,2019-12-23,10,31.333333333333332
1057,OKC,OKC vs. LAC,2019-12-22,W,36,86,34,73,0.4657534246575342,7,22,0.3181818181818182,11,14,0.7857142857142857,11,26,37,18,10,6,0,16,-3,1,LAC,89,31,64,0.484375,11,24,0.4583333333333333,16,19,0.8421052631578947,6,26,32,20,11,5,1,15,76.08657939189189,76.08657939189189,101.44877252252252,113.02913166466323,116.97200835063985,6,2019-12-22,9,28.666666666666668
1058,MIL,MIL vs. IND,2019-12-22,W,36,83,30,76,0.3947368421052632,10,30,0.3333333333333333,13,15,0.8666666666666667,11,33,44,19,9,8,8,4,10,1,IND,73,30,77,0.3896103896103896,11,31,0.3548387096774194,2,3,0.6666666666666666,7,31,38,23,10,7,5,12,78.7541488095238,78.7541488095238,105.00553174603172,105.39127303724061,92.69352929781402,28,2019-12-22,9,27.666666666666668
1059,LAL,LAL vs. DEN,2019-12-22,L,36,78,29,67,0.4328358208955224,6,23,0.2608695652173913,14,20,0.7,17,23,40,12,13,5,6,17,-13,1,DEN,91,32,69,0.463768115942029,7,21,0.3333333333333333,20,20,1.0,11,22,33,21,7,9,2,15,70.73394042232277,70.73394042232277,94.31192056309703,110.2723806058232,128.65111070679373,-24,2019-12-22,9,26.0
1060,LAC,LAC @ OKC,2019-12-22,L,36,89,31,64,0.484375,11,24,0.4583333333333333,16,19,0.8421052631578947,6,26,32,20,11,5,1,15,3,0,OKC,86,34,73,0.4657534246575342,7,22,0.3181818181818182,11,14,0.7857142857142857,11,26,37,18,10,6,0,16,76.08657939189189,76.08657939189189,101.44877252252252,116.97200835063985,113.02913166466323,-6,2019-12-22,9,29.666666666666668
1061,IND,IND @ MIL,2019-12-22,L,36,73,30,77,0.3896103896103896,11,31,0.3548387096774194,2,3,0.6666666666666666,7,31,38,23,10,7,5,12,-10,0,MIL,83,30,76,0.3947368421052632,10,30,0.3333333333333333,13,15,0.8666666666666667,11,33,44,19,9,8,8,4,78.7541488095238,78.7541488095238,105.00553174603172,92.69352929781402,105.39127303724061,-28,2019-12-22,9,24.333333333333332
1062,DEN,DEN @ LAL,2019-12-22,W,36,91,32,69,0.463768115942029,7,21,0.3333333333333333,20,20,1.0,11,22,33,21,7,9,2,15,13,0,LAL,78,29,67,0.4328358208955224,6,23,0.2608695652173913,14,20,0.7,17,23,40,12,13,5,6,17,70.73394042232277,70.73394042232277,94.31192056309703,128.65111070679373,110.2723806058232,24,2019-12-22,9,30.333333333333332
1064,CHA,CHA @ BOS,2019-12-22,L,36,77,28,60,0.4666666666666667,8,23,0.3478260869565217,13,19,0.6842105263157895,2,19,21,23,5,3,4,14,-7,0,BOS,84,31,66,0.4696969696969697,10,24,0.4166666666666667,12,14,0.8571428571428571,9,32,41,16,10,1,6,19,70.07419117647058,70.07419117647058,93.43225490196076,109.88353730132665,119.87294978326544,-26,2019-12-22,9,25.666666666666668
1065,BOS,BOS vs. CHA,2019-12-22,W,36,84,31,66,0.4696969696969697,10,24,0.4166666666666667,12,14,0.8571428571428571,9,32,41,16,10,1,6,19,7,1,CHA,77,28,60,0.4666666666666667,8,23,0.3478260869565217,13,19,0.6842105263157895,2,19,21,23,5,3,4,14,70.07419117647058,70.07419117647058,93.43225490196076,119.87294978326544,109.88353730132665,26,2019-12-22,9,28.0
1066,WAS,WAS @ PHI,2019-12-21,L,36,80,26,69,0.37681159420289856,6,27,0.2222222222222222,22,25,0.88,7,25,32,14,8,6,3,16,-8,0,PHI,88,35,71,0.4929577464788733,8,23,0.3478260869565217,10,17,0.5882352941176471,13,31,44,20,12,6,3,19,77.57328947368421,77.57328947368421,103.43105263157895,103.12828106527444,113.44110917180188,-17,2019-12-21,9,26.666666666666668
1067,UTA,UTA @ CHA,2019-12-21,W,36,84,28,54,0.5185185185185185,13,25,0.52,15,16,0.9375,6,23,29,18,15,5,4,19,-2,0,CHA,86,32,65,0.4923076923076923,11,25,0.44,11,14,0.7857142857142857,8,18,26,18,9,9,2,18,69.46637096774194,69.46637096774194,92.62182795698925,120.92181991053921,123.80091086079015,7,2019-12-21,9,28.0
1069,SAC,SAC @ MEM,2019-12-21,L,36,78,30,68,0.4411764705882353,7,23,0.3043478260869565,11,15,0.7333333333333333,10,25,35,17,12,5,2,14,-13,0,MEM,91,33,67,0.4925373134328358,14,30,0.4666666666666667,11,13,0.8461538461538461,5,27,32,28,8,7,3,11,74.57373873873874,74.57373873873874,99.43165165165165,104.59446089093748,122.02687103942709,-4,2019-12-21,9,26.0
1070,POR,POR vs. MIN,2019-12-21,W,36,83,30,72,0.4166666666666667,11,27,0.4074074074074074,12,17,0.7058823529411765,11,24,35,16,11,7,10,16,3,1,MIN,80,29,63,0.4603174603174603,9,24,0.375,13,14,0.9285714285714286,4,24,28,11,12,6,6,12,75.53942857142857,75.53942857142857,100.7192380952381,109.87639378489189,105.90495786495605,7,2019-12-21,9,27.666666666666668
1071,PHX,PHX vs. HOU,2019-12-21,L,36,95,38,66,0.5757575757575758,6,22,0.2727272727272727,13,16,0.8125,5,21,26,24,9,3,1,15,-11,1,HOU,106,40,64,0.625,11,24,0.4583333333333333,15,20,0.75,4,20,24,18,7,4,2,14,75.14959999999999,75.14959999999999,100.19946666666665,126.41451185368919,141.05198164727426,-14,2019-12-21,9,31.666666666666668
1072,PHI,PHI vs. WAS,2019-12-21,W,36,88,35,71,0.4929577464788733,8,23,0.3478260869565217,10,17,0.5882352941176471,13,31,44,20,12,6,3,19,8,1,WAS,80,26,69,0.37681159420289856,6,27,0.2222222222222222,22,25,0.88,7,25,32,14,8,6,3,16,77.57328947368421,77.57328947368421,103.43105263157895,113.44110917180188,103.12828106527444,17,2019-12-21,9,29.333333333333332
1074,MIN,MIN @ POR,2019-12-21,L,36,80,29,63,0.4603174603174603,9,24,0.375,13,14,0.9285714285714286,4,24,28,11,12,6,6,12,-3,0,POR,83,30,72,0.4166666666666667,11,27,0.4074074074074074,12,17,0.7058823529411765,11,24,35,16,11,7,10,16,75.53942857142857,75.53942857142857,100.7192380952381,105.90495786495605,109.87639378489189,-7,2019-12-21,9,26.666666666666668
1076,MEM,MEM vs. SAC,2019-12-21,W,36,91,33,67,0.4925373134328358,14,30,0.4666666666666667,11,13,0.8461538461538461,5,27,32,28,8,7,3,11,13,1,SAC,78,30,68,0.4411764705882353,7,23,0.3043478260869565,11,15,0.7333333333333333,10,25,35,17,12,5,2,14,74.57373873873874,74.57373873873874,99.43165165165165,122.02687103942709,104.59446089093748,4,2019-12-21,9,30.333333333333332
1078,HOU,HOU @ PHX,2019-12-21,W,36,106,40,64,0.625,11,24,0.4583333333333333,15,20,0.75,4,20,24,18,7,4,2,14,11,0,PHX,95,38,66,0.5757575757575758,6,22,0.2727272727272727,13,16,0.8125,5,21,26,24,9,3,1,15,75.14959999999999,75.14959999999999,100.19946666666665,141.05198164727426,126.41451185368919,14,2019-12-21,9,35.333333333333336
1079,DET,DET vs. CHI,2019-12-21,L,36,89,33,68,0.4852941176470588,12,26,0.4615384615384616,11,12,0.9166666666666666,4,18,22,24,11,11,3,11,-4,1,CHI,93,34,59,0.576271186440678,14,26,0.5384615384615384,11,15,0.7333333333333333,6,27,33,18,16,5,4,10,76.64012096774194,76.64012096774194,102.18682795698925,116.12716534915228,121.3463637918108,-12,2019-12-21,9,29.666666666666668
1080,CHI,CHI @ DET,2019-12-21,W,36,93,34,59,0.576271186440678,14,26,0.5384615384615384,11,15,0.7333333333333333,6,27,33,18,16,5,4,10,4,0,DET,89,33,68,0.4852941176470588,12,26,0.4615384615384616,11,12,0.9166666666666666,4,18,22,24,11,11,3,11,76.64012096774194,76.64012096774194,102.18682795698925,121.3463637918108,116.12716534915228,12,2019-12-21,9,31.0
1081,CHA,CHA vs. UTA,2019-12-21,L,36,86,32,65,0.4923076923076923,11,25,0.44,11,14,0.7857142857142857,8,18,26,18,9,9,2,18,2,1,UTA,84,28,54,0.5185185185185185,13,25,0.52,15,16,0.9375,6,23,29,18,15,5,4,19,69.46637096774194,69.46637096774194,92.62182795698925,123.80091086079015,120.92181991053921,-7,2019-12-21,9,28.666666666666668
1082,BKN,BKN vs. ATL,2019-12-21,W,36,85,33,78,0.4230769230769231,9,24,0.375,10,15,0.6666666666666666,9,28,37,19,9,5,3,15,-13,1,ATL,98,33,79,0.4177215189873418,11,34,0.3235294117647059,21,24,0.875,14,32,46,16,7,2,5,13,80.81191056910569,80.81191056910569,107.74921409214092,105.18251505427891,121.26925265081567,10,2019-12-21,9,28.333333333333332
1083,ATL,ATL @ BKN,2019-12-21,L,36,98,33,79,0.4177215189873418,11,34,0.3235294117647059,21,24,0.875,14,32,46,16,7,2,5,13,13,0,BKN,85,33,78,0.4230769230769231,9,24,0.375,10,15,0.6666666666666666,9,28,37,19,9,5,3,15,80.81191056910569,80.81191056910569,107.74921409214092,121.26925265081567,105.18251505427891,-10,2019-12-21,9,32.666666666666664
1084,WAS,WAS @ TOR,2019-12-20,L,36,85,28,66,0.42424242424242425,9,27,0.3333333333333333,20,26,0.7692307692307693,7,25,32,18,14,3,1,19,-11,0,TOR,96,32,65,0.4923076923076923,10,25,0.4,22,29,0.7586206896551724,4,28,32,22,11,5,3,19,82.49882758620689,82.49882758620689,109.99843678160917,103.03176722260632,116.36529003964948,-4,2019-12-20,9,28.333333333333332
1085,TOR,TOR vs. WAS,2019-12-20,W,36,96,32,65,0.4923076923076923,10,25,0.4,22,29,0.7586206896551724,4,28,32,22,11,5,3,19,11,1,WAS,85,28,66,0.42424242424242425,9,27,0.3333333333333333,20,26,0.7692307692307693,7,25,32,18,14,3,1,19,82.49882758620689,82.49882758620689,109.99843678160917,116.36529003964948,103.03176722260632,4,2019-12-20,9,32.0
1086,SAC,SAC @ IND,2019-12-20,L,36,79,32,68,0.4705882352941176,8,24,0.3333333333333333,7,8,0.875,10,22,32,20,10,3,4,13,-13,0,IND,92,34,63,0.5396825396825397,10,22,0.4545454545454545,14,16,0.875,5,21,26,24,7,5,7,10,69.71394862604541,69.71394862604541,92.95193150139387,113.32022006638323,131.96785121654756,-14,2019-12-20,9,26.333333333333332
1087,POR,POR vs. ORL,2019-12-20,W,36,93,35,66,0.5303030303030303,13,30,0.43333333333333335,10,10,1.0,8,36,44,13,17,3,11,19,18,1,ORL,75,29,84,0.34523809523809523,5,22,0.2272727272727273,12,19,0.631578947368421,14,21,35,15,6,11,4,10,79.48582758620688,79.48582758620688,105.98110344827583,117.00198994485682,94.3564435039168,15,2019-12-20,9,31.0
1088,PHX,PHX @ OKC,2019-12-20,L,36,91,31,59,0.5254237288135594,10,24,0.4166666666666667,19,21,0.9047619047619048,3,19,22,20,11,5,3,24,-10,0,OKC,101,38,66,0.5757575757575758,9,21,0.42857142857142855,16,19,0.8421052631578947,6,25,31,18,11,4,3,20,76.2998,76.2998,101.73306666666667,119.26636767068852,132.3725619202147,-18,2019-12-20,9,30.333333333333332
1089,PHI,PHI vs. DAL,2019-12-20,L,36,77,29,66,0.4393939393939394,7,21,0.3333333333333333,12,18,0.6666666666666666,4,29,33,19,11,7,1,9,-11,1,DAL,88,33,67,0.4925373134328358,12,29,0.4137931034482759,10,14,0.7142857142857143,7,34,41,19,13,7,2,15,79.27937134502923,79.27937134502923,105.70582846003897,97.12488721043302,110.99987109763774,-19,2019-12-20,9,25.666666666666668
1090,ORL,ORL @ POR,2019-12-20,L,36,75,29,84,0.34523809523809523,5,22,0.2272727272727273,12,19,0.631578947368421,14,21,35,15,6,11,4,10,-18,0,POR,93,35,66,0.5303030303030303,13,30,0.43333333333333335,10,10,1.0,8,36,44,13,17,3,11,19,79.48582758620688,79.48582758620688,105.98110344827583,94.3564435039168,117.00198994485682,-15,2019-12-20,9,25.0
1091,OKC,OKC vs. PHX,2019-12-20,W,36,101,38,66,0.5757575757575758,9,21,0.42857142857142855,16,19,0.8421052631578947,6,25,31,18,11,4,3,20,10,1,PHX,91,31,59,0.5254237288135594,10,24,0.4166666666666667,19,21,0.9047619047619048,3,19,22,20,11,5,3,24,76.2998,76.2998,101.73306666666667,132.3725619202147,119.26636767068852,18,2019-12-20,9,33.666666666666664
1093,NOP,NOP @ GSW,2019-12-20,L,36,81,32,72,0.4444444444444444,7,25,0.28,10,15,0.6666666666666666,8,28,36,19,15,5,3,11,3,0,GSW,78,30,65,0.4615384615384616,8,26,0.3076923076923077,10,11,0.9090909090909092,6,28,34,24,15,9,3,19,80.64003267973857,80.64003267973857,107.52004357298475,100.44638786505836,96.72615127746359,-4,2019-12-20,9,27.0
1094,MIN,MIN @ DEN,2019-12-20,L,36,75,26,68,0.38235294117647056,7,32,0.21875,16,25,0.64,15,22,37,14,9,7,5,14,-7,0,DEN,82,33,69,0.4782608695652174,6,20,0.3,10,10,1.0,9,29,38,21,12,6,4,18,72.74815982404692,72.74815982404692,96.99754643206256,103.09539125305645,112.7176277700084,-9,2019-12-20,9,25.0
1096,MEM,MEM @ CLE,2019-12-20,L,36,87,36,73,0.4931506849315068,11,28,0.3928571428571429,4,5,0.8,5,26,31,25,4,9,6,10,6,0,CLE,81,30,68,0.4411764705882353,14,31,0.4516129032258064,7,8,0.875,10,30,40,21,16,2,4,8,74.62492063492064,74.62492063492064,99.49989417989418,116.58303856110027,108.54282900516232,-7,2019-12-20,9,29.0
1097,IND,IND vs. SAC,2019-12-20,W,36,92,34,63,0.5396825396825397,10,22,0.4545454545454545,14,16,0.875,5,21,26,24,7,5,7,10,13,1,SAC,79,32,68,0.4705882352941176,8,24,0.3333333333333333,7,8,0.875,10,22,32,20,10,3,4,13,69.71394862604541,69.71394862604541,92.95193150139387,131.96785121654756,113.32022006638323,14,2019-12-20,9,30.666666666666668
1098,GSW,GSW vs. NOP,2019-12-20,W,36,78,30,65,0.4615384615384616,8,26,0.3076923076923077,10,11,0.9090909090909092,6,28,34,24,15,9,3,19,-3,1,NOP,81,32,72,0.4444444444444444,7,25,0.28,10,15,0.6666666666666666,8,28,36,19,15,5,3,11,80.64003267973857,80.64003267973857,107.52004357298475,96.72615127746359,100.44638786505836,4,2019-12-20,9,26.0
1100,DEN,DEN vs. MIN,2019-12-20,W,36,82,33,69,0.4782608695652174,6,20,0.3,10,10,1.0,9,29,38,21,12,6,4,18,7,1,MIN,75,26,68,0.38235294117647056,7,32,0.21875,16,25,0.64,15,22,37,14,9,7,5,14,72.74815982404692,72.74815982404692,96.99754643206256,112.7176277700084,103.09539125305645,9,2019-12-20,9,27.333333333333332
1101,DAL,DAL @ PHI,2019-12-20,W,36,88,33,67,0.4925373134328358,12,29,0.4137931034482759,10,14,0.7142857142857143,7,34,41,19,13,7,2,15,11,0,PHI,77,29,66,0.4393939393939394,7,21,0.3333333333333333,12,18,0.6666666666666666,4,29,33,19,11,7,1,9,79.27937134502923,79.27937134502923,105.70582846003897,110.99987109763774,97.12488721043302,19,2019-12-20,9,29.333333333333332
1102,CLE,CLE vs. MEM,2019-12-20,W,36,81,30,68,0.4411764705882353,14,31,0.4516129032258064,7,8,0.875,10,30,40,21,16,2,4,8,-6,1,MEM,87,36,73,0.4931506849315068,11,28,0.3928571428571429,4,5,0.8,5,26,31,25,4,9,6,10,74.62492063492064,74.62492063492064,99.49989417989418,108.54282900516232,116.58303856110027,7,2019-12-20,9,27.0
1104,UTA,UTA @ ATL,2019-12-19,W,36,83,27,57,0.4736842105263158,4,17,0.2352941176470588,25,32,0.78125,7,29,36,14,16,5,4,14,-1,0,ATL,84,31,67,0.4626865671641791,7,20,0.35,15,17,0.8823529411764706,4,25,29,20,11,7,1,22,79.45451704545454,79.45451704545454,105.93935606060604,104.46227991357264,105.72086159927834,5,2019-12-19,9,27.666666666666668
1105,SAS,SAS vs. BKN,2019-12-19,W,36,83,30,70,0.42857142857142855,10,26,0.38461538461538464,13,17,0.7647058823529411,8,26,34,19,10,8,8,12,2,1,BKN,81,29,65,0.4461538461538462,7,25,0.28,16,17,0.9411764705882352,4,33,37,14,13,9,3,13,79.05639024390243,79.05639024390243,105.40852032520323,104.98835039638273,102.45851062779519,13,2019-12-19,9,27.666666666666668
1106,MIL,MIL vs. LAL,2019-12-19,W,36,89,30,62,0.4838709677419355,13,31,0.41935483870967744,16,22,0.7272727272727273,5,24,29,18,7,10,5,19,8,1,LAL,81,29,63,0.4603174603174603,10,28,0.35714285714285715,13,18,0.7222222222222222,7,24,31,17,14,3,5,17,73.94085650723025,73.94085650723025,98.58780867630699,120.3664715343096,109.54701341886603,7,2019-12-19,9,29.666666666666668
1107,LAL,LAL @ MIL,2019-12-19,L,36,81,29,63,0.4603174603174603,10,28,0.35714285714285715,13,18,0.7222222222222222,7,24,31,17,14,3,5,17,-8,0,MIL,89,30,62,0.4838709677419355,13,31,0.41935483870967744,16,22,0.7272727272727273,5,24,29,18,7,10,5,19,73.94085650723025,73.94085650723025,98.58780867630699,109.54701341886603,120.3664715343096,-7,2019-12-19,9,27.0
