Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court
MIA,MIA @ PHI,2019-12-18,W,12,26,9,19,47.4,4,7,57.1,4,6,66.7,2,5,7,8,5,2,1,2,-4,0
MEM,MEM @ OKC,2019-12-18,L,12,22,10,21,47.6,0,4,0.0,2,4,50.0,4,5,9,6,8,2,0,8,-11,0
GSW,GSW @ POR,2019-12-18,L,12,20,8,26,30.8,3,11,27.3,1,3,33.3,3,12,15,5,3,1,3,2,-5,0
DET,DET vs. TOR,2019-12-18,L,12,20,8,19,42.1,0,8,0.0,4,6,66.7,1,13,14,1,3,2,2,2,4,1
DEN,DEN vs. ORL,2019-12-18,W,12,29,12,21,57.1,4,6,66.7,1,2,50.0,4,8,12,9,5,1,0,3,1,1
DAL,DAL vs. BOS,2019-12-18,L,12,30,10,23,43.5,6,13,46.2,4,5,80.0,3,7,10,5,4,2,1,9,-3,1
CLE,CLE vs. CHA,2019-12-18,W,12,24,8,13,61.5,2,5,40.0,6,9,66.7,1,8,9,6,8,1,0,6,-10,1
CHI,CHI @ WAS,2019-12-18,W,12,25,9,23,39.1,2,8,25.0,5,5,100.0,2,10,12,4,2,5,3,3,12,0
CHA,CHA @ CLE,2019-12-18,L,12,34,11,25,44.0,7,14,50.0,5,7,71.4,5,5,10,9,1,2,1,7,10,0
BOS,BOS @ DAL,2019-12-18,W,12,33,9,20,45.0,3,9,33.3,12,13,92.3,4,10,14,3,3,1,2,5,3,0
UTA,UTA vs. ORL,2019-12-17,W,12,27,10,25,40.0,3,11,27.3,4,4,100.0,3,9,12,5,2,2,0,5,-4,1
SAC,SAC @ CHA,2019-12-17,L,12,23,8,21,38.1,3,8,37.5,4,4,100.0,2,5,7,3,2,1,1,4,-7,0
PHX,PHX @ LAC,2019-12-17,L,12,30,12,25,48.0,3,10,30.0,3,4,75.0,3,7,10,10,4,4,0,4,0,0
ORL,ORL @ UTA,2019-12-17,L,12,31,12,21,57.1,3,11,27.3,4,5,80.0,0,11,11,9,2,1,0,6,4,0
NYK,NYK vs. ATL,2019-12-17,W,12,34,13,23,56.5,3,6,50.0,5,6,83.3,5,6,11,11,4,1,2,5,-2,1
NOP,NOP vs. BKN,2019-12-17,L,12,29,12,25,48.0,1,5,20.0,4,5,80.0,5,4,9,2,2,2,0,3,-3,1
LAL,LAL @ IND,2019-12-17,L,12,26,10,24,41.7,2,11,18.2,4,10,40.0,5,9,14,6,1,1,1,6,-1,0
LAC,LAC vs. PHX,2019-12-17,W,12,30,11,18,61.1,5,7,71.4,3,5,60.0,0,9,9,8,8,4,0,5,0,1
IND,IND vs. LAL,2019-12-17,W,12,27,9,19,47.4,3,6,50.0,6,8,75.0,2,9,11,4,1,1,0,8,1,1
CHA,CHA vs. SAC,2019-12-17,W,12,30,11,20,55.0,6,9,66.7,2,2,100.0,4,9,13,7,4,1,1,6,7,1
BKN,BKN @ NOP,2019-12-17,W,12,32,14,20,70.0,4,7,57.1,0,1,0.0,0,7,7,8,4,0,1,6,3,0
ATL,ATL @ NYK,2019-12-17,L,12,36,13,22,59.1,3,8,37.5,7,9,77.8,1,6,7,4,2,3,0,5,2,0
WAS,WAS @ DET,2019-12-16,W,12,37,14,19,73.7,5,10,50.0,4,7,57.1,0,7,7,9,3,1,0,7,9,0
TOR,TOR vs. CLE,2019-12-16,W,12,29,9,15,60.0,2,5,40.0,9,12,75.0,1,9,10,4,4,1,1,7,0,1
SAS,SAS @ HOU,2019-12-16,L,12,18,7,24,29.2,1,9,11.1,3,4,75.0,4,10,14,4,3,0,1,5,-8,0
POR,POR @ PHX,2019-12-16,W,12,21,8,22,36.4,2,9,22.2,3,3,100.0,5,11,16,6,6,2,4,7,-1,0
PHX,PHX vs. POR,2019-12-16,L,12,22,7,23,30.4,5,11,45.5,3,4,75.0,4,9,13,7,5,5,2,3,1,1
OKC,OKC vs. CHI,2019-12-16,W,12,27,8,20,40.0,6,12,50.0,5,6,83.3,5,8,13,2,6,4,4,4,11,1
MIL,MIL vs. DAL,2019-12-16,L,12,40,14,27,51.9,3,12,25.0,9,13,69.2,5,8,13,10,4,4,1,11,6,1
MIA,MIA @ MEM,2019-12-16,L,12,25,9,22,40.9,2,6,33.3,5,7,71.4,1,7,8,5,4,7,4,7,2,0
MEM,MEM vs. MIA,2019-12-16,W,12,23,9,26,34.6,1,11,9.1,4,6,66.7,8,10,18,4,9,0,3,6,-2,1
HOU,HOU vs. SAS,2019-12-16,W,12,26,10,22,45.5,3,11,27.3,3,4,75.0,2,14,16,7,3,1,3,5,8,1
DET,DET vs. WAS,2019-12-16,L,12,28,8,16,50.0,1,8,12.5,11,12,91.7,1,4,5,5,2,1,0,5,-9,1
DAL,DAL @ MIL,2019-12-16,W,12,34,10,20,50.0,3,7,42.9,11,16,68.8,2,9,11,6,6,3,1,9,-6,0
CLE,CLE @ TOR,2019-12-16,L,12,29,11,21,52.4,3,8,37.5,4,6,66.7,1,6,7,7,1,4,0,8,0,0
CHI,CHI @ OKC,2019-12-16,L,12,16,6,17,35.3,0,7,0.0,4,4,100.0,0,6,6,2,5,3,5,5,-11,0
SAC,SAC @ GSW,2019-12-15,W,12,21,8,14,57.1,3,5,60.0,2,3,66.7,2,11,13,6,9,0,1,5,1,0
PHI,PHI @ BKN,2019-12-15,L,12,23,10,22,45.5,1,5,20.0,2,4,50.0,1,7,8,2,5,4,2,4,-3,0
ORL,ORL @ NOP,2019-12-15,W,12,31,12,20,60.0,5,7,71.4,2,2,100.0,0,5,5,10,2,2,0,4,-4,0
NYK,NYK @ DEN,2019-12-15,L,12,21,8,27,29.6,1,11,9.1,4,4,100.0,7,5,12,3,1,4,0,5,-3,0
NOP,NOP vs. ORL,2019-12-15,L,12,35,13,22,59.1,7,14,50.0,2,2,100.0,3,6,9,10,3,0,2,2,4,1
LAL,LAL @ ATL,2019-12-15,W,12,19,5,19,26.3,2,9,22.2,7,9,77.8,2,9,11,3,3,4,2,6,1,0
IND,IND vs. CHA,2019-12-15,W,12,35,12,21,57.1,4,10,40.0,7,7,100.0,3,12,15,9,3,1,2,10,16,1
GSW,GSW vs. SAC,2019-12-15,L,12,20,7,21,33.3,3,9,33.3,3,3,100.0,3,3,6,7,2,4,1,3,-1,1
DEN,DEN vs. NYK,2019-12-15,W,12,24,8,19,42.1,3,5,60.0,5,6,83.3,4,11,15,6,4,1,5,4,3,1
CHA,CHA @ IND,2019-12-15,L,12,19,3,16,18.8,0,5,0.0,13,18,72.2,2,6,8,2,2,1,0,6,-16,0
BKN,BKN vs. PHI,2019-12-15,W,12,26,10,23,43.5,5,11,45.5,1,2,50.0,4,10,14,5,7,2,0,5,3,1
ATL,ATL vs. LAL,2019-12-15,L,12,18,5,18,27.8,2,8,25.0,6,6,100.0,4,9,13,1,6,0,2,10,-1,1
WAS,WAS @ MEM,2019-12-14,L,12,27,8,16,50.0,3,8,37.5,8,10,80.0,2,6,8,4,7,3,2,6,3,0
TOR,TOR vs. BKN,2019-12-14,W,12,20,8,24,33.3,1,8,12.5,3,5,60.0,3,12,15,3,4,3,1,7,1,1
SAS,SAS @ PHX,2019-12-14,W,12,31,11,24,45.8,3,7,42.9,6,9,66.7,1,9,10,5,0,2,3,5,2,0
PHX,PHX vs. SAS,2019-12-14,L,12,29,10,22,45.5,3,11,27.3,6,6,100.0,3,14,17,6,2,0,1,5,-2,1
OKC,OKC @ DEN,2019-12-14,L,12,34,14,26,53.8,4,8,50.0,2,2,100.0,4,6,10,8,4,2,1,8,6,0
MIL,MIL vs. CLE,2019-12-14,W,12,23,9,17,52.9,1,6,16.7,4,6,66.7,0,11,11,6,7,1,2,6,-6,1
MIA,MIA @ DAL,2019-12-14,W,12,21,7,17,41.2,1,4,25.0,6,9,66.7,0,5,5,3,3,0,0,5,-10,0
MEM,MEM vs. WAS,2019-12-14,W,12,24,9,18,50.0,1,7,14.3,5,5,100.0,2,5,7,3,8,3,2,6,-3,1
LAC,LAC @ CHI,2019-12-14,L,12,27,7,19,36.8,3,6,50.0,10,14,71.4,4,7,11,5,2,2,3,4,2,0
HOU,HOU vs. DET,2019-12-14,L,12,32,11,28,39.3,5,15,33.3,5,7,71.4,3,7,10,2,2,4,1,7,5,1
DET,DET @ HOU,2019-12-14,W,12,27,10,21,47.6,0,3,0.0,7,8,87.5,4,13,17,5,7,2,3,5,-5,0
DEN,DEN vs. OKC,2019-12-14,W,12,28,10,19,52.6,1,3,33.3,7,9,77.8,1,7,8,7,6,2,1,5,-6,1
DAL,DAL vs. MIA,2019-12-14,L,12,31,13,22,59.1,5,9,55.6,0,0,0.0,1,9,10,8,1,0,1,6,10,1
CLE,CLE @ MIL,2019-12-14,L,12,29,10,21,47.6,4,10,40.0,5,8,62.5,1,8,9,5,3,5,0,5,6,0
CHI,CHI vs. LAC,2019-12-14,W,12,25,9,20,45.0,4,9,44.4,3,4,75.0,4,7,11,3,6,2,2,8,-2,1
BKN,BKN @ TOR,2019-12-14,L,12,19,8,23,34.8,1,11,9.1,2,4,50.0,3,13,16,6,7,0,2,4,-1,0
UTA,UTA vs. GSW,2019-12-13,W,12,28,7,19,36.8,5,11,45.5,9,11,81.8,1,13,14,4,3,1,2,6,6,1
SAC,SAC vs. NYK,2019-12-13,L,12,21,8,22,36.4,4,15,26.7,1,2,50.0,2,6,8,3,2,0,0,5,-10,1
PHI,PHI vs. NOP,2019-12-13,W,12,24,5,14,35.7,0,2,0.0,14,22,63.6,2,8,10,3,4,2,1,11,-3,1
ORL,ORL vs. HOU,2019-12-13,L,12,29,8,19,42.1,3,8,37.5,10,13,76.9,4,8,12,5,2,0,0,5,-5,1
NYK,NYK @ SAC,2019-12-13,W,12,31,12,23,52.2,4,8,50.0,3,3,100.0,3,12,15,8,1,0,1,6,10,0
NOP,NOP @ PHI,2019-12-13,L,12,27,6,16,37.5,0,4,0.0,15,22,68.2,2,8,10,3,2,2,1,14,3,0
MIN,MIN vs. LAC,2019-12-13,L,12,36,11,20,55.0,4,11,36.4,10,12,83.3,1,9,10,6,4,4,0,4,14,1
MIL,MIL @ MEM,2019-12-13,W,12,37,13,25,52.0,4,6,66.7,7,11,63.6,5,9,14,4,0,2,1,5,18,0
MIA,MIA vs. LAL,2019-12-13,L,12,25,9,19,47.4,4,11,36.4,3,4,75.0,1,9,10,6,4,1,0,7,0,1
MEM,MEM vs. MIL,2019-12-13,L,12,19,6,18,33.3,2,9,22.2,5,6,83.3,3,9,12,5,6,0,3,8,-18,1
LAL,LAL @ MIA,2019-12-13,W,12,25,9,23,39.1,4,12,33.3,3,6,50.0,5,8,13,6,4,4,1,4,0,0
LAC,LAC @ MIN,2019-12-13,W,12,22,7,17,41.2,2,5,40.0,6,7,85.7,2,8,10,4,9,2,0,11,-14,0
IND,IND @ ATL,2019-12-13,W,12,24,9,23,39.1,2,5,40.0,4,5,80.0,2,12,14,5,3,3,0,5,7,0
HOU,HOU @ ORL,2019-12-13,W,12,34,14,27,51.9,4,10,40.0,2,2,100.0,3,6,9,5,0,2,1,8,5,0
GSW,GSW @ UTA,2019-12-13,L,12,22,7,23,30.4,2,9,22.2,6,8,75.0,4,11,15,4,2,1,2,7,-6,0
CHI,CHI vs. CHA,2019-12-13,L,12,23,8,22,36.4,2,9,22.2,5,5,100.0,4,8,12,6,4,3,1,3,-1,1
CHA,CHA @ CHI,2019-12-13,W,12,24,10,19,52.6,4,9,44.4,0,1,0.0,0,8,8,8,4,3,2,5,1,0
ATL,ATL vs. IND,2019-12-13,L,12,17,6,21,28.6,1,6,16.7,4,4,100.0,0,11,11,2,6,1,0,6,-7,1
SAS,SAS vs. CLE,2019-12-12,L,12,35,13,19,68.4,1,1,100.0,8,12,66.7,0,7,7,4,1,3,0,6,10,1
POR,POR @ DEN,2019-12-12,L,12,21,8,21,38.1,1,7,14.3,4,5,80.0,3,7,10,5,3,0,4,5,-4,0
PHI,PHI @ BOS,2019-12-12,W,12,34,10,17,58.8,2,5,40.0,12,14,85.7,1,8,9,5,2,2,4,5,5,0
DET,DET vs. DAL,2019-12-12,L,12,26,8,19,42.1,3,8,37.5,7,13,53.8,1,6,7,5,3,4,0,7,-1,1
DEN,DEN vs. POR,2019-12-12,W,12,25,9,21,42.9,4,6,66.7,3,4,75.0,2,10,12,4,2,2,1,6,4,1
DAL,DAL @ DET,2019-12-12,W,12,27,9,18,50.0,3,8,37.5,6,7,85.7,2,11,13,4,6,2,2,8,1,0
CLE,CLE @ SAS,2019-12-12,W,12,25,9,20,45.0,2,11,18.2,5,6,83.3,3,6,9,2,6,0,0,8,-10,0
BOS,BOS vs. PHI,2019-12-12,L,12,29,11,23,47.8,2,6,33.3,5,5,100.0,2,7,9,8,3,1,0,10,-5,1
UTA,UTA @ MIN,2019-12-11,W,12,30,10,21,47.6,2,8,25.0,8,8,100.0,4,6,10,4,4,1,2,9,-3,0
TOR,TOR vs. LAC,2019-12-11,L,12,21,8,23,34.8,1,7,14.3,4,5,80.0,3,8,11,5,2,2,2,7,-3,1
SAC,SAC vs. OKC,2019-12-11,W,12,25,10,17,58.8,3,8,37.5,2,2,100.0,0,10,10,5,6,2,0,5,3,1
PHX,PHX vs. MEM,2019-12-11,L,12,29,9,20,45.0,2,8,25.0,9,12,75.0,3,8,11,7,2,0,1,9,-2,1
ORL,ORL vs. LAL,2019-12-11,L,12,22,8,19,42.1,3,9,33.3,3,3,100.0,1,8,9,6,2,0,1,4,-5,1
OKC,OKC @ SAC,2019-12-11,L,12,22,8,19,42.1,3,6,50.0,3,4,75.0,1,7,8,6,5,3,2,3,-3,0
NYK,NYK @ GSW,2019-12-11,W,12,25,9,21,42.9,2,6,33.3,5,6,83.3,1,9,10,6,3,2,2,4,-7,0
NOP,NOP @ MIL,2019-12-11,L,12,26,9,23,39.1,3,10,30.0,5,6,83.3,3,9,12,6,5,6,1,4,4,0
MIN,MIN vs. UTA,2019-12-11,L,12,33,10,22,45.5,3,10,30.0,10,14,71.4,8,7,15,4,3,3,1,7,3,1
MIL,MIL vs. NOP,2019-12-11,W,12,22,10,19,52.6,1,7,14.3,1,1,100.0,0,11,11,5,9,4,0,4,-4,1
MEM,MEM @ PHX,2019-12-11,W,12,31,9,17,52.9,0,3,0.0,13,14,92.9,1,10,11,4,2,1,0,10,2,0
LAL,LAL @ ORL,2019-12-11,W,12,27,10,20,50.0,5,9,55.6,2,6,33.3,2,10,12,6,1,1,1,3,5,0
LAC,LAC @ TOR,2019-12-11,W,12,24,7,20,35.0,3,11,27.3,7,7,100.0,4,10,14,6,4,2,1,4,3,0
IND,IND vs. BOS,2019-12-11,W,12,38,12,23,52.2,2,5,40.0,12,13,92.3,2,7,9,6,0,4,0,4,15,1
HOU,HOU @ CLE,2019-12-11,W,12,28,10,18,55.6,6,11,54.5,2,2,100.0,1,5,6,4,5,4,2,3,0,0
GSW,GSW vs. NYK,2019-12-11,L,12,32,12,21,57.1,3,9,33.3,5,6,83.3,0,9,9,9,2,1,1,6,7,1
CLE,CLE vs. HOU,2019-12-11,L,12,28,11,21,52.4,6,11,54.5,0,0,0.0,0,5,5,8,6,3,0,5,0,1
CHI,CHI vs. ATL,2019-12-11,W,12,30,12,24,50.0,1,6,16.7,5,6,83.3,3,9,12,10,2,8,2,8,15,1
CHA,CHA @ BKN,2019-12-11,W,12,29,8,15,53.3,3,8,37.5,10,12,83.3,0,10,10,2,1,0,1,5,7,0
BOS,BOS @ IND,2019-12-11,L,12,23,8,20,40.0,1,10,10.0,6,6,100.0,2,8,10,2,7,0,2,8,-15,0
BKN,BKN vs. CHA,2019-12-11,L,12,22,8,24,33.3,2,14,14.3,4,6,66.7,4,7,11,3,2,0,0,6,-7,1
ATL,ATL @ CHI,2019-12-11,L,12,15,2,14,14.3,2,10,20.0,9,12,75.0,1,10,11,2,9,2,2,6,-15,0
WAS,WAS @ CHA,2019-12-10,L,12,32,10,26,38.5,5,13,38.5,7,7,100.0,6,9,15,8,2,2,3,9,0,0
POR,POR vs. NYK,2019-12-10,W,12,29,10,22,45.5,3,7,42.9,6,8,75.0,3,9,12,7,2,2,0,6,1,1
PHI,PHI vs. DEN,2019-12-10,W,12,14,5,19,26.3,2,8,25.0,2,2,100.0,1,10,11,2,4,3,0,4,-2,1
NYK,NYK @ POR,2019-12-10,L,12,28,10,21,47.6,3,11,27.3,5,8,62.5,1,8,9,6,3,0,3,5,-1,0
MIA,MIA vs. ATL,2019-12-10,W,12,24,9,24,37.5,4,10,40.0,2,5,40.0,3,11,14,7,2,0,1,3,3,1
DEN,DEN @ PHI,2019-12-10,L,12,16,6,18,33.3,0,5,0.0,4,5,80.0,1,10,11,2,3,2,0,4,2,0
CHA,CHA vs. WAS,2019-12-10,W,12,32,9,22,40.9,4,9,44.4,10,12,83.3,4,8,12,4,3,1,0,7,0,1
ATL,ATL @ MIA,2019-12-10,L,12,21,9,20,45.0,2,12,16.7,1,2,50.0,0,8,8,6,2,0,3,4,-3,0
UTA,UTA vs. OKC,2019-12-09,L,12,22,10,24,41.7,2,7,28.6,0,0,0.0,3,11,14,6,3,0,0,4,3,1
TOR,TOR @ CHI,2019-12-09,W,12,22,7,22,31.8,0,4,0.0,8,9,88.9,7,6,13,2,5,3,2,2,1,0
SAC,SAC @ HOU,2019-12-09,W,12,25,9,26,34.6,6,15,40.0,1,2,50.0,4,5,9,4,1,6,0,3,0,0
PHX,PHX vs. MIN,2019-12-09,W,12,31,11,21,52.4,5,11,45.5,4,7,57.1,3,5,8,8,1,2,1,6,7,1
ORL,ORL @ MIL,2019-12-09,L,12,28,9,22,40.9,2,7,28.6,8,12,66.7,1,7,8,7,1,2,1,5,-2,0
OKC,OKC @ UTA,2019-12-09,W,12,19,8,21,38.1,0,4,0.0,3,3,100.0,2,9,11,5,2,2,2,3,-3,0
NOP,NOP vs. DET,2019-12-09,L,12,29,13,23,56.5,2,6,33.3,1,1,100.0,3,8,11,8,3,0,1,2,5,1
MIN,MIN @ PHX,2019-12-09,L,12,24,7,20,35.0,1,5,20.0,9,9,100.0,5,7,12,1,4,0,0,8,-7,0
MIL,MIL vs. ORL,2019-12-09,W,12,30,12,20,60.0,3,8,37.5,3,5,60.0,0,12,12,7,4,0,1,8,2,1
MEM,MEM @ GSW,2019-12-09,W,12,22,9,15,60.0,0,6,0.0,4,6,66.7,0,12,12,4,8,2,1,5,-1,0
LAC,LAC @ IND,2019-12-09,W,12,19,8,23,34.8,1,7,14.3,2,4,50.0,3,11,14,5,1,1,4,2,-7,0
IND,IND vs. LAC,2019-12-09,L,12,26,9,26,34.6,4,12,33.3,4,5,80.0,5,11,16,4,1,0,1,4,7,1
HOU,HOU vs. SAC,2019-12-09,L,12,25,10,20,50.0,2,10,20.0,3,4,75.0,4,14,18,7,7,0,4,5,0,1
GSW,GSW vs. MEM,2019-12-09,L,12,23,9,27,33.3,1,10,10.0,4,4,100.0,5,5,10,7,2,4,1,6,1,1
DET,DET @ NOP,2019-12-09,W,12,24,10,21,47.6,2,8,25.0,2,2,100.0,1,3,4,3,1,1,2,1,-5,0
CLE,CLE @ BOS,2019-12-09,L,12,22,10,25,40.0,1,8,12.5,1,2,50.0,5,6,11,6,3,3,2,3,-5,0
CHI,CHI vs. TOR,2019-12-09,L,12,21,9,20,45.0,3,8,37.5,0,0,0.0,2,5,7,7,7,2,4,7,-1,1
BOS,BOS vs. CLE,2019-12-09,W,12,27,10,18,55.6,5,5,100.0,2,4,50.0,2,10,12,1,6,1,2,4,5,1
WAS,WAS vs. LAC,2019-12-08,L,12,26,8,20,40.0,3,9,33.3,7,8,87.5,2,7,9,5,4,2,0,5,-9,1
TOR,TOR @ PHI,2019-12-08,L,12,36,12,22,54.5,3,7,42.9,9,10,90.0,3,7,10,4,3,6,2,6,12,0
SAC,SAC @ DAL,2019-12-08,W,12,18,6,17,35.3,2,6,33.3,4,4,100.0,1,6,7,3,7,1,1,5,-10,0
POR,POR vs. OKC,2019-12-08,L,12,18,7,24,29.2,0,7,0.0,4,6,66.7,6,9,15,3,1,1,1,8,-8,1
PHI,PHI vs. TOR,2019-12-08,W,12,24,7,18,38.9,5,10,50.0,5,6,83.3,1,7,8,7,11,0,0,5,-12,1
OKC,OKC @ POR,2019-12-08,W,12,26,7,17,41.2,3,7,42.9,9,12,75.0,2,11,13,2,1,1,0,6,8,0
MIN,MIN @ LAL,2019-12-08,L,12,22,8,18,44.4,4,13,30.8,2,2,100.0,0,8,8,7,5,0,2,6,-10,0
MIA,MIA vs. CHI,2019-12-08,W,12,23,5,11,45.5,1,7,14.3,12,14,85.7,0,7,7,5,7,2,0,8,-1,1
LAL,LAL vs. MIN,2019-12-08,W,12,32,11,20,55.0,4,9,44.4,6,6,100.0,1,9,10,6,2,3,0,2,10,1
LAC,LAC @ WAS,2019-12-08,W,12,35,13,22,59.1,4,11,36.4,5,6,83.3,3,8,11,6,4,1,1,5,9,0
DEN,DEN @ BKN,2019-12-08,L,12,25,9,25,36.0,7,13,53.8,0,0,0.0,3,7,10,8,3,2,1,6,2,0
DAL,DAL vs. SAC,2019-12-08,L,12,28,12,22,54.5,3,10,30.0,1,1,100.0,2,6,8,6,3,2,0,3,10,1
CHI,CHI @ MIA,2019-12-08,L,12,24,5,13,38.5,3,7,42.9,11,12,91.7,0,6,6,5,5,5,0,8,1,0
CHA,CHA vs. ATL,2019-12-08,L,12,24,8,22,36.4,0,6,0.0,8,9,88.9,4,5,9,3,2,1,1,6,-10,1
BKN,BKN vs. DEN,2019-12-08,W,12,23,9,18,50.0,3,8,37.5,2,2,100.0,1,10,11,6,6,0,0,3,-2,1
ATL,ATL @ CHA,2019-12-08,W,12,34,12,23,52.2,4,11,36.4,6,6,100.0,5,8,13,7,4,2,3,6,10,0
UTA,UTA vs. MEM,2019-12-07,W,12,29,10,20,50.0,4,8,50.0,5,5,100.0,4,9,13,7,8,1,0,9,1,1
PHX,PHX @ HOU,2019-12-07,L,12,31,10,23,43.5,2,6,33.3,9,12,75.0,4,13,17,8,6,0,0,10,-1,0
PHI,PHI vs. CLE,2019-12-07,W,12,33,14,23,60.9,1,5,20.0,4,7,57.1,2,10,12,10,2,2,1,3,1,1
NYK,NYK vs. IND,2019-12-07,L,12,22,8,27,29.6,3,9,33.3,3,6,50.0,8,9,17,5,1,6,3,3,7,1
NOP,NOP @ DAL,2019-12-07,L,12,18,7,20,35.0,1,5,20.0,3,4,75.0,1,7,8,4,4,2,0,6,-8,0
MEM,MEM @ UTA,2019-12-07,L,12,28,10,19,52.6,1,6,16.7,7,11,63.6,0,6,6,5,3,6,1,6,-1,0
IND,IND @ NYK,2019-12-07,W,12,15,6,18,33.3,2,6,33.3,1,2,50.0,3,8,11,5,8,0,5,5,-7,0
HOU,HOU vs. PHX,2019-12-07,W,12,32,9,22,40.9,2,11,18.2,12,14,85.7,1,9,10,2,2,4,0,7,1,1
DAL,DAL vs. NOP,2019-12-07,W,12,26,9,20,45.0,4,10,40.0,4,5,80.0,1,12,13,4,4,2,2,4,8,1
CLE,CLE @ PHI,2019-12-07,L,12,32,13,29,44.8,5,14,35.7,1,1,100.0,4,8,12,5,3,1,0,5,-1,0
WAS,WAS @ MIA,2019-12-06,L,12,18,8,24,33.3,2,12,16.7,0,0,0.0,4,8,12,3,2,1,1,6,-8,0
SAS,SAS vs. SAC,2019-12-06,W,12,31,12,24,50.0,3,5,60.0,4,4,100.0,3,8,11,7,4,2,0,3,3,1
SAC,SAC @ SAS,2019-12-06,L,12,28,12,21,57.1,1,4,25.0,3,4,75.0,0,7,7,6,4,2,1,3,-3,0
POR,POR vs. LAL,2019-12-06,L,12,20,5,17,29.4,1,11,9.1,9,12,75.0,0,7,7,2,4,2,1,6,-6,1
ORL,ORL @ CLE,2019-12-06,W,12,25,8,20,40.0,3,8,37.5,6,7,85.7,1,10,11,6,4,2,4,2,8,0
OKC,OKC vs. MIN,2019-12-06,W,12,28,12,20,60.0,0,2,0.0,4,5,80.0,1,8,9,4,3,3,0,5,3,1
MIN,MIN @ OKC,2019-12-06,L,12,25,10,21,47.6,3,9,33.3,2,6,33.3,3,7,10,6,3,2,1,4,-3,0
MIL,MIL vs. LAC,2019-12-06,W,12,32,14,23,60.9,3,8,37.5,1,3,33.3,2,10,12,8,7,3,2,6,3,1
MIA,MIA vs. WAS,2019-12-06,W,12,26,10,22,45.5,4,9,44.4,2,3,66.7,2,11,13,5,4,1,1,0,8,1
LAL,LAL @ POR,2019-12-06,W,12,26,10,22,45.5,3,10,30.0,3,4,75.0,1,13,14,5,7,3,0,8,6,0
LAC,LAC @ MIL,2019-12-06,L,12,29,11,28,39.3,1,7,14.3,6,6,100.0,6,7,13,6,4,4,0,3,-3,0
IND,IND @ DET,2019-12-06,L,12,26,11,20,55.0,1,6,16.7,3,5,60.0,1,4,5,7,3,1,3,6,-11,0
GSW,GSW @ CHI,2019-12-06,W,12,23,8,16,50.0,1,7,14.3,6,10,60.0,1,12,13,7,4,1,1,6,8,0
DET,DET vs. IND,2019-12-06,W,12,37,15,25,60.0,3,4,75.0,4,7,57.1,6,9,15,5,3,1,1,5,11,1
DEN,DEN @ BOS,2019-12-06,L,12,31,12,24,50.0,2,8,25.0,5,7,71.4,4,10,14,6,4,2,1,3,8,0
CLE,CLE vs. ORL,2019-12-06,L,12,17,7,24,29.2,3,11,27.3,0,0,0.0,4,8,12,5,5,1,3,5,-8,1
CHI,CHI vs. GSW,2019-12-06,L,12,15,5,19,26.3,3,8,37.5,2,4,50.0,1,8,9,4,4,3,0,7,-8,1
CHA,CHA vs. BKN,2019-12-06,L,12,20,7,19,36.8,4,12,33.3,2,3,66.7,2,6,8,3,4,0,1,6,-5,1
BOS,BOS vs. DEN,2019-12-06,W,12,23,10,22,45.5,3,9,33.3,0,0,0.0,2,8,10,5,6,1,2,8,-8,1
BKN,BKN @ CHA,2019-12-06,W,12,25,9,24,37.5,2,10,20.0,5,7,71.4,5,11,16,7,2,4,1,4,5,0
WAS,WAS vs. PHI,2019-12-05,W,12,28,7,23,30.4,1,4,25.0,13,16,81.3,7,8,15,3,3,3,0,8,-4,1
TOR,TOR vs. HOU,2019-12-05,L,12,21,6,20,30.0,1,6,16.7,8,10,80.0,5,9,14,4,6,4,1,8,-4,1
PHX,PHX @ NOP,2019-12-05,W,12,18,8,27,29.6,2,13,15.4,0,0,0.0,9,2,11,2,3,1,1,9,-16,0
PHI,PHI @ WAS,2019-12-05,L,12,32,10,21,47.6,3,8,37.5,9,10,90.0,3,10,13,4,4,2,2,10,4,0
NYK,NYK vs. DEN,2019-12-05,L,12,17,6,21,28.6,0,3,0.0,5,10,50.0,2,8,10,2,5,4,2,4,-14,1
NOP,NOP vs. PHX,2019-12-05,L,12,34,10,16,62.5,5,6,83.3,9,10,90.0,1,8,9,5,3,2,4,5,16,1
HOU,HOU @ TOR,2019-12-05,W,12,25,8,27,29.6,4,15,26.7,5,5,100.0,9,9,18,6,7,2,1,9,4,0
DEN,DEN @ NYK,2019-12-05,W,12,31,11,24,45.8,6,15,40.0,3,4,75.0,4,13,17,7,6,3,1,7,14,0
UTA,UTA vs. LAL,2019-12-04,L,12,21,7,16,43.8,4,6,66.7,3,3,100.0,1,10,11,5,8,0,3,4,-6,1
SAC,SAC @ POR,2019-12-04,L,12,21,7,21,33.3,0,7,0.0,7,7,100.0,1,10,11,4,2,2,1,6,-6,0
POR,POR vs. SAC,2019-12-04,W,12,27,10,21,47.6,5,9,55.6,2,3,66.7,1,11,12,7,4,2,1,7,6,1
PHX,PHX @ ORL,2019-12-04,L,12,28,10,18,55.6,4,8,50.0,4,6,66.7,1,4,5,9,7,5,0,5,3,0
