index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season
1591,CHA,CHA @ NYK,2019-11-16,W,12,28,10,17,58.8,3,8,37.5,5,5,100.0,1,7,8,6,3,1,0,6,2,0,NYK,26,9,19,47.4,1,4,25.0,7,8,87.5,2,6,8,5,1,2,0,4,20.87611111111111,20.87611111111111,83.50444444444445,134.1245974931474,124.54426910077973,1,2019-11-16,4
1592,BKN,BKN @ CHI,2019-11-16,W,12,43,11,18,61.1,2,7,28.6,19,21,90.5,3,6,9,6,3,2,3,6,10,0,CHI,33,11,25,44.0,4,12,33.3,7,7,100.0,5,6,11,4,5,1,0,13,26.44712121212121,26.44712121212121,105.78848484848484,162.58858442518235,124.77728572165157,6,2019-11-16,4
1594,WAS,WAS @ MIN,2019-11-15,W,12,35,14,26,53.8,3,9,33.3,4,4,100.0,4,13,17,12,2,2,1,6,11,0,MIN,24,7,20,35.0,3,11,27.3,7,10,70.0,1,7,8,5,3,0,1,2,25.468668831168834,25.468668831168834,101.87467532467534,137.4237508525244,94.23342915601674,21,2019-11-15,4
1595,UTA,UTA @ MEM,2019-11-15,L,12,27,8,20,40.0,2,6,33.3,9,11,81.8,2,8,10,3,3,0,2,6,-3,0,MEM,30,12,24,50.0,2,8,25.0,4,6,66.7,2,8,10,7,0,2,1,6,24.331999999999997,24.331999999999997,97.32799999999999,110.96498438270592,123.29442709189547,-1,2019-11-15,4
1596,SAS,SAS @ ORL,2019-11-15,L,12,27,11,23,47.8,5,8,62.5,0,0,0.0,3,7,10,7,2,1,1,7,-5,0,ORL,32,10,19,52.6,4,8,50.0,8,11,72.7,2,8,10,5,2,1,2,2,22.37909090909091,22.37909090909091,89.51636363636364,120.64833245318276,142.9906162408092,-2,2019-11-15,4
1597,SAC,SAC @ LAL,2019-11-15,L,12,26,9,19,47.4,1,7,14.3,7,7,100.0,2,5,7,4,4,1,0,4,1,0,LAL,25,10,20,50.0,3,8,37.5,2,2,100.0,1,5,6,5,2,3,3,8,21.879761904761907,21.879761904761907,87.51904761904763,118.83127482452798,114.26084117743076,-2,2019-11-15,4
1598,PHI,PHI @ OKC,2019-11-15,L,12,24,7,15,46.7,2,5,40.0,8,10,80.0,1,6,7,3,4,0,0,10,-3,0,OKC,27,8,16,50.0,1,3,33.3,10,11,90.9,0,7,7,3,1,0,0,7,21.665,21.665,86.66,110.7777521347796,124.62497115162705,0,2019-11-15,4
1599,ORL,ORL vs. SAS,2019-11-15,W,12,32,10,19,52.6,4,8,50.0,8,11,72.7,2,8,10,5,2,1,2,2,5,1,SAS,27,11,23,47.8,5,8,62.5,0,0,0.0,3,7,10,7,2,1,1,7,22.37909090909091,22.37909090909091,89.51636363636364,142.9906162408092,120.64833245318276,2,2019-11-15,4
1600,OKC,OKC vs. PHI,2019-11-15,W,12,27,8,16,50.0,1,3,33.3,10,11,90.9,0,7,7,3,1,0,0,7,3,1,PHI,24,7,15,46.7,2,5,40.0,8,10,80.0,1,6,7,3,4,0,0,10,21.665,21.665,86.66,124.62497115162705,110.7777521347796,0,2019-11-15,4
1601,MIN,MIN vs. WAS,2019-11-15,L,12,24,7,20,35.0,3,11,27.3,7,10,70.0,1,7,8,5,3,0,1,2,-11,1,WAS,35,14,26,53.8,3,9,33.3,4,4,100.0,4,13,17,12,2,2,1,6,25.468668831168834,25.468668831168834,101.87467532467534,94.23342915601674,137.4237508525244,-21,2019-11-15,4
1602,MEM,MEM vs. UTA,2019-11-15,W,12,30,12,24,50.0,2,8,25.0,4,6,66.7,2,8,10,7,0,2,1,6,3,1,UTA,27,8,20,40.0,2,6,33.3,9,11,81.8,2,8,10,3,3,0,2,6,24.331999999999997,24.331999999999997,97.32799999999999,123.29442709189547,110.96498438270592,1,2019-11-15,4
1603,LAL,LAL vs. SAC,2019-11-15,W,12,25,10,20,50.0,3,8,37.5,2,2,100.0,1,5,6,5,2,3,3,8,-1,1,SAC,26,9,19,47.4,1,7,14.3,7,7,100.0,2,5,7,4,4,1,0,4,21.879761904761907,21.879761904761907,87.51904761904763,114.26084117743076,118.83127482452798,2,2019-11-15,4
1604,IND,IND @ HOU,2019-11-15,L,12,23,9,20,45.0,2,8,25.0,3,5,60.0,2,6,8,5,4,0,0,9,-8,0,HOU,31,8,20,40.0,3,10,30.0,12,14,85.7,3,8,11,1,0,2,0,5,22.483,22.483,89.932,102.29951518925411,137.88195525508164,-9,2019-11-15,4
1605,HOU,HOU vs. IND,2019-11-15,W,12,31,8,20,40.0,3,10,30.0,12,14,85.7,3,8,11,1,0,2,0,5,8,1,IND,23,9,20,45.0,2,8,25.0,3,5,60.0,2,6,8,5,4,0,0,9,22.483,22.483,89.932,137.88195525508164,102.29951518925411,9,2019-11-15,4
1606,GSW,GSW vs. BOS,2019-11-15,L,12,29,9,22,40.9,1,8,12.5,10,13,76.9,6,9,15,1,4,1,1,7,0,1,BOS,29,10,22,45.5,4,7,57.1,5,8,62.5,4,6,10,6,4,2,1,8,24.747115384615384,24.747115384615384,98.98846153846154,117.18537514084781,117.18537514084781,-5,2019-11-15,4
1607,DET,DET @ CHA,2019-11-15,L,12,23,8,17,47.1,5,10,50.0,2,2,100.0,3,6,9,6,5,0,0,4,-3,0,CHA,26,11,24,45.8,4,11,36.4,0,0,0.0,6,6,12,4,2,2,0,5,19.317500000000003,19.317500000000003,77.27000000000001,119.06302575385013,134.5929856347871,-3,2019-11-15,4
1608,CHA,CHA vs. DET,2019-11-15,W,12,26,11,24,45.8,4,11,36.4,0,0,0.0,6,6,12,4,2,2,0,5,3,1,DET,23,8,17,47.1,5,10,50.0,2,2,100.0,3,6,9,6,5,0,0,4,19.317500000000003,19.317500000000003,77.27000000000001,134.5929856347871,119.06302575385013,3,2019-11-15,4
1609,BOS,BOS @ GSW,2019-11-15,W,12,29,10,22,45.5,4,7,57.1,5,8,62.5,4,6,10,6,4,2,1,8,0,0,GSW,29,9,22,40.9,1,8,12.5,10,13,76.9,6,9,15,1,4,1,1,7,24.747115384615384,24.747115384615384,98.98846153846154,117.18537514084781,117.18537514084781,5,2019-11-15,4
1610,PHX,PHX vs. ATL,2019-11-14,W,12,24,7,19,36.8,2,10,20.0,8,9,88.9,2,9,11,7,5,2,1,5,2,1,ATL,22,8,23,34.8,2,9,22.2,4,4,100.0,3,9,12,4,5,2,0,7,25.426477272727276,25.426477272727276,101.7059090909091,94.38979589100481,86.5239795667544,16,2019-11-14,4
1611,NYK,NYK vs. DAL,2019-11-14,W,12,19,7,23,30.4,2,7,28.6,3,4,75.0,3,10,13,2,3,2,0,4,3,1,DAL,16,7,21,33.3,1,9,11.1,1,2,50.0,3,9,12,4,4,0,3,5,22.831538461538464,22.831538461538464,91.32615384615386,83.21822041036351,70.07850139820087,3,2019-11-14,4
1612,NOP,NOP vs. LAC,2019-11-14,W,12,36,12,26,46.2,5,9,55.6,7,10,70.0,5,7,12,7,2,6,1,6,6,1,LAC,30,11,18,61.1,2,4,50.0,6,9,66.7,2,7,9,7,6,1,2,6,25.846944444444446,25.846944444444446,103.38777777777779,139.28145385764486,116.06787821470408,5,2019-11-14,4
1613,MIL,MIL vs. CHI,2019-11-14,W,12,27,8,19,42.1,1,6,16.7,10,14,71.4,6,11,17,2,7,3,0,9,-2,1,CHI,29,7,21,33.3,4,11,36.4,11,13,84.6,2,7,9,5,4,6,0,8,27.03153846153846,27.03153846153846,108.12615384615384,99.88332716769585,107.28209214308073,9,2019-11-14,4
1614,MIA,MIA @ CLE,2019-11-14,W,12,14,5,18,27.8,1,6,16.7,3,4,75.0,1,10,11,3,7,5,3,3,-9,0,CLE,23,9,21,42.9,3,10,30.0,2,3,66.7,2,12,14,7,5,5,1,5,25.295,25.295,101.18,55.34690650326151,90.92706068392962,11,2019-11-14,4
1615,LAC,LAC @ NOP,2019-11-14,L,12,30,11,18,61.1,2,4,50.0,6,9,66.7,2,7,9,7,6,1,2,6,-6,0,NOP,36,12,26,46.2,5,9,55.6,7,10,70.0,5,7,12,7,2,6,1,6,25.846944444444446,25.846944444444446,103.38777777777779,116.06787821470408,139.28145385764486,-5,2019-11-14,4
1616,DEN,DEN vs. BKN,2019-11-14,W,12,22,10,22,45.5,1,7,14.3,1,4,25.0,4,15,19,5,2,0,1,3,8,1,BKN,14,6,25,24.0,0,10,0.0,2,2,100.0,3,9,12,2,1,1,0,5,22.53044871794872,22.53044871794872,90.12179487179488,97.64563624724374,62.13813215733693,8,2019-11-14,4
1617,DAL,DAL @ NYK,2019-11-14,L,12,16,7,21,33.3,1,9,11.1,1,2,50.0,3,9,12,4,4,0,3,5,-3,0,NYK,19,7,23,30.4,2,7,28.6,3,4,75.0,3,10,13,2,3,2,0,4,22.831538461538464,22.831538461538464,91.32615384615386,70.07850139820087,83.21822041036351,-3,2019-11-14,4
1618,CLE,CLE vs. MIA,2019-11-14,L,12,23,9,21,42.9,3,10,30.0,2,3,66.7,2,12,14,7,5,5,1,5,9,1,MIA,14,5,18,27.8,1,6,16.7,3,4,75.0,1,10,11,3,7,5,3,3,25.295,25.295,101.18,90.92706068392962,55.34690650326151,-11,2019-11-14,4
1619,CHI,CHI @ MIL,2019-11-14,L,12,29,7,21,33.3,4,11,36.4,11,13,84.6,2,7,9,5,4,6,0,8,2,0,MIL,27,8,19,42.1,1,6,16.7,10,14,71.4,6,11,17,2,7,3,0,9,27.03153846153846,27.03153846153846,108.12615384615384,107.28209214308073,99.88332716769585,-9,2019-11-14,4
1620,BKN,BKN @ DEN,2019-11-14,L,12,14,6,25,24.0,0,10,0.0,2,2,100.0,3,9,12,2,1,1,0,5,-8,0,DEN,22,10,22,45.5,1,7,14.3,1,4,25.0,4,15,19,5,2,0,1,3,22.53044871794872,22.53044871794872,90.12179487179488,62.13813215733693,97.64563624724374,-8,2019-11-14,4
1621,ATL,ATL @ PHX,2019-11-14,L,12,22,8,23,34.8,2,9,22.2,4,4,100.0,3,9,12,4,5,2,0,7,-2,0,PHX,24,7,19,36.8,2,10,20.0,8,9,88.9,2,9,11,7,5,2,1,5,25.426477272727276,25.426477272727276,101.7059090909091,86.5239795667544,94.38979589100481,-16,2019-11-14,4
1622,WAS,WAS @ BOS,2019-11-13,L,12,37,11,22,50.0,2,6,33.3,13,17,76.5,4,7,11,5,3,0,3,7,-1,0,BOS,38,12,27,44.4,4,9,44.4,10,11,90.9,3,7,10,6,1,1,1,12,27.5525,27.5525,110.21,134.289084475093,137.91851919063606,-7,2019-11-13,4
1623,TOR,TOR @ POR,2019-11-13,W,12,27,12,20,60.0,2,6,33.3,1,1,100.0,2,8,10,9,6,1,2,6,-1,0,POR,28,10,22,45.5,5,12,41.7,3,4,75.0,0,6,6,6,4,1,0,2,25.93,25.93,103.72,104.1264944080216,107.98303123794832,8,2019-11-13,4
1624,SAS,SAS @ MIN,2019-11-13,L,12,19,7,18,38.9,0,5,0.0,5,8,62.5,2,8,10,5,3,1,1,6,-4,0,MIN,23,8,21,38.1,0,10,0.0,7,9,77.8,4,11,15,3,3,3,0,8,22.67628205128205,22.67628205128205,90.7051282051282,83.78798586572438,101.42756183745583,-15,2019-11-13,4
1625,POR,POR vs. TOR,2019-11-13,L,12,28,10,22,45.5,5,12,41.7,3,4,75.0,0,6,6,6,4,1,0,2,1,1,TOR,27,12,20,60.0,2,6,33.3,1,1,100.0,2,8,10,9,6,1,2,6,25.93,25.93,103.72,107.98303123794832,104.1264944080216,-8,2019-11-13,4
1626,PHI,PHI @ ORL,2019-11-13,L,12,15,6,19,31.6,1,7,14.3,2,3,66.7,3,9,12,4,7,0,1,7,-17,0,ORL,32,13,24,54.2,2,7,28.6,4,5,80.0,3,10,13,8,0,2,1,5,23.52375,23.52375,94.095,63.7653435357883,136.03273287634838,-15,2019-11-13,4
1627,ORL,ORL vs. PHI,2019-11-13,W,12,32,13,24,54.2,2,7,28.6,4,5,80.0,3,10,13,8,0,2,1,5,17,1,PHI,15,6,19,31.6,1,7,14.3,2,3,66.7,3,9,12,4,7,0,1,7,23.52375,23.52375,94.095,136.03273287634838,63.7653435357883,15,2019-11-13,4
1628,MIN,MIN vs. SAS,2019-11-13,W,12,23,8,21,38.1,0,10,0.0,7,9,77.8,4,11,15,3,3,3,0,8,4,1,SAS,19,7,18,38.9,0,5,0.0,5,8,62.5,2,8,10,5,3,1,1,6,22.67628205128205,22.67628205128205,90.7051282051282,101.42756183745583,83.78798586572438,15,2019-11-13,4
1629,MEM,MEM @ CHA,2019-11-13,W,12,25,10,19,52.6,3,6,50.0,2,2,100.0,1,11,12,7,6,2,4,3,4,0,CHA,21,9,24,37.5,3,9,33.3,0,0,0.0,1,7,8,6,2,0,2,3,24.629375000000003,24.629375000000003,98.51750000000001,101.50480879031643,85.26403938386579,2,2019-11-13,4
1630,LAL,LAL vs. GSW,2019-11-13,W,12,22,8,21,38.1,1,5,20.0,5,6,83.3,4,11,15,4,3,4,3,3,10,1,GSW,12,5,24,20.8,2,11,18.2,0,0,0.0,5,9,14,4,6,1,2,4,22.8834375,22.8834375,91.53375,96.13940213309299,52.439673890777996,26,2019-11-13,4
1631,LAC,LAC @ HOU,2019-11-13,L,12,25,9,22,40.9,4,11,36.4,3,4,75.0,4,12,16,3,4,0,0,6,-3,0,HOU,28,7,21,33.3,4,12,33.3,10,11,90.9,2,9,11,2,1,3,0,3,23.79,23.79,95.16,105.08617065994115,117.69651113913409,-9,2019-11-13,4
1632,HOU,HOU vs. LAC,2019-11-13,W,12,28,7,21,33.3,4,12,33.3,10,11,90.9,2,9,11,2,1,3,0,3,3,1,LAC,25,9,22,40.9,4,11,36.4,3,4,75.0,4,12,16,3,4,0,0,6,23.79,23.79,95.16,117.69651113913409,105.08617065994115,9,2019-11-13,4
1633,GSW,GSW @ LAL,2019-11-13,L,12,12,5,24,20.8,2,11,18.2,0,0,0.0,5,9,14,4,6,1,2,4,-10,0,LAL,22,8,21,38.1,1,5,20.0,5,6,83.3,4,11,15,4,3,4,3,3,22.8834375,22.8834375,91.53375,52.439673890777996,96.13940213309299,-26,2019-11-13,4
1634,CHA,CHA vs. MEM,2019-11-13,L,12,21,9,24,37.5,3,9,33.3,0,0,0.0,1,7,8,6,2,0,2,3,-4,1,MEM,25,10,19,52.6,3,6,50.0,2,2,100.0,1,11,12,7,6,2,4,3,24.629375000000003,24.629375000000003,98.51750000000001,85.26403938386579,101.50480879031643,-2,2019-11-13,4
1635,BOS,BOS vs. WAS,2019-11-13,W,12,38,12,27,44.4,4,9,44.4,10,11,90.9,3,7,10,6,1,1,1,12,1,1,WAS,37,11,22,50.0,2,6,33.3,13,17,76.5,4,7,11,5,3,0,3,7,27.5525,27.5525,110.21,137.91851919063606,134.289084475093,7,2019-11-13,4
1636,UTA,UTA vs. BKN,2019-11-12,W,12,35,13,24,54.2,3,7,42.9,6,7,85.7,3,12,15,5,1,1,2,1,13,1,BKN,22,9,26,34.6,3,10,30.0,1,2,50.0,4,8,12,4,4,1,2,7,25.42125,25.42125,101.685,137.68009047548802,86.54177115602104,5,2019-11-12,4
1637,SAC,SAC vs. POR,2019-11-12,W,12,26,9,18,50.0,5,8,62.5,3,4,75.0,2,9,11,7,4,0,0,9,-3,1,POR,29,8,18,44.4,2,8,25.0,11,16,68.8,4,7,11,4,1,0,0,5,21.783846153846156,21.783846153846156,87.13538461538462,119.35449698082559,133.12616970938237,8,2019-11-12,4
1638,POR,POR @ SAC,2019-11-12,L,12,29,8,18,44.4,2,8,25.0,11,16,68.8,4,7,11,4,1,0,0,5,3,0,SAC,26,9,18,50.0,5,8,62.5,3,4,75.0,2,9,11,7,4,0,0,9,21.783846153846156,21.783846153846156,87.13538461538462,133.12616970938237,119.35449698082559,-8,2019-11-12,4
1639,PHX,PHX vs. LAL,2019-11-12,L,12,23,7,24,29.2,3,12,25.0,6,7,85.7,3,10,13,6,3,3,2,9,-5,1,LAL,28,10,25,40.0,5,11,45.5,3,8,37.5,4,13,17,7,4,0,1,8,27.001830357142858,27.001830357142858,108.00732142857143,85.17941078729781,103.69667400192778,-8,2019-11-12,4
1640,PHI,PHI vs. CLE,2019-11-12,W,12,16,8,22,36.4,0,9,0.0,0,0,0.0,5,7,12,4,4,2,1,4,-3,1,CLE,19,8,20,40.0,1,6,16.7,2,2,100.0,2,7,9,2,5,4,0,2,21.3525,21.3525,85.41,74.9326776724037,88.9825547359794,1,2019-11-12,4
1642,NYK,NYK @ CHI,2019-11-12,L,12,17,5,18,27.8,2,11,18.2,5,10,50.0,3,6,9,3,5,1,0,7,-18,0,CHI,35,12,22,54.5,7,11,63.6,4,6,66.7,2,10,12,7,3,3,0,8,24.2575,24.2575,97.03,70.08141811810779,144.28527259610428,-18,2019-11-12,4
1643,MIA,MIA vs. DET,2019-11-12,W,12,25,6,13,46.2,1,5,20.0,12,15,80.0,0,6,6,6,5,1,0,11,-11,1,DET,36,10,18,55.6,3,9,33.3,13,17,76.5,2,7,9,8,4,1,1,11,25.33,25.33,101.32,98.69719699960523,142.1239636794315,9,2019-11-12,4
1644,LAL,LAL @ PHX,2019-11-12,W,12,28,10,25,40.0,5,11,45.5,3,8,37.5,4,13,17,7,4,0,1,8,5,0,PHX,23,7,24,29.2,3,12,25.0,6,7,85.7,3,10,13,6,3,3,2,9,27.001830357142858,27.001830357142858,108.00732142857143,103.69667400192778,85.17941078729781,8,2019-11-12,4
1646,DET,DET @ MIA,2019-11-12,L,12,36,10,18,55.6,3,9,33.3,13,17,76.5,2,7,9,8,4,1,1,11,11,0,MIA,25,6,13,46.2,1,5,20.0,12,15,80.0,0,6,6,6,5,1,0,11,25.33,25.33,101.32,142.1239636794315,98.69719699960523,-9,2019-11-12,4
1647,DEN,DEN vs. ATL,2019-11-12,L,12,32,11,31,35.5,2,14,14.3,8,9,88.9,8,9,17,8,0,0,3,10,5,1,ATL,27,6,18,33.3,2,8,25.0,13,18,72.2,3,10,13,2,4,0,1,8,25.53944444444444,25.53944444444444,102.15777777777777,125.29638250201216,105.71882273607275,-4,2019-11-12,4
1648,CLE,CLE @ PHI,2019-11-12,L,12,19,8,20,40.0,1,6,16.7,2,2,100.0,2,7,9,2,5,4,0,2,3,0,PHI,16,8,22,36.4,0,9,0.0,0,0,0.0,5,7,12,4,4,2,1,4,21.3525,21.3525,85.41,88.9825547359794,74.9326776724037,-1,2019-11-12,4
1649,CHI,CHI vs. NYK,2019-11-12,W,12,35,12,22,54.5,7,11,63.6,4,6,66.7,2,10,12,7,3,3,0,8,18,1,NYK,17,5,18,27.8,2,11,18.2,5,10,50.0,3,6,9,3,5,1,0,7,24.2575,24.2575,97.03,144.28527259610428,70.08141811810779,18,2019-11-12,4
1650,BKN,BKN @ UTA,2019-11-12,L,12,22,9,26,34.6,3,10,30.0,1,2,50.0,4,8,12,4,4,1,2,7,-13,0,UTA,35,13,24,54.2,3,7,42.9,6,7,85.7,3,12,15,5,1,1,2,1,25.42125,25.42125,101.685,86.54177115602104,137.68009047548802,-5,2019-11-12,4
1651,ATL,ATL @ DEN,2019-11-12,W,12,27,6,18,33.3,2,8,25.0,13,18,72.2,3,10,13,2,4,0,1,8,-5,0,DEN,32,11,31,35.5,2,14,14.3,8,9,88.9,8,9,17,8,0,0,3,10,25.53944444444444,25.53944444444444,102.15777777777777,105.71882273607275,125.29638250201216,4,2019-11-12,4
1652,UTA,UTA @ GSW,2019-11-11,W,12,25,7,21,33.3,1,8,12.5,10,12,83.3,2,10,12,6,2,1,1,6,2,0,GSW,23,8,20,40.0,1,6,16.7,6,8,75.0,2,10,12,4,2,2,2,9,24.181666666666665,24.181666666666665,96.72666666666666,103.38410641670689,95.11337790337033,14,2019-11-11,4
1653,TOR,TOR @ LAC,2019-11-11,L,12,10,4,24,16.7,1,7,14.3,1,4,25.0,3,5,8,2,3,2,2,6,-15,0,LAC,25,8,21,38.1,1,6,16.7,8,11,72.7,7,17,24,7,5,2,4,4,23.837916666666665,23.837916666666665,95.35166666666666,41.94997465522365,104.87493663805911,-10,2019-11-11,4
1654,SAS,SAS vs. MEM,2019-11-11,L,12,29,11,21,52.4,4,10,40.0,3,5,60.0,1,10,11,11,3,1,1,6,7,1,MEM,22,7,20,35.0,2,9,22.2,6,8,75.0,3,8,11,6,3,3,1,4,23.900555555555556,23.900555555555556,95.60222222222222,121.33609167615815,92.04806954743032,-4,2019-11-11,4
1655,NOP,NOP vs. HOU,2019-11-11,L,12,34,11,25,44.0,4,14,28.6,8,8,100.0,2,11,13,7,1,2,0,8,2,1,HOU,32,11,19,57.9,4,9,44.4,6,12,50.0,0,12,12,4,3,1,2,7,26.93,26.93,107.72,126.25324916450056,118.8265874489417,-6,2019-11-11,4
1656,MIN,MIN @ DET,2019-11-11,W,12,28,11,21,52.4,3,6,50.0,3,5,60.0,3,9,12,7,5,2,2,5,-5,0,DET,33,11,23,47.8,6,11,54.5,5,7,71.4,2,7,9,10,4,4,2,4,26.12772727272727,26.12772727272727,104.51090909090908,107.1658461056697,126.302604338825,6,2019-11-11,4
1657,MEM,MEM @ SAS,2019-11-11,W,12,22,7,20,35.0,2,9,22.2,6,8,75.0,3,8,11,6,3,3,1,4,-7,0,SAS,29,11,21,52.4,4,10,40.0,3,5,60.0,1,10,11,11,3,1,1,6,23.900555555555556,23.900555555555556,95.60222222222222,92.04806954743032,121.33609167615815,4,2019-11-11,4
1658,LAC,LAC vs. TOR,2019-11-11,W,12,25,8,21,38.1,1,6,16.7,8,11,72.7,7,17,24,7,5,2,4,4,15,1,TOR,10,4,24,16.7,1,7,14.3,1,4,25.0,3,5,8,2,3,2,2,6,23.837916666666665,23.837916666666665,95.35166666666666,104.87493663805911,41.94997465522365,10,2019-11-11,4
1659,HOU,HOU @ NOP,2019-11-11,W,12,32,11,19,57.9,4,9,44.4,6,12,50.0,0,12,12,4,3,1,2,7,-2,0,NOP,34,11,25,44.0,4,14,28.6,8,8,100.0,2,11,13,7,1,2,0,8,26.93,26.93,107.72,118.8265874489417,126.25324916450056,6,2019-11-11,4
1660,GSW,GSW vs. UTA,2019-11-11,L,12,23,8,20,40.0,1,6,16.7,6,8,75.0,2,10,12,4,2,2,2,9,-2,1,UTA,25,7,21,33.3,1,8,12.5,10,12,83.3,2,10,12,6,2,1,1,6,24.181666666666665,24.181666666666665,96.72666666666666,95.11337790337033,103.38410641670689,-14,2019-11-11,4
1661,DET,DET vs. MIN,2019-11-11,L,12,33,11,23,47.8,6,11,54.5,5,7,71.4,2,7,9,10,4,4,2,4,5,1,MIN,28,11,21,52.4,3,6,50.0,3,5,60.0,3,9,12,7,5,2,2,5,26.12772727272727,26.12772727272727,104.51090909090908,126.302604338825,107.1658461056697,-6,2019-11-11,4
1662,DAL,DAL @ BOS,2019-11-11,L,12,27,10,20,50.0,1,7,14.3,6,12,50.0,3,8,11,4,1,0,2,9,-5,0,BOS,32,10,22,45.5,5,8,62.5,7,10,70.0,1,8,9,4,0,0,2,10,23.727575757575757,23.727575757575757,94.91030303030303,113.7916501704959,134.864177979847,-10,2019-11-11,4
1663,BOS,BOS vs. DAL,2019-11-11,W,12,32,10,22,45.5,5,8,62.5,7,10,70.0,1,8,9,4,0,0,2,10,5,1,DAL,27,10,20,50.0,1,7,14.3,6,12,50.0,3,8,11,4,1,0,2,9,23.727575757575757,23.727575757575757,94.91030303030303,134.864177979847,113.7916501704959,10,2019-11-11,4
1664,TOR,TOR @ LAL,2019-11-10,W,12,35,13,23,56.5,2,5,40.0,7,10,70.0,4,11,15,8,4,0,4,6,9,0,LAL,26,8,24,33.3,3,10,30.0,7,10,70.0,4,6,10,6,1,1,2,7,25.577333333333332,25.577333333333332,102.30933333333333,136.83991033727781,101.6525048219778,9,2019-11-10,3
1665,POR,POR vs. ATL,2019-11-10,W,12,32,10,17,58.8,1,6,16.7,11,14,78.6,1,7,8,1,3,2,4,3,0,1,ATL,32,13,27,48.1,5,11,45.5,1,1,100.0,5,5,10,3,3,2,0,9,24.255,24.255,97.02,131.9315605029891,131.9315605029891,0,2019-11-10,3
1667,PHI,PHI vs. CHA,2019-11-10,W,12,26,9,17,52.9,2,6,33.3,6,9,66.7,2,9,11,5,6,4,2,3,1,1,CHA,25,8,19,42.1,6,10,60.0,3,4,75.0,1,7,8,4,4,2,0,7,24.06038888888889,24.06038888888889,96.24155555555556,108.0614287660447,103.90521996735067,8,2019-11-10,3
1668,ORL,ORL vs. IND,2019-11-10,L,12,25,10,26,38.5,3,13,23.1,2,2,100.0,1,9,10,6,1,0,3,3,-3,1,IND,28,12,22,54.5,1,5,20.0,3,4,75.0,1,13,14,8,0,0,1,3,24.55357142857143,24.55357142857143,98.21428571428572,101.81818181818181,114.03636363636363,-7,2019-11-10,3
1669,OKC,OKC vs. MIL,2019-11-10,L,12,39,14,22,63.6,6,9,66.7,5,9,55.6,0,7,7,8,5,3,0,7,5,1,MIL,34,11,20,55.0,3,8,37.5,9,9,100.0,2,10,12,4,9,3,1,8,30.53,30.53,122.12,127.74320340648542,111.36586963642318,-2,2019-11-10,3
1670,NYK,NYK vs. CLE,2019-11-10,L,12,24,9,21,42.9,4,8,50.0,2,3,66.7,4,7,11,6,5,2,2,9,-6,1,CLE,30,9,19,47.4,0,4,0.0,12,14,85.7,2,9,11,5,2,2,0,2,23.735726495726496,23.735726495726496,94.94290598290598,101.11339968600113,126.39174960750141,-21,2019-11-10,3
1671,MIN,MIN vs. DEN,2019-11-10,L,12,26,7,19,36.8,2,7,28.6,10,14,71.4,3,8,11,5,3,3,1,5,12,1,DEN,14,5,17,29.4,3,5,60.0,1,1,100.0,3,10,13,5,10,0,1,12,24.267552447552447,24.267552447552447,97.07020979020979,107.13894636136774,57.69020188689032,0,2019-11-10,3
1672,MIL,MIL @ OKC,2019-11-10,W,12,34,11,20,55.0,3,8,37.5,9,9,100.0,2,10,12,4,9,3,1,8,-5,0,OKC,39,14,22,63.6,6,9,66.7,5,9,55.6,0,7,7,8,5,3,0,7,30.53,30.53,122.12,111.36586963642318,127.74320340648542,2,2019-11-10,3
1673,LAL,LAL vs. TOR,2019-11-10,L,12,26,8,24,33.3,3,10,30.0,7,10,70.0,4,6,10,6,1,1,2,7,-9,1,TOR,35,13,23,56.5,2,5,40.0,7,10,70.0,4,11,15,8,4,0,4,6,25.577333333333332,25.577333333333332,102.30933333333333,101.6525048219778,136.83991033727781,-9,2019-11-10,3
1674,IND,IND @ ORL,2019-11-10,W,12,28,12,22,54.5,1,5,20.0,3,4,75.0,1,13,14,8,0,0,1,3,3,0,ORL,25,10,26,38.5,3,13,23.1,2,2,100.0,1,9,10,6,1,0,3,3,24.55357142857143,24.55357142857143,98.21428571428572,114.03636363636363,101.81818181818181,7,2019-11-10,3
1675,DEN,DEN @ MIN,2019-11-10,W,12,14,5,17,29.4,3,5,60.0,1,1,100.0,3,10,13,5,10,0,1,12,-12,0,MIN,26,7,19,36.8,2,7,28.6,10,14,71.4,3,8,11,5,3,3,1,5,24.267552447552447,24.267552447552447,97.07020979020979,57.69020188689032,107.13894636136774,0,2019-11-10,3
1676,CLE,CLE @ NYK,2019-11-10,W,12,30,9,19,47.4,0,4,0.0,12,14,85.7,2,9,11,5,2,2,0,2,6,0,NYK,24,9,21,42.9,4,8,50.0,2,3,66.7,4,7,11,6,5,2,2,9,23.735726495726496,23.735726495726496,94.94290598290598,126.39174960750141,101.11339968600113,21,2019-11-10,3
