Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
MIL,MIL @ BOS,10/30/2019,,L,12,18,8,20,40.0,2,13,15.4,0,1,0.0,0,7,7,5,3,1,1,6,-20
WAS,WAS vs. HOU,10/30/2019,,L,12,40,15,23,65.2,9,13,69.2,1,1,100.0,1,9,10,8,5,0,2,5,5
MIN,MIN @ PHI,10/30/2019,,L,12,35,11,19,57.9,2,3,66.7,11,14,78.6,3,8,11,2,6,3,3,6,5
PHI,PHI vs. MIN,10/30/2019,,W,12,30,11,25,44.0,0,6,0.0,8,10,80.0,4,5,9,5,3,5,2,10,-5
CHI,CHI @ CLE,10/30/2019,,L,12,29,10,21,47.6,4,9,44.4,5,5,100.0,3,4,7,6,3,2,2,3,-1
DAL,DAL @ DEN,10/29/2019,,W,12,23,8,19,42.1,3,10,30.0,4,5,80.0,1,6,7,8,2,3,1,3,-4
ATL,ATL @ MIA,10/29/2019,,L,12,21,8,20,40.0,3,9,33.3,2,4,50.0,5,6,11,7,7,2,1,7,-8
DEN,DEN vs. DAL,10/29/2019,,L,12,27,10,15,66.7,3,3,100.0,4,6,66.7,0,10,10,6,4,1,0,7,4
LAL,LAL vs. MEM,10/29/2019,,W,12,39,8,14,57.1,2,6,33.3,21,25,84.0,2,13,15,6,2,3,3,6,19
MIA,MIA vs. ATL,10/29/2019,,W,12,29,9,19,47.4,2,6,33.3,9,10,90.0,2,7,9,4,5,5,3,3,8
MEM,MEM @ LAL,10/29/2019,,L,12,20,7,26,26.9,2,10,20.0,4,4,100.0,5,6,11,5,4,0,0,13,-19
PHX,PHX vs. UTA,10/28/2019,,L,12,31,11,18,61.1,4,7,57.1,5,10,50.0,1,7,8,10,3,2,1,6,7
PHI,PHI @ ATL,10/28/2019,,W,12,19,7,21,33.3,3,12,25.0,2,4,50.0,3,11,14,6,8,3,2,7,1
POR,POR @ SAS,10/28/2019,,L,12,20,5,23,21.7,0,8,0.0,10,11,90.9,2,8,10,2,3,0,4,8,-17
CLE,CLE @ MIL,10/28/2019,,L,12,28,9,22,40.9,4,10,40.0,6,7,85.7,0,10,10,5,5,0,0,6,-4
GSW,GSW @ NOP,10/28/2019,,W,12,31,13,27,48.1,2,10,20.0,3,3,100.0,4,13,17,9,3,2,0,7,7
SAS,SAS vs. POR,10/28/2019,,W,12,37,11,22,50.0,3,7,42.9,12,14,85.7,3,15,18,7,4,2,1,6,17
MIL,MIL vs. CLE,10/28/2019,,W,12,32,12,22,54.5,4,11,36.4,4,8,50.0,1,14,15,6,4,5,2,6,4
ORL,ORL @ TOR,10/28/2019,,L,12,21,9,20,45.0,3,8,37.5,0,0,0.0,0,9,9,6,4,2,1,1,-6
DEN,DEN @ SAC,10/28/2019,,W,12,30,12,27,44.4,3,11,27.3,3,3,100.0,3,12,15,5,2,2,1,6,13
IND,IND @ DET,10/28/2019,,L,12,18,7,19,36.8,1,7,14.3,3,4,75.0,2,8,10,3,4,3,1,4,-1
HOU,HOU vs. OKC,10/28/2019,,W,12,39,14,23,60.9,5,9,55.6,6,6,100.0,3,9,12,8,3,0,1,6,21
OKC,OKC @ HOU,10/28/2019,,L,12,18,7,19,36.8,1,5,20.0,3,7,42.9,2,5,7,4,4,1,1,3,-21
TOR,TOR vs. ORL,10/28/2019,,W,12,27,10,23,43.5,4,9,44.4,3,3,100.0,4,10,14,7,4,2,1,2,6
CHI,CHI @ NYK,10/28/2019,,L,12,28,9,20,45.0,2,8,25.0,8,8,100.0,3,10,13,5,4,0,1,7,-2
CHA,CHA @ LAC,10/28/2019,,L,12,20,8,21,38.1,3,10,30.0,1,2,50.0,2,6,8,4,5,2,1,5,-9
UTA,UTA @ PHX,10/28/2019,,W,12,24,9,19,47.4,3,10,30.0,3,4,75.0,1,8,9,5,5,1,1,9,-7
NYK,NYK vs. CHI,10/28/2019,,W,12,30,13,27,48.1,0,4,0.0,4,9,44.4,6,6,12,5,1,2,1,4,2
LAC,LAC vs. CHA,10/28/2019,,W,12,29,11,21,52.4,5,11,45.5,2,2,100.0,2,10,12,6,6,3,4,5,9
SAC,SAC vs. DEN,10/28/2019,,L,12,17,5,21,23.8,1,9,11.1,6,7,85.7,2,9,11,2,3,1,4,6,-13
NOP,NOP vs. GSW,10/28/2019,,L,12,24,10,27,37.0,2,12,16.7,2,5,40.0,4,8,12,5,5,3,2,4,-7
DET,DET vs. IND,10/28/2019,,W,12,19,8,19,42.1,3,6,50.0,0,0,0.0,2,10,12,4,6,1,0,7,1
ATL,ATL vs. PHI,10/28/2019,,L,12,18,8,21,38.1,1,7,14.3,1,2,50.0,1,10,11,7,7,4,1,4,-1
LAL,LAL vs. CHA,10/27/2019,,W,12,24,11,24,45.8,2,8,25.0,0,2,0.0,3,14,17,7,4,0,1,6,6
MEM,MEM vs. BKN,10/27/2019,,W,12,33,13,27,48.1,4,6,66.7,3,6,50.0,3,6,9,8,1,0,1,11,-7
POR,POR @ DAL,10/27/2019,,W,12,36,13,24,54.2,1,3,33.3,9,10,90.0,6,13,19,1,5,0,1,8,12
BKN,BKN @ MEM,10/27/2019,,L,12,40,11,18,61.1,5,8,62.5,13,16,81.3,1,12,13,8,4,0,3,6,7
MIA,MIA @ MIN,10/27/2019,,L,12,27,12,21,57.1,3,7,42.9,0,0,0.0,4,8,12,8,7,3,2,6,5
GSW,GSW @ OKC,10/27/2019,,L,12,31,11,29,37.9,1,9,11.1,8,8,100.0,5,7,12,7,0,1,1,4,-4
MIN,MIN vs. MIA,10/27/2019,,W,12,22,7,22,31.8,3,12,25.0,5,5,100.0,4,5,9,5,6,3,0,4,-5
CHA,CHA @ LAL,10/27/2019,,L,12,18,7,25,28.0,1,12,8.3,3,4,75.0,4,11,15,4,3,2,1,4,-6
OKC,OKC vs. GSW,10/27/2019,,W,12,35,12,19,63.2,4,8,50.0,7,10,70.0,1,10,11,7,3,0,1,7,4
DAL,DAL vs. POR,10/27/2019,,L,12,24,6,23,26.1,3,11,27.3,9,11,81.8,2,6,8,5,3,2,1,7,-12
DET,DET vs. PHI,10/26/2019,,L,12,26,9,17,52.9,4,6,66.7,4,6,66.7,3,6,9,4,7,2,2,4,-3
HOU,HOU vs. NOP,10/26/2019,,W,12,36,13,24,54.2,6,13,46.2,4,6,66.7,2,11,13,8,8,0,2,5,-3
IND,IND @ CLE,10/26/2019,,L,12,26,10,25,40.0,5,9,55.6,1,1,100.0,3,9,12,6,5,2,0,5,1
UTA,UTA vs. SAC,10/26/2019,,W,12,27,11,17,64.7,3,7,42.9,2,2,100.0,0,11,11,6,6,1,1,4,10
CLE,CLE vs. IND,10/26/2019,,W,12,25,11,21,52.4,1,9,11.1,2,4,50.0,2,7,9,7,5,5,5,4,-1
SAS,SAS vs. WAS,10/26/2019,,W,12,32,11,23,47.8,3,7,42.9,7,9,77.8,3,8,11,7,1,0,2,3,2
MIA,MIA @ MIL,10/26/2019,,W,12,29,12,25,48.0,4,10,40.0,1,2,50.0,1,10,11,8,3,1,1,4,6
PHX,PHX vs. LAC,10/26/2019,,W,12,36,13,23,56.5,6,14,42.9,4,6,66.7,3,6,9,9,5,5,0,7,6
NYK,NYK vs. BOS,10/26/2019,,L,12,25,8,21,38.1,2,8,25.0,7,10,70.0,3,9,12,5,6,3,1,9,-11
ORL,ORL @ ATL,10/26/2019,,L,12,25,8,24,33.3,1,5,20.0,8,8,100.0,4,6,10,2,3,1,2,2,0
MIL,MIL vs. MIA,10/26/2019,,L,12,23,10,22,45.5,1,9,11.1,2,2,100.0,1,12,13,3,5,2,0,4,-6
ATL,ATL vs. ORL,10/26/2019,,W,12,25,10,21,47.6,2,6,33.3,3,4,75.0,5,11,16,5,7,2,0,7,0
TOR,TOR @ CHI,10/26/2019,,W,12,36,14,23,60.9,6,12,50.0,2,2,100.0,2,12,14,10,6,4,3,5,14
SAC,SAC @ UTA,10/26/2019,,L,12,17,7,21,33.3,1,8,12.5,2,2,100.0,1,5,6,4,4,3,0,4,-10
CHI,CHI vs. TOR,10/26/2019,,L,12,22,8,21,38.1,4,10,40.0,2,3,66.7,0,7,7,6,7,4,0,4,-14
PHI,PHI @ DET,10/26/2019,,W,12,29,12,24,50.0,4,10,40.0,1,1,100.0,2,5,7,10,5,5,0,6,3
WAS,WAS @ SAS,10/26/2019,,L,12,30,12,25,48.0,4,8,50.0,2,2,100.0,1,9,10,7,3,0,2,7,-2
NOP,NOP @ HOU,10/26/2019,,L,12,39,16,32,50.0,6,14,42.9,1,1,100.0,4,7,11,8,3,4,0,6,3
LAC,LAC @ PHX,10/26/2019,,L,12,30,11,18,61.1,2,7,28.6,6,9,66.7,2,8,10,5,7,2,1,8,-6
BOS,BOS @ NYK,10/26/2019,,W,12,36,12,18,66.7,5,9,55.6,7,13,53.8,1,10,11,8,5,5,2,10,11
LAL,LAL vs. UTA,10/25/2019,,W,12,31,11,21,52.4,4,9,44.4,5,9,55.6,3,7,10,6,3,5,1,6,13
CHI,CHI @ MEM,10/25/2019,,W,12,32,14,26,53.8,3,10,30.0,1,1,100.0,3,11,14,8,5,6,3,6,11
CHA,CHA vs. MIN,10/25/2019,,L,12,25,9,21,42.9,4,9,44.4,3,4,75.0,2,2,4,7,4,1,1,7,-20
WAS,WAS @ OKC,10/25/2019,,W,12,26,10,29,34.5,3,10,30.0,3,3,100.0,4,10,14,6,3,3,2,4,2
BOS,BOS vs. TOR,10/25/2019,,W,12,26,10,29,34.5,5,13,38.5,1,1,100.0,4,7,11,4,1,1,3,5,-7
DEN,DEN vs. PHX,10/25/2019,,W,12,25,9,24,37.5,0,5,0.0,7,8,87.5,1,12,13,7,0,2,3,1,8
DAL,DAL @ NOP,10/25/2019,,W,12,23,10,27,37.0,1,12,8.3,2,3,66.7,5,9,14,5,3,2,1,5,-6
UTA,UTA @ LAL,10/25/2019,,L,12,18,6,15,40.0,0,3,0.0,6,6,100.0,0,9,9,4,7,1,1,8,-13
OKC,OKC vs. WAS,10/25/2019,,L,12,24,10,24,41.7,1,6,16.7,3,3,100.0,3,13,16,7,5,1,2,3,-2
NYK,NYK @ BKN,10/25/2019,,L,12,32,11,18,61.1,4,7,57.1,6,9,66.7,1,7,8,5,7,6,0,9,2
MEM,MEM vs. CHI,10/25/2019,,L,12,21,8,23,34.8,2,7,28.6,3,4,75.0,4,7,11,5,7,3,0,4,-11
SAC,SAC vs. POR,10/25/2019,,L,12,27,10,25,40.0,3,10,30.0,4,4,100.0,4,9,13,3,4,0,1,9,-10
MIN,MIN @ CHA,10/25/2019,,W,12,45,16,22,72.7,5,8,62.5,8,10,80.0,4,9,13,10,3,2,2,4,20
BKN,BKN vs. NYK,10/25/2019,,W,12,30,9,17,52.9,6,9,66.7,6,14,42.9,3,6,9,6,8,3,0,8,-2
PHX,PHX @ DEN,10/25/2019,,L,12,17,7,22,31.8,3,12,25.0,0,0,0.0,2,12,14,5,3,0,1,7,-8
POR,POR @ SAC,10/25/2019,,W,12,37,13,24,54.2,1,6,16.7,10,12,83.3,2,10,12,6,2,0,1,4,10
TOR,TOR @ BOS,10/25/2019,,L,12,33,11,20,55.0,7,10,70.0,4,5,80.0,1,12,13,5,4,0,1,7,7
NOP,NOP vs. DAL,10/25/2019,,L,12,29,11,23,47.8,5,9,55.6,2,4,50.0,2,13,15,9,3,2,2,2,6
GSW,GSW vs. LAC,10/24/2019,,L,12,33,8,23,34.8,4,9,44.4,13,13,100.0,4,5,9,6,4,1,0,5,-13
HOU,HOU vs. MIL,10/24/2019,,L,12,21,7,23,30.4,3,11,27.3,4,6,66.7,4,14,18,6,3,1,3,9,-7
DET,DET vs. ATL,10/24/2019,,L,12,18,5,21,23.8,0,9,0.0,8,8,100.0,4,5,9,2,3,2,1,5,-13
LAC,LAC @ GSW,10/24/2019,,W,12,46,17,24,70.8,7,12,58.3,5,5,100.0,0,8,8,12,3,2,1,10,13
ATL,ATL @ DET,10/24/2019,,W,12,31,13,23,56.5,3,7,42.9,2,2,100.0,4,9,13,10,4,2,1,5,13
MIL,MIL @ HOU,10/24/2019,,W,12,28,10,24,41.7,2,9,22.2,6,11,54.5,1,12,13,6,1,2,4,5,7
BOS,BOS @ PHI,10/23/2019,,L,12,20,8,24,33.3,1,5,20.0,3,8,37.5,3,5,8,5,5,2,0,7,-8
CHA,CHA vs. CHI,10/23/2019,,W,12,33,11,24,45.8,7,10,70.0,4,5,80.0,2,5,7,7,4,2,0,3,-7
ORL,ORL vs. CLE,10/23/2019,,W,12,16,8,23,34.8,0,6,0.0,0,0,0.0,2,10,12,7,4,3,1,7,-8
IND,IND vs. DET,10/23/2019,,L,12,31,8,20,40.0,2,4,50.0,13,15,86.7,3,7,10,6,3,0,1,7,2
DEN,DEN @ POR,10/23/2019,,W,12,19,7,21,33.3,4,10,40.0,1,2,50.0,1,7,8,4,3,2,0,4,-5
CHI,CHI @ CHA,10/23/2019,,L,12,40,17,26,65.4,3,7,42.9,3,3,100.0,3,8,11,10,3,3,3,4,7
MEM,MEM @ MIA,10/23/2019,,L,12,24,9,24,37.5,1,12,8.3,5,6,83.3,3,9,12,4,4,1,5,10,-5
SAS,SAS vs. NYK,10/23/2019,,W,12,24,8,18,44.4,0,4,0.0,8,8,100.0,2,7,9,2,9,1,1,5,-9
DET,DET @ IND,10/23/2019,,W,12,29,9,16,56.3,4,7,57.1,7,9,77.8,0,8,8,6,4,1,0,12,-2
DAL,DAL vs. WAS,10/23/2019,,W,12,29,8,19,42.1,3,11,27.3,10,12,83.3,1,11,12,4,2,1,3,5,9
MIN,MIN @ BKN,10/23/2019,,W,12,20,8,25,32.0,1,8,12.5,3,6,50.0,1,6,7,3,3,1,1,4,-17
SAC,SAC @ PHX,10/23/2019,,L,12,17,5,17,29.4,1,5,20.0,6,7,85.7,3,7,10,3,10,1,1,8,-15
UTA,UTA vs. OKC,10/23/2019,,W,12,19,8,21,38.1,1,6,16.7,2,2,100.0,2,8,10,4,3,0,1,10,-9
NYK,NYK @ SAS,10/23/2019,,L,12,33,15,27,55.6,1,5,20.0,2,3,66.7,2,8,10,8,3,8,0,8,9
OKC,OKC @ UTA,10/23/2019,,L,12,28,10,22,45.5,2,7,28.6,6,7,85.7,3,10,13,3,2,0,1,3,9
BKN,BKN vs. MIN,10/23/2019,,L,12,37,15,23,65.2,5,9,55.6,2,4,50.0,1,11,12,6,3,2,2,9,17
CLE,CLE @ ORL,10/23/2019,,L,12,24,9,21,42.9,2,7,28.6,4,6,66.7,0,12,12,6,3,2,1,1,8
POR,POR vs. DEN,10/23/2019,,L,12,24,10,20,50.0,3,9,33.3,1,2,50.0,2,13,15,5,5,2,1,3,5
PHX,PHX vs. SAC,10/23/2019,,W,12,32,14,25,56.0,3,6,50.0,1,3,33.3,4,6,10,8,4,3,1,7,15
PHI,PHI vs. BOS,10/23/2019,,W,12,28,10,21,47.6,1,7,14.3,7,8,87.5,4,12,16,5,7,3,3,12,8
MIA,MIA vs. MEM,10/23/2019,,W,12,29,8,19,42.1,2,7,28.6,11,13,84.6,1,10,11,4,4,0,0,6,5
WAS,WAS @ DAL,10/23/2019,,L,12,20,9,24,37.5,1,6,16.7,1,2,50.0,5,10,15,5,5,1,1,9,-9
LAL,LAL @ LAC,10/22/2019,,L,12,31,12,24,50.0,5,8,62.5,2,3,66.7,5,9,14,7,3,0,1,3,8
TOR,TOR vs. NOP,10/22/2019,,W,12,32,12,27,44.4,3,10,30.0,5,7,71.4,4,6,10,5,1,3,1,4,7
NOP,NOP @ TOR,10/22/2019,,L,12,25,9,18,50.0,4,9,44.4,3,3,100.0,3,10,13,5,8,0,0,7,-7
LAC,LAC vs. LAL,10/22/2019,,W,12,23,9,20,45.0,3,9,33.3,2,3,66.7,2,6,8,7,3,1,0,6,-8
