Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
NYK,NYK @ ATL,03/11/2020,,W,12,34,14,23,60.9,3,5,60.0,3,4,75.0,2,12,14,9,3,2,1,5,8
DET,DET @ PHI,03/11/2020,,L,12,26,8,18,44.4,3,7,42.9,7,10,70.0,1,7,8,5,3,1,1,7,-10
DAL,DAL vs. DEN,03/11/2020,,W,12,24,11,20,55.0,1,5,20.0,1,7,14.3,1,11,12,5,4,3,1,4,3
PHI,PHI vs. DET,03/11/2020,,W,12,36,12,23,52.2,3,7,42.9,9,13,69.2,4,9,13,7,4,2,0,7,10
ATL,ATL vs. NYK,03/11/2020,,L,12,26,11,25,44.0,3,6,50.0,1,2,50.0,1,6,7,6,2,2,1,4,-8
DEN,DEN @ DAL,03/11/2020,,L,12,21,8,19,42.1,3,7,42.9,2,3,66.7,0,10,10,5,4,2,0,6,-3
MIA,MIA vs. CHA,03/11/2020,,L,12,11,4,18,22.2,1,10,10.0,2,3,66.7,2,6,8,4,7,2,0,3,-26
CHA,CHA @ MIA,03/11/2020,,W,12,37,13,23,56.5,8,13,61.5,3,4,75.0,4,12,16,7,2,4,2,3,26
HOU,HOU vs. MIN,03/10/2020,,W,12,26,9,23,39.1,5,15,33.3,3,3,100.0,1,8,9,5,2,1,2,4,5
PHX,PHX @ POR,03/10/2020,,L,12,25,8,23,34.8,3,7,42.9,6,6,100.0,3,14,17,5,4,0,1,4,7
BOS,BOS @ IND,03/10/2020,,W,12,29,9,22,40.9,4,12,33.3,7,7,100.0,2,9,11,2,2,3,1,2,1
IND,IND vs. BOS,03/10/2020,,L,12,28,11,24,45.8,3,7,42.9,3,3,100.0,2,10,12,4,3,2,1,5,-1
BKN,BKN @ LAL,03/10/2020,,W,12,29,9,23,39.1,3,10,30.0,8,9,88.9,3,8,11,6,2,3,1,3,4
WAS,WAS vs. NYK,03/10/2020,,W,12,18,3,16,18.8,1,6,16.7,11,14,78.6,3,6,9,2,5,1,0,10,-21
ORL,ORL @ MEM,03/10/2020,,W,12,23,9,24,37.5,0,4,0.0,5,5,100.0,4,7,11,5,5,4,3,7,-5
LAC,LAC @ GSW,03/10/2020,,W,12,41,16,25,64.0,6,10,60.0,3,3,100.0,2,8,10,8,0,1,1,3,19
SAS,SAS vs. DAL,03/10/2020,,W,12,27,11,21,52.4,1,5,20.0,4,6,66.7,2,8,10,8,2,2,3,2,-3
MIN,MIN @ HOU,03/10/2020,,L,12,21,8,21,38.1,2,7,28.6,3,5,60.0,2,10,12,5,3,1,0,2,-5
DAL,DAL @ SAS,03/10/2020,,L,12,30,12,26,46.2,6,14,42.9,0,0,0.0,1,10,11,8,2,2,1,5,3
CHI,CHI vs. CLE,03/10/2020,,W,12,27,11,21,52.4,1,8,12.5,4,4,100.0,2,9,11,5,4,1,2,3,4
NYK,NYK @ WAS,03/10/2020,,L,12,39,13,20,65.0,2,5,40.0,11,16,68.8,3,10,13,10,3,3,1,9,21
GSW,GSW vs. LAC,03/10/2020,,L,12,22,8,19,42.1,4,9,44.4,2,2,100.0,1,6,7,6,4,0,0,6,-19
MEM,MEM vs. ORL,03/10/2020,,L,12,28,8,19,42.1,4,7,57.1,8,10,80.0,3,10,13,5,6,1,2,6,5
LAL,LAL vs. BKN,03/10/2020,,L,12,25,10,20,50.0,3,7,42.9,2,3,66.7,1,11,12,8,6,2,1,7,-4
CLE,CLE @ CHI,03/10/2020,,L,12,23,9,19,47.4,1,5,20.0,4,4,100.0,1,7,8,7,4,1,0,2,-4
POR,POR vs. PHX,03/10/2020,,W,12,18,6,23,26.1,2,10,20.0,4,4,100.0,3,11,14,3,4,2,4,4,-7
CHA,CHA @ ATL,03/09/2020,,L,12,31,12,23,52.2,4,11,36.4,3,4,75.0,1,4,5,11,0,1,0,5,-3
ATL,ATL vs. CHA,03/09/2020,,W,12,34,12,19,63.2,7,11,63.6,3,4,75.0,0,10,10,8,2,0,1,5,3
MIL,MIL @ DEN,03/09/2020,,L,12,30,10,21,47.6,4,8,50.0,6,8,75.0,2,9,11,7,4,3,1,2,7
TOR,TOR @ UTA,03/09/2020,,W,12,30,12,20,60.0,3,9,33.3,3,3,100.0,1,8,9,6,6,1,1,5,1
UTA,UTA vs. TOR,03/09/2020,,L,12,29,10,22,45.5,5,11,45.5,4,8,50.0,3,5,8,7,1,5,1,2,-1
DEN,DEN vs. MIL,03/09/2020,,W,12,23,9,24,37.5,3,11,27.3,2,2,100.0,1,9,10,6,5,2,3,8,-7
MIN,MIN vs. NOP,03/08/2020,,L,12,34,9,20,45.0,3,7,42.9,13,14,92.9,1,6,7,6,5,2,1,7,-1
SAC,SAC vs. TOR,03/08/2020,,L,12,28,10,25,40.0,1,5,20.0,7,8,87.5,6,8,14,4,1,2,1,3,-1
CHI,CHI @ BKN,03/08/2020,,L,12,27,10,24,41.7,3,10,30.0,4,4,100.0,1,5,6,6,0,1,0,8,-9
MIA,MIA @ WAS,03/08/2020,,W,12,28,8,15,53.3,3,6,50.0,9,12,75.0,1,11,12,5,6,1,3,8,-3
ORL,ORL @ HOU,03/08/2020,,W,12,37,13,28,46.4,2,6,33.3,9,10,90.0,6,9,15,6,2,6,1,3,15
LAL,LAL @ LAC,03/08/2020,,W,12,22,7,20,35.0,2,9,22.2,6,7,85.7,3,9,12,3,6,1,2,8,-6
DAL,DAL vs. IND,03/08/2020,,L,12,26,8,26,30.8,3,10,30.0,7,9,77.8,5,10,15,3,2,1,0,7,2
CLE,CLE vs. SAS,03/08/2020,,W,12,25,8,19,42.1,0,6,0.0,9,12,75.0,4,9,13,2,7,2,2,10,-7
MIL,MIL @ PHX,03/08/2020,,L,12,31,13,26,50.0,4,10,40.0,1,2,50.0,1,8,9,5,1,4,3,5,1
TOR,TOR @ SAC,03/08/2020,,W,12,29,10,18,55.6,8,15,53.3,1,1,100.0,0,8,8,7,4,1,1,6,1
BKN,BKN vs. CHI,03/08/2020,,W,12,36,11,22,50.0,5,15,33.3,9,10,90.0,3,12,15,6,4,0,1,6,9
PHX,PHX vs. MIL,03/08/2020,,W,12,30,11,22,50.0,4,8,50.0,4,5,80.0,3,12,15,7,6,1,1,3,-1
BOS,BOS vs. OKC,03/08/2020,,L,12,37,12,24,50.0,6,11,54.5,7,7,100.0,3,10,13,9,3,5,3,3,14
HOU,HOU vs. ORL,03/08/2020,,L,12,22,8,22,36.4,3,10,30.0,3,5,60.0,3,7,10,4,8,1,2,7,-15
NOP,NOP @ MIN,03/08/2020,,W,12,35,12,19,63.2,5,9,55.6,6,11,54.5,1,7,8,7,7,3,1,12,1
SAS,SAS @ CLE,03/08/2020,,L,12,32,8,20,40.0,1,4,25.0,15,17,88.2,1,7,8,4,3,5,0,9,7
IND,IND @ DAL,03/08/2020,,W,12,24,9,18,50.0,0,5,0.0,6,10,60.0,0,10,10,6,2,0,3,7,-2
WAS,WAS vs. MIA,03/08/2020,,L,12,31,9,23,39.1,6,13,46.2,7,8,87.5,2,7,9,6,1,4,0,10,3
NYK,NYK vs. DET,03/08/2020,,W,12,22,8,19,42.1,2,7,28.6,4,5,80.0,2,8,10,3,5,3,1,6,-3
OKC,OKC @ BOS,03/08/2020,,W,12,23,8,20,40.0,2,4,50.0,5,6,83.3,2,6,8,5,6,2,3,5,-14
LAC,LAC vs. LAL,03/08/2020,,L,12,28,9,22,40.9,1,6,16.7,9,10,90.0,2,10,12,4,3,4,1,5,6
DET,DET @ NYK,03/08/2020,,L,12,25,9,21,42.9,2,7,28.6,5,9,55.6,2,9,11,6,3,4,0,4,3
UTA,UTA @ DET,03/07/2020,,W,12,27,10,19,52.6,3,10,30.0,4,6,66.7,2,9,11,4,2,3,1,3,5
DET,DET vs. UTA,03/07/2020,,L,12,22,9,19,47.4,2,7,28.6,2,4,50.0,2,6,8,4,3,0,1,4,-5
PHI,PHI @ GSW,03/07/2020,,L,12,31,11,19,57.9,4,7,57.1,5,6,83.3,1,5,6,10,1,0,1,4,-3
HOU,HOU @ CHA,03/07/2020,,L,12,26,8,17,47.1,4,10,40.0,6,9,66.7,1,9,10,5,6,3,2,6,-1
POR,POR vs. SAC,03/07/2020,,L,12,30,12,25,48.0,4,12,33.3,2,4,50.0,3,7,10,5,1,1,0,1,-7
ATL,ATL @ MEM,03/07/2020,,L,12,27,9,25,36.0,4,12,33.3,5,5,100.0,3,8,11,7,3,1,1,6,-1
MEM,MEM vs. ATL,03/07/2020,,W,12,28,11,24,45.8,2,9,22.2,4,6,66.7,5,12,17,6,4,2,2,4,1
CHA,CHA vs. HOU,03/07/2020,,W,12,27,10,19,52.6,5,8,62.5,2,4,50.0,0,7,7,9,6,1,0,7,1
DEN,DEN @ CLE,03/07/2020,,L,12,28,12,21,57.1,2,9,22.2,2,3,66.7,1,5,6,7,2,3,0,4,-7
SAC,SAC @ POR,03/07/2020,,W,12,37,14,24,58.3,9,12,75.0,0,0,0.0,2,8,10,10,2,1,2,4,7
GSW,GSW vs. PHI,03/07/2020,,W,12,34,13,22,59.1,2,4,50.0,6,7,85.7,3,6,9,7,1,0,1,5,3
CLE,CLE vs. DEN,03/07/2020,,W,12,35,15,22,68.2,4,7,57.1,1,1,100.0,1,6,7,10,3,1,0,4,7
DAL,DAL vs. MEM,03/06/2020,,W,12,28,9,22,40.9,4,10,40.0,6,7,85.7,4,11,15,9,4,1,2,2,7
PHX,PHX vs. POR,03/06/2020,,W,12,33,12,26,46.2,5,9,55.6,4,4,100.0,4,6,10,8,1,0,1,5,-3
NYK,NYK vs. OKC,03/06/2020,,L,12,28,12,24,50.0,0,2,0.0,4,6,66.7,4,7,11,4,3,1,3,7,-6
IND,IND @ CHI,03/06/2020,,W,12,33,12,19,63.2,3,6,50.0,6,10,60.0,2,12,14,9,6,4,0,2,12
UTA,UTA @ BOS,03/06/2020,,W,12,32,12,19,63.2,8,11,72.7,0,0,0.0,1,9,10,9,4,0,2,4,12
MIL,MIL @ LAL,03/06/2020,,L,12,26,10,21,47.6,5,9,55.6,1,2,50.0,0,9,9,7,8,3,0,8,-3
CHI,CHI vs. IND,03/06/2020,,L,12,21,10,24,41.7,1,10,10.0,0,0,0.0,0,8,8,6,5,4,0,8,-12
ORL,ORL @ MIN,03/06/2020,,W,12,36,15,22,68.2,4,6,66.7,2,2,100.0,1,8,9,9,4,1,1,6,5
SAS,SAS @ BKN,03/06/2020,,L,12,32,12,24,50.0,5,10,50.0,3,4,75.0,1,8,9,9,1,0,2,2,-2
MIN,MIN vs. ORL,03/06/2020,,L,12,31,13,24,54.2,2,5,40.0,3,5,60.0,3,5,8,8,2,2,0,2,-5
OKC,OKC @ NYK,03/06/2020,,W,12,34,12,23,52.2,2,5,40.0,8,9,88.9,4,8,12,4,1,1,2,6,6
MEM,MEM @ DAL,03/06/2020,,L,12,21,8,20,40.0,3,10,30.0,2,4,50.0,2,9,11,6,5,3,0,4,-7
MIA,MIA @ NOP,03/06/2020,,L,12,25,8,20,40.0,2,11,18.2,7,9,77.8,0,8,8,7,3,1,2,7,-8
NOP,NOP vs. MIA,03/06/2020,,W,12,33,11,22,50.0,4,9,44.4,7,11,63.6,4,12,16,8,4,0,0,7,8
BOS,BOS vs. UTA,03/06/2020,,L,12,20,9,23,39.1,0,6,0.0,2,2,100.0,2,6,8,3,2,1,0,0,-12
BKN,BKN vs. SAS,03/06/2020,,W,12,34,14,28,50.0,4,8,50.0,2,4,50.0,4,10,14,6,1,0,0,4,2
POR,POR @ PHX,03/06/2020,,L,12,36,14,24,58.3,5,9,55.6,3,3,100.0,1,9,10,10,1,0,4,4,3
ATL,ATL @ WAS,03/06/2020,,L,12,23,10,17,58.8,1,3,33.3,2,4,50.0,1,8,9,3,8,1,1,4,-8
LAL,LAL vs. MIL,03/06/2020,,W,12,29,8,21,38.1,2,10,20.0,11,12,91.7,3,10,13,6,6,5,2,6,3
WAS,WAS vs. ATL,03/06/2020,,W,12,31,10,21,47.6,5,12,41.7,6,6,100.0,1,6,7,6,4,5,1,6,8
SAC,SAC vs. PHI,03/05/2020,,L,12,23,9,18,50.0,2,6,33.3,3,6,50.0,1,9,10,6,6,1,2,6,-8
GSW,GSW vs. TOR,03/05/2020,,L,12,28,9,23,39.1,2,11,18.2,8,9,88.9,3,8,11,7,3,1,1,4,-2
DEN,DEN @ CHA,03/05/2020,,W,12,29,12,23,52.2,1,5,20.0,4,5,80.0,5,8,13,7,4,3,0,6,12
PHI,PHI @ SAC,03/05/2020,,W,12,31,11,23,47.8,3,9,33.3,6,7,85.7,3,8,11,6,3,2,0,5,8
TOR,TOR @ GSW,03/05/2020,,W,12,30,11,21,52.4,3,9,33.3,5,5,100.0,1,8,9,8,3,1,0,6,2
LAC,LAC @ HOU,03/05/2020,,W,12,34,10,18,55.6,4,10,40.0,10,10,100.0,1,14,15,8,6,2,2,10,13
HOU,HOU vs. LAC,03/05/2020,,L,12,21,6,23,26.1,0,10,0.0,9,12,75.0,5,5,10,3,4,2,1,6,-13
CHA,CHA vs. DEN,03/05/2020,,L,12,17,5,19,26.3,2,9,22.2,5,6,83.3,3,5,8,2,6,2,1,6,-12
BOS,BOS @ CLE,03/04/2020,,W,12,30,12,22,54.5,5,9,55.6,1,3,33.3,1,11,12,7,3,2,3,6,5
NYK,NYK vs. UTA,03/04/2020,,L,12,28,12,21,57.1,1,6,16.7,3,3,100.0,1,6,7,7,2,0,0,1,-1
