Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
MEM,MEM vs. UTA,11/29/2019,,L,12,31,13,23,56.5,4,9,44.4,1,3,33.3,2,13,15,9,4,0,3,4,13
LAC,LAC @ SAS,11/29/2019,,L,12,23,10,24,41.7,0,3,0.0,3,3,100.0,1,12,13,4,4,1,2,6,-3
ORL,ORL vs. TOR,11/29/2019,,L,12,24,8,16,50.0,2,6,33.3,6,8,75.0,3,11,14,5,8,1,3,6,4
CLE,CLE vs. ORL,11/27/2019,,L,12,25,9,17,52.9,2,7,28.6,5,6,83.3,1,10,11,5,8,1,0,3,-7
SAS,SAS vs. MIN,11/27/2019,,L,12,23,8,23,34.8,0,8,0.0,7,8,87.5,1,8,9,5,1,1,3,5,-12
ORL,ORL @ CLE,11/27/2019,,W,12,32,12,27,44.4,5,11,45.5,3,3,100.0,2,5,7,8,2,4,1,7,7
CHI,CHI @ GSW,11/27/2019,,L,12,31,10,21,47.6,4,7,57.1,7,7,100.0,2,7,9,6,3,3,2,6,3
PHX,PHX vs. WAS,11/27/2019,,L,12,35,15,22,68.2,4,4,100.0,1,1,100.0,2,4,6,7,5,2,1,6,-3
HOU,HOU vs. MIA,11/27/2019,,W,12,39,15,24,62.5,5,13,38.5,4,4,100.0,3,9,12,7,2,4,1,3,20
BKN,BKN @ BOS,11/27/2019,,L,12,40,15,23,65.2,10,16,62.5,0,2,0.0,2,9,11,11,3,2,2,4,13
NOP,NOP vs. LAL,11/27/2019,,L,12,26,10,22,45.5,3,10,30.0,3,3,100.0,2,6,8,7,3,1,1,8,-3
TOR,TOR vs. NYK,11/27/2019,,W,12,37,13,23,56.5,6,11,54.5,5,6,83.3,3,11,14,6,2,2,0,4,20
LAL,LAL @ NOP,11/27/2019,,W,12,29,12,22,54.5,1,5,20.0,4,7,57.1,2,8,10,8,3,1,3,4,3
CHA,CHA vs. DET,11/27/2019,,W,12,24,10,25,40.0,1,10,10.0,3,3,100.0,3,8,11,5,0,1,2,4,-4
MIL,MIL vs. ATL,11/27/2019,,W,12,27,11,23,47.8,2,11,18.2,3,5,60.0,3,5,8,5,5,1,2,8,-15
UTA,UTA @ IND,11/27/2019,,L,12,23,8,24,33.3,2,9,22.2,5,6,83.3,4,8,12,5,5,3,1,5,-9
GSW,GSW vs. CHI,11/27/2019,,W,12,28,10,23,43.5,2,6,33.3,6,10,60.0,6,8,14,7,4,1,3,4,-3
BOS,BOS vs. BKN,11/27/2019,,W,12,27,10,22,45.5,5,8,62.5,2,2,100.0,2,4,6,4,4,2,0,4,-13
POR,POR vs. OKC,11/27/2019,,W,12,21,8,19,42.1,0,4,0.0,5,5,100.0,1,14,15,5,5,1,1,5,-3
LAC,LAC @ MEM,11/27/2019,,W,12,29,10,23,43.5,3,8,37.5,6,7,85.7,3,9,12,8,6,2,0,6,0
MEM,MEM vs. LAC,11/27/2019,,L,12,29,10,21,47.6,2,8,25.0,7,9,77.8,1,9,10,8,4,4,1,5,0
MIN,MIN @ SAS,11/27/2019,,W,12,35,12,26,46.2,6,11,54.5,5,6,83.3,4,15,19,10,2,0,2,7,12
SAC,SAC @ PHI,11/27/2019,,L,12,28,12,26,46.2,2,6,33.3,2,6,33.3,5,6,11,7,3,4,1,7,6
PHI,PHI vs. SAC,11/27/2019,,W,12,22,8,14,57.1,0,1,0.0,6,8,75.0,1,8,9,5,8,1,1,5,-6
WAS,WAS @ PHX,11/27/2019,,W,12,38,14,24,58.3,6,11,54.5,4,4,100.0,2,5,7,8,3,3,3,2,3
ATL,ATL @ MIL,11/27/2019,,L,12,42,13,24,54.2,5,9,55.6,11,12,91.7,4,9,13,9,5,2,0,6,15
OKC,OKC @ POR,11/27/2019,,L,12,24,10,24,41.7,2,8,25.0,2,4,50.0,2,10,12,5,2,2,1,5,3
NYK,NYK @ TOR,11/27/2019,,L,12,17,6,21,28.6,1,10,10.0,4,5,80.0,3,8,11,3,6,1,0,5,-20
MIA,MIA @ HOU,11/27/2019,,L,12,19,7,18,38.9,3,7,42.9,2,2,100.0,1,5,6,3,7,1,1,4,-20
IND,IND vs. UTA,11/27/2019,,W,12,32,13,22,59.1,1,4,25.0,5,5,100.0,0,9,9,8,4,2,1,3,9
DET,DET @ CHA,11/27/2019,,L,12,28,11,25,44.0,3,10,30.0,3,5,60.0,4,12,16,7,4,0,0,2,4
DAL,DAL vs. LAC,11/26/2019,,L,12,19,5,19,26.3,3,12,25.0,6,7,85.7,3,10,13,3,9,4,1,4,-9
LAC,LAC @ DAL,11/26/2019,,W,12,28,12,28,42.9,3,11,27.3,1,4,25.0,6,10,16,5,4,4,1,6,9
DEN,DEN vs. WAS,11/26/2019,,W,12,39,16,26,61.5,3,7,42.9,4,5,80.0,2,11,13,9,2,2,3,10,15
WAS,WAS @ DEN,11/26/2019,,L,12,24,7,20,35.0,0,6,0.0,10,14,71.4,1,7,8,7,4,0,0,4,-15
MIL,MIL vs. UTA,11/25/2019,,W,12,25,8,21,38.1,1,8,12.5,8,12,66.7,3,7,10,3,3,3,1,7,-7
BOS,BOS vs. SAC,11/25/2019,,W,12,34,12,24,50.0,3,9,33.3,7,7,100.0,5,8,13,7,3,3,1,5,10
ATL,ATL vs. MIN,11/25/2019,,L,12,34,12,23,52.2,3,4,75.0,7,8,87.5,2,11,13,6,6,2,1,7,18
UTA,UTA @ MIL,11/25/2019,,L,12,32,10,20,50.0,5,11,45.5,7,7,100.0,3,11,14,8,6,2,2,8,7
CHA,CHA @ MIA,11/25/2019,,L,12,27,10,20,50.0,3,9,33.3,4,6,66.7,1,10,11,7,5,1,0,5,-6
POR,POR @ CHI,11/25/2019,,W,12,35,12,21,57.1,2,4,50.0,9,12,75.0,4,11,15,5,3,0,0,5,9
MIN,MIN @ ATL,11/25/2019,,W,12,16,5,20,25.0,1,9,11.1,5,8,62.5,3,4,7,5,5,2,2,9,-18
TOR,TOR vs. PHI,11/25/2019,,W,12,23,10,20,50.0,1,7,14.3,2,5,40.0,4,8,12,5,4,1,1,5,8
ORL,ORL @ DET,11/25/2019,,L,12,24,9,22,40.9,4,12,33.3,2,2,100.0,1,9,10,5,6,0,4,6,-6
GSW,GSW vs. OKC,11/25/2019,,L,12,31,13,24,54.2,3,5,60.0,2,2,100.0,3,6,9,9,2,4,1,5,3
OKC,OKC @ GSW,11/25/2019,,W,12,28,11,21,52.4,3,9,33.3,3,3,100.0,4,8,12,5,6,0,3,3,-3
CLE,CLE vs. BKN,11/25/2019,,L,12,25,9,25,36.0,4,9,44.4,3,5,60.0,4,9,13,8,3,3,1,4,-2
IND,IND vs. MEM,11/25/2019,,W,12,31,13,27,48.1,3,6,50.0,2,4,50.0,5,12,17,5,2,0,4,4,2
SAS,SAS vs. LAL,11/25/2019,,L,12,34,15,22,68.2,4,7,57.1,0,0,0.0,2,6,8,8,3,2,1,6,5
BKN,BKN @ CLE,11/25/2019,,W,12,27,12,23,52.2,3,6,50.0,0,0,0.0,2,12,14,8,4,3,4,3,2
MEM,MEM @ IND,11/25/2019,,L,12,29,11,28,39.3,3,7,42.9,4,4,100.0,2,9,11,6,0,0,1,4,-2
LAL,LAL @ SAS,11/25/2019,,W,12,29,11,22,50.0,4,9,44.4,3,5,60.0,3,5,8,4,4,1,1,4,-5
SAC,SAC @ BOS,11/25/2019,,L,12,24,8,20,40.0,4,14,28.6,4,7,57.1,3,5,8,7,5,1,2,5,-10
MIA,MIA vs. CHA,11/25/2019,,W,12,33,11,26,42.3,7,13,53.8,4,4,100.0,4,11,15,7,3,2,0,7,6
DET,DET vs. ORL,11/25/2019,,W,12,30,11,23,47.8,3,7,42.9,5,6,83.3,2,8,10,5,2,3,1,4,6
CHI,CHI vs. POR,11/25/2019,,L,12,26,11,24,45.8,3,10,30.0,1,3,33.3,3,6,9,7,3,0,0,8,-9
PHI,PHI @ TOR,11/25/2019,,L,12,15,5,23,21.7,2,13,15.4,3,5,60.0,7,7,14,4,5,2,0,7,-8
DAL,DAL @ HOU,11/24/2019,,W,12,33,11,22,50.0,5,10,50.0,6,7,85.7,2,8,10,6,4,1,0,6,2
NYK,NYK vs. BKN,11/24/2019,,L,12,24,9,17,52.9,5,10,50.0,1,2,50.0,1,8,9,7,9,2,1,6,1
WAS,WAS vs. SAC,11/24/2019,,L,12,30,11,24,45.8,3,6,50.0,5,6,83.3,4,9,13,8,7,1,0,7,-3
HOU,HOU vs. DAL,11/24/2019,,L,12,31,13,22,59.1,1,10,10.0,4,9,44.4,1,8,9,9,1,2,0,5,-2
BKN,BKN @ NYK,11/24/2019,,W,12,23,7,17,41.2,3,10,30.0,6,6,100.0,1,5,6,2,5,4,0,3,-1
SAC,SAC @ WAS,11/24/2019,,W,12,33,10,22,45.5,0,8,0.0,13,13,100.0,2,8,10,4,5,3,1,8,3
LAC,LAC vs. NOP,11/24/2019,,W,12,32,11,26,42.3,5,12,41.7,5,7,71.4,5,11,16,7,3,0,2,5,3
DEN,DEN vs. PHX,11/24/2019,,W,12,24,10,22,45.5,2,7,28.6,2,4,50.0,7,8,15,4,5,0,0,5,-5
NOP,NOP @ LAC,11/24/2019,,L,12,29,11,27,40.7,5,12,41.7,2,2,100.0,3,9,12,6,1,1,2,7,-3
PHX,PHX @ DEN,11/24/2019,,L,12,29,11,21,52.4,3,9,33.3,4,4,100.0,2,6,8,7,1,2,0,3,5
POR,POR @ CLE,11/23/2019,,L,12,23,7,23,30.4,5,13,38.5,4,5,80.0,1,7,8,5,2,2,0,3,-7
MIN,MIN vs. PHX,11/23/2019,,L,12,22,8,24,33.3,4,10,40.0,2,2,100.0,4,13,17,6,4,0,2,5,0
PHX,PHX @ MIN,11/23/2019,,W,12,22,9,28,32.1,3,11,27.3,1,2,50.0,5,10,15,8,1,1,1,3,0
NOP,NOP @ UTA,11/23/2019,,L,12,23,7,24,29.2,3,7,42.9,6,6,100.0,2,6,8,3,0,0,0,5,-7
UTA,UTA vs. NOP,11/23/2019,,W,12,30,11,21,52.4,3,10,30.0,5,6,83.3,4,14,18,10,4,0,0,4,7
NYK,NYK vs. SAS,11/23/2019,,L,12,27,11,22,50.0,3,9,33.3,2,2,100.0,2,4,6,10,3,2,2,4,-9
CLE,CLE vs. POR,11/23/2019,,W,12,30,11,23,47.8,2,7,28.6,6,6,100.0,2,14,16,5,3,2,1,4,7
LAL,LAL @ MEM,11/23/2019,,W,12,30,11,25,44.0,2,10,20.0,6,10,60.0,5,10,15,4,2,1,0,2,2
ORL,ORL @ IND,11/23/2019,,L,12,20,9,25,36.0,1,4,25.0,1,1,100.0,3,7,10,6,4,1,0,1,-11
IND,IND vs. ORL,11/23/2019,,W,12,31,13,23,56.5,3,4,75.0,2,2,100.0,2,11,13,9,2,3,2,3,11
DET,DET @ MIL,11/23/2019,,L,12,23,10,23,43.5,1,7,14.3,2,3,66.7,2,7,9,5,3,2,2,4,-4
PHI,PHI vs. MIA,11/23/2019,,W,12,27,9,21,42.9,3,6,50.0,6,6,100.0,3,9,12,7,5,3,1,9,5
TOR,TOR @ ATL,11/23/2019,,W,12,26,9,23,39.1,3,9,33.3,5,6,83.3,1,7,8,6,5,1,2,4,-8
MEM,MEM vs. LAL,11/23/2019,,L,12,28,12,24,50.0,3,7,42.9,1,3,33.3,2,10,12,9,1,2,0,6,-2
MIA,MIA @ PHI,11/23/2019,,L,12,22,7,18,38.9,0,4,0.0,8,10,80.0,3,9,12,1,6,3,1,6,-5
ATL,ATL vs. TOR,11/23/2019,,L,12,34,14,26,53.8,3,8,37.5,3,4,75.0,2,12,14,8,4,3,2,6,8
CHA,CHA vs. CHI,11/23/2019,,L,12,26,8,22,36.4,5,12,41.7,5,7,71.4,4,15,19,5,6,1,2,3,4
SAS,SAS @ NYK,11/23/2019,,W,12,36,14,24,58.3,5,9,55.6,3,5,60.0,5,8,13,8,3,2,0,4,9
CHI,CHI @ CHA,11/23/2019,,W,12,22,9,29,31.0,4,11,36.4,0,0,0.0,4,10,14,7,1,3,0,8,-4
MIL,MIL vs. DET,11/23/2019,,W,12,27,11,21,52.4,3,7,42.9,2,4,50.0,1,9,10,7,4,3,3,1,4
BKN,BKN vs. SAC,11/22/2019,,W,12,30,10,20,50.0,5,9,55.6,5,7,71.4,2,7,9,6,2,1,0,4,4
GSW,GSW @ UTA,11/22/2019,,L,12,23,9,19,47.4,2,5,40.0,3,4,75.0,1,5,6,8,3,1,0,5,-12
CHI,CHI vs. MIA,11/22/2019,,L,12,27,10,19,52.6,0,4,0.0,7,8,87.5,1,4,5,7,3,3,1,5,-6
OKC,OKC vs. LAL,11/22/2019,,L,12,34,12,21,57.1,3,6,50.0,7,8,87.5,1,9,10,7,5,2,2,6,2
ATL,ATL @ DET,11/22/2019,,L,12,34,12,20,60.0,2,5,40.0,8,8,100.0,1,6,7,8,5,1,1,3,-9
UTA,UTA vs. GSW,11/22/2019,,W,12,35,13,21,61.9,4,8,50.0,5,5,100.0,2,9,11,7,3,1,1,3,12
LAC,LAC vs. HOU,11/22/2019,,W,12,24,10,22,45.5,3,8,37.5,1,1,100.0,2,8,10,6,7,5,0,10,-4
HOU,HOU @ LAC,11/22/2019,,L,12,28,11,18,61.1,2,9,22.2,4,9,44.4,2,8,10,7,7,3,2,6,4
WAS,WAS vs. CHA,11/22/2019,,W,12,29,10,23,43.5,6,13,46.2,3,4,75.0,2,8,10,8,3,1,3,3,-5
DEN,DEN vs. BOS,11/22/2019,,W,12,18,8,20,40.0,2,7,28.6,0,0,0.0,2,9,11,2,6,0,2,5,-3
SAS,SAS @ PHI,11/22/2019,,L,12,30,10,20,50.0,3,5,60.0,7,8,87.5,1,6,7,7,3,1,0,3,0
PHI,PHI vs. SAS,11/22/2019,,W,12,30,13,23,56.5,2,6,33.3,2,3,66.7,4,8,12,8,4,2,1,8,0
CLE,CLE @ DAL,11/22/2019,,L,12,16,6,23,26.1,4,8,50.0,0,0,0.0,4,8,12,5,5,0,1,3,-21
DAL,DAL vs. CLE,11/22/2019,,W,12,37,16,30,53.3,3,7,42.9,2,3,66.7,5,11,16,7,0,3,2,3,21
DET,DET vs. ATL,11/22/2019,,W,12,43,16,24,66.7,7,11,63.6,4,4,100.0,2,4,6,9,1,4,1,6,9
SAC,SAC @ BKN,11/22/2019,,L,12,26,11,21,52.4,0,7,0.0,4,7,57.1,3,8,11,6,3,1,1,6,-4
BOS,BOS @ DEN,11/22/2019,,L,12,21,7,21,33.3,2,9,22.2,5,6,83.3,2,9,11,6,2,4,1,4,3
CHA,CHA @ WAS,11/22/2019,,L,12,34,13,25,52.0,4,7,57.1,4,4,100.0,4,11,15,6,2,2,0,3,5
MIA,MIA @ CHI,11/22/2019,,W,12,33,13,25,52.0,3,11,27.3,4,4,100.0,4,7,11,9,5,3,2,5,6
LAL,LAL @ OKC,11/22/2019,,W,12,32,12,25,48.0,4,8,50.0,4,5,80.0,2,6,8,10,3,3,2,6,-2
PHX,PHX vs. NOP,11/21/2019,,L,12,33,10,19,52.6,3,7,42.9,10,12,83.3,3,12,15,9,5,3,0,7,12
MIL,MIL vs. POR,11/21/2019,,W,12,35,13,29,44.8,5,13,38.5,4,5,80.0,5,11,16,7,2,1,1,4,4
POR,POR @ MIL,11/21/2019,,L,12,31,12,28,42.9,3,7,42.9,4,4,100.0,4,8,12,9,1,0,3,7,-4
NOP,NOP @ PHX,11/21/2019,,W,12,21,5,22,22.7,3,11,27.3,8,11,72.7,3,7,10,2,5,3,0,6,-12
NYK,NYK @ PHI,11/20/2019,,L,12,26,11,21,52.4,2,5,40.0,2,2,100.0,0,8,8,3,2,1,2,4,0
CHI,CHI vs. DET,11/20/2019,,W,12,29,8,22,36.4,3,6,50.0,10,14,71.4,4,13,17,7,4,1,2,7,4
BOS,BOS @ LAC,11/20/2019,,L,12,21,9,23,39.1,1,9,11.1,2,3,66.7,4,7,11,6,6,2,1,5,3
LAC,LAC vs. BOS,11/20/2019,,W,12,18,5,19,26.3,2,8,25.0,6,7,85.7,6,9,15,2,9,3,3,3,-3
SAS,SAS @ WAS,11/20/2019,,L,12,31,13,25,52.0,4,10,40.0,1,2,50.0,2,9,11,9,3,3,2,1,3
CLE,CLE @ MIA,11/20/2019,,L,12,26,8,23,34.8,6,15,40.0,4,4,100.0,3,4,7,6,3,3,0,6,-17
UTA,UTA @ MIN,11/20/2019,,W,12,22,8,18,44.4,4,9,44.4,2,4,50.0,2,10,12,5,7,3,2,4,-5
MIN,MIN vs. UTA,11/20/2019,,L,12,27,11,25,44.0,5,12,41.7,0,0,0.0,2,8,10,4,3,3,3,2,5
CHA,CHA @ BKN,11/20/2019,,L,12,25,10,20,50.0,5,11,45.5,0,2,0.0,2,7,9,5,6,4,1,5,-5
PHI,PHI vs. NYK,11/20/2019,,W,12,26,11,25,44.0,2,7,28.6,2,3,66.7,2,8,10,9,1,1,1,1,0
MIL,MIL @ ATL,11/20/2019,,W,12,24,8,21,38.1,2,12,16.7,6,6,100.0,3,7,10,4,4,2,1,1,-11
TOR,TOR vs. ORL,11/20/2019,,W,12,29,11,23,47.8,3,10,30.0,4,6,66.7,2,11,13,7,2,1,4,5,10
GSW,GSW @ DAL,11/20/2019,,L,12,22,7,22,31.8,2,5,40.0,6,9,66.7,3,8,11,3,3,2,2,8,-8
DEN,DEN vs. HOU,11/20/2019,,W,12,27,11,26,42.3,3,7,42.9,2,2,100.0,5,9,14,6,2,1,2,6,-2
DAL,DAL vs. GSW,11/20/2019,,W,12,30,10,22,45.5,3,7,42.9,7,10,70.0,3,11,14,6,4,2,1,8,8
ORL,ORL @ TOR,11/20/2019,,L,12,19,7,29,24.1,1,7,14.3,4,8,50.0,8,9,17,5,5,2,4,5,-10
BKN,BKN vs. CHA,11/20/2019,,W,12,30,13,26,50.0,3,9,33.3,1,1,100.0,4,9,13,10,5,4,0,5,5
WAS,WAS vs. SAS,11/20/2019,,W,12,28,11,23,47.8,3,9,33.3,3,3,100.0,1,9,10,5,5,1,1,2,-3
DET,DET @ CHI,11/20/2019,,L,12,25,9,26,34.6,2,9,22.2,5,8,62.5,5,9,14,9,3,2,2,7,-4
MIA,MIA vs. CLE,11/20/2019,,W,12,43,15,21,71.4,10,15,66.7,3,6,50.0,1,10,11,13,5,1,2,5,17
HOU,HOU @ DEN,11/20/2019,,L,12,29,8,20,40.0,2,7,28.6,11,13,84.6,4,9,13,5,3,2,1,6,2
ATL,ATL vs. MIL,11/20/2019,,L,12,35,14,25,56.0,5,6,83.3,2,3,66.7,2,10,12,8,2,1,0,4,11
GSW,GSW @ MEM,11/19/2019,,W,12,33,13,24,54.2,2,6,33.3,5,5,100.0,4,11,15,9,4,2,3,8,17
OKC,OKC @ LAL,11/19/2019,,L,12,25,10,24,41.7,2,10,20.0,3,3,100.0,3,7,10,5,3,2,0,6,-5
PHX,PHX @ SAC,11/19/2019,,L,12,26,9,24,37.5,2,9,22.2,6,9,66.7,6,7,13,4,3,4,0,6,-3
NOP,NOP vs. POR,11/19/2019,,W,12,26,10,25,40.0,4,8,50.0,2,4,50.0,4,9,13,7,3,1,2,7,0
LAL,LAL vs. OKC,11/19/2019,,W,12,30,11,21,52.4,5,8,62.5,3,4,75.0,3,9,12,8,4,1,2,3,5
POR,POR @ NOP,11/19/2019,,L,12,26,11,23,47.8,2,4,50.0,2,6,33.3,3,12,15,6,3,1,2,5,0
SAC,SAC vs. PHX,11/19/2019,,W,12,29,10,17,58.8,4,9,44.4,5,6,83.3,0,9,9,8,4,2,2,5,3
MEM,MEM vs. GSW,11/19/2019,,L,12,16,5,20,25.0,2,5,40.0,4,6,66.7,1,5,6,4,4,2,1,5,-17
IND,IND @ BKN,11/18/2019,,W,12,41,15,26,57.7,7,10,70.0,4,4,100.0,3,13,16,8,1,2,3,5,24
SAS,SAS @ DAL,11/18/2019,,L,12,27,11,23,47.8,1,5,20.0,4,5,80.0,4,11,15,5,4,1,1,4,4
POR,POR @ HOU,11/18/2019,,L,12,20,8,21,38.1,2,7,28.6,2,2,100.0,0,9,9,7,3,0,2,9,-15
DAL,DAL vs. SAS,11/18/2019,,W,12,23,9,25,36.0,3,11,27.3,2,3,66.7,3,8,11,6,3,1,1,6,-4
CHA,CHA @ TOR,11/18/2019,,L,12,31,10,17,58.8,5,9,55.6,6,9,66.7,2,6,8,9,7,0,3,4,-3
TOR,TOR vs. CHA,11/18/2019,,W,12,34,14,29,48.3,2,10,20.0,4,4,100.0,7,6,13,12,2,5,0,9,3
BKN,BKN vs. IND,11/18/2019,,L,12,17,8,23,34.8,1,7,14.3,0,2,0.0,1,6,7,6,2,0,2,5,-24
LAC,LAC vs. OKC,11/18/2019,,W,12,19,8,21,38.1,1,8,12.5,2,2,100.0,0,9,9,6,6,2,2,10,-11
PHX,PHX vs. BOS,11/18/2019,,L,12,20,7,20,35.0,1,8,12.5,5,6,83.3,1,7,8,6,3,2,1,5,-11
OKC,OKC @ LAC,11/18/2019,,L,12,30,8,20,40.0,2,7,28.6,12,15,80.0,2,9,11,3,3,6,1,5,11
CHI,CHI vs. MIL,11/18/2019,,L,12,30,12,24,50.0,5,10,50.0,1,1,100.0,2,10,12,9,5,0,2,2,-1
BOS,BOS @ PHX,11/18/2019,,W,12,31,11,26,42.3,4,12,33.3,5,5,100.0,6,13,19,8,6,2,3,8,11
NYK,NYK vs. CLE,11/18/2019,,W,12,32,13,22,59.1,5,8,62.5,1,2,50.0,3,6,9,7,3,0,2,4,1
UTA,UTA vs. MIN,11/18/2019,,L,12,24,9,23,39.1,5,8,62.5,1,2,50.0,3,12,15,5,6,2,1,5,1
CLE,CLE @ NYK,11/18/2019,,L,12,31,11,19,57.9,7,10,70.0,2,7,28.6,3,5,8,9,3,0,0,4,-1
MIL,MIL @ CHI,11/18/2019,,W,12,31,12,24,50.0,6,12,50.0,1,2,50.0,1,8,9,8,1,5,2,1,1
HOU,HOU vs. POR,11/18/2019,,W,12,35,11,24,45.8,4,11,36.4,9,11,81.8,5,12,17,3,2,1,3,4,15
MIN,MIN @ UTA,11/18/2019,,W,12,23,10,24,41.7,2,11,18.2,1,2,50.0,1,12,13,6,5,2,3,5,-1
ATL,ATL @ LAL,11/17/2019,,L,12,17,6,21,28.6,1,7,14.3,4,4,100.0,2,5,7,1,5,3,0,5,-16
CLE,CLE vs. PHI,11/17/2019,,L,12,22,8,20,40.0,2,7,28.6,4,5,80.0,3,5,8,3,5,3,2,6,-13
SAC,SAC vs. BOS,11/17/2019,,W,12,20,8,21,38.1,2,6,33.3,2,2,100.0,1,7,8,4,4,2,1,6,-8
MEM,MEM vs. DEN,11/17/2019,,L,12,17,5,19,26.3,0,5,0.0,7,8,87.5,1,5,6,1,7,2,2,5,-27
WAS,WAS @ ORL,11/17/2019,,L,12,30,12,24,50.0,5,12,41.7,1,2,50.0,3,5,8,7,3,2,1,6,-2
GSW,GSW @ NOP,11/17/2019,,L,12,26,8,21,38.1,2,5,40.0,8,10,80.0,4,8,12,6,5,3,2,7,-3
ORL,ORL vs. WAS,11/17/2019,,W,12,32,10,19,52.6,4,8,50.0,8,9,88.9,2,9,11,5,3,3,3,3,2
NOP,NOP vs. GSW,11/17/2019,,W,12,29,10,25,40.0,7,13,53.8,2,3,66.7,3,8,11,7,3,1,0,6,3
BOS,BOS @ SAC,11/17/2019,,L,12,28,9,18,50.0,3,7,42.9,7,8,87.5,3,9,12,8,6,3,0,4,8
PHI,PHI @ CLE,11/17/2019,,W,12,35,13,18,72.2,3,3,100.0,6,8,75.0,1,10,11,8,3,4,1,4,13
LAL,LAL vs. ATL,11/17/2019,,W,12,33,13,22,59.1,3,6,50.0,4,5,80.0,4,10,14,4,3,0,3,5,16
DEN,DEN @ MEM,11/17/2019,,W,12,44,17,26,65.4,5,7,71.4,5,8,62.5,3,13,16,12,4,6,4,7,27
IND,IND vs. MIL,11/16/2019,,L,12,14,6,21,28.6,1,7,14.3,1,2,50.0,2,10,12,3,8,3,4,6,-9
TOR,TOR @ DAL,11/16/2019,,L,12,38,14,23,60.9,6,11,54.5,4,6,66.7,4,10,14,7,3,1,2,4,17
LAC,LAC vs. ATL,11/16/2019,,W,12,31,10,24,41.7,2,8,25.0,9,9,100.0,4,8,12,7,6,2,3,8,-1
MIN,MIN vs. HOU,11/16/2019,,L,12,32,11,20,55.0,3,10,30.0,7,8,87.5,2,8,10,7,4,1,0,7,-1
ATL,ATL @ LAC,11/16/2019,,L,12,32,11,23,47.8,2,6,33.3,8,11,72.7,3,8,11,7,5,3,4,6,1
HOU,HOU @ MIN,11/16/2019,,W,12,33,10,24,41.7,4,11,36.4,9,11,81.8,7,5,12,3,3,1,0,5,1
POR,POR @ SAS,11/16/2019,,W,12,25,9,21,42.9,4,13,30.8,3,4,75.0,2,7,9,6,5,0,2,8,-10
CHI,CHI vs. BKN,11/16/2019,,L,12,37,11,24,45.8,4,11,36.4,11,12,91.7,5,11,16,5,5,4,1,6,17
NOP,NOP @ MIA,11/16/2019,,L,12,27,12,22,54.5,3,7,42.9,0,0,0.0,2,10,12,6,6,2,0,6,2
MIA,MIA vs. NOP,11/16/2019,,W,12,25,10,23,43.5,1,7,14.3,4,4,100.0,3,7,10,6,3,3,2,0,-2
NYK,NYK vs. CHA,11/16/2019,,L,12,32,12,22,54.5,3,4,75.0,5,8,62.5,2,9,11,6,3,1,0,5,5
SAS,SAS vs. POR,11/16/2019,,L,12,35,11,22,50.0,2,4,50.0,11,14,78.6,3,9,12,8,3,2,1,2,10
BKN,BKN @ CHI,11/16/2019,,W,12,20,8,23,34.8,2,12,16.7,2,2,100.0,0,6,6,6,6,3,2,9,-17
DAL,DAL vs. TOR,11/16/2019,,W,12,21,9,25,36.0,1,8,12.5,2,4,50.0,4,4,8,5,3,2,0,5,-17
MIL,MIL @ IND,11/16/2019,,W,12,23,10,25,40.0,2,10,20.0,1,3,33.3,2,10,12,3,5,3,4,4,9
CHA,CHA @ NYK,11/16/2019,,W,12,27,10,23,43.5,5,13,38.5,2,2,100.0,3,7,10,6,3,1,2,6,-5
GSW,GSW vs. BOS,11/15/2019,,L,12,19,9,20,45.0,1,7,14.3,0,0,0.0,0,8,8,6,6,1,0,4,-10
CHA,CHA vs. DET,11/15/2019,,W,12,26,11,24,45.8,2,9,22.2,2,2,100.0,2,9,11,7,4,2,0,7,-4
HOU,HOU vs. IND,11/15/2019,,W,12,28,8,23,34.8,4,12,33.3,8,9,88.9,2,10,12,1,2,4,1,7,1
SAS,SAS @ ORL,11/15/2019,,L,12,25,11,23,47.8,2,6,33.3,1,3,33.3,2,13,15,2,2,1,4,5,2
UTA,UTA @ MEM,11/15/2019,,L,12,22,10,23,43.5,1,6,16.7,1,2,50.0,3,11,14,4,7,1,1,3,-8
BOS,BOS @ GSW,11/15/2019,,W,12,29,10,22,45.5,3,9,33.3,6,6,100.0,1,11,12,5,3,5,1,2,10
PHI,PHI @ OKC,11/15/2019,,L,12,20,7,20,35.0,4,12,33.3,2,4,50.0,4,7,11,4,4,2,0,8,-10
LAL,LAL vs. SAC,11/15/2019,,W,12,29,9,17,52.9,4,9,44.4,7,7,100.0,2,9,11,6,4,1,1,5,9
DET,DET @ CHA,11/15/2019,,L,12,30,10,21,47.6,4,7,57.1,6,6,100.0,2,8,10,6,4,1,1,3,4
MEM,MEM vs. UTA,11/15/2019,,W,12,30,12,27,44.4,4,11,36.4,2,2,100.0,3,10,13,6,3,3,1,4,8
IND,IND @ HOU,11/15/2019,,L,12,27,9,22,40.9,2,7,28.6,7,10,70.0,4,11,15,5,4,0,1,8,-1
SAC,SAC @ LAL,11/15/2019,,L,12,20,7,19,36.8,4,9,44.4,2,2,100.0,3,6,9,5,4,2,0,5,-9
